station_id,primary_station_id_3,primary_station_id_2,station_name,height_of_station_above_sea_level,sub_region,region,record_id,source_id
US1ARHS0013,US1ARHS0013-235,US1ARHS0013-1,AR HOT SPRINGS 7.9 ESE,113,231,4,1,235
US1ARHS0015,US1ARHS0015-235,US1ARHS0015-1,AR BISMARCK 4.2 SSE,135,231,4,1,235
US1ARHW0001,US1ARHW0001-235,US1ARHW0001-1,AR NASHVILLE 1.0 NE,125,231,4,1,235
US1ARHW0002,US1ARHW0002-235,US1ARHW0002-1,AR DIERKS 0.7 WSW,130,231,4,1,235
US1ARHW0003,US1ARHW0003-235,US1ARHW0003-1,AR DIERKS 2.7 S,149,231,4,1,235
US1ARHW0005,US1ARHW0005-235,US1ARHW0005-1,AR NASHVILLE 3.0 NW,139,231,4,1,235
US1ARHW0009,US1ARHW0009-235,US1ARHW0009-1,AR NASHVILLE 5.2 NW,182,231,4,1,235
US1ARHW0011,US1ARHW0011-235,US1ARHW0011-1,AR UMPIRE 2.3 SSW,230,231,4,1,235
US1ARHW0012,US1ARHW0012-235,US1ARHW0012-1,AR NASHVILLE 0.4 NNW,138,231,4,1,235
US1ARIN0002,US1ARIN0002-235,US1ARIN0002-1,AR BATESVILLE 9.0 W,195,231,4,1,235
US1ARIN0003,US1ARIN0003-235,US1ARIN0003-1,AR CHARLOTTE 2.1 W,125,231,4,1,235
US1ARIN0005,US1ARIN0005-235,US1ARIN0005-1,AR PLEASANT PLAINS 3.9 W,248,231,4,1,235
US1ARIN0006,US1ARIN0006-235,US1ARIN0006-1,AR BATESVILLE 2.3 NE,92,231,4,1,235
US1ARIN0007,US1ARIN0007-235,US1ARIN0007-1,AR BATESVILLE 8.0 NW,109,231,4,1,235
US1ARIN0008,US1ARIN0008-235,US1ARIN0008-1,AR BATESVILLE 0.7 SW,88,231,4,1,235
US1ARIN0009,US1ARIN0009-235,US1ARIN0009-1,AR BRADFORD 9.7 NNW,213,231,4,1,235
US1ARIN0010,US1ARIN0010-235,US1ARIN0010-1,AR NEWARK 1.8 NNE,99,231,4,1,235
US1ARIN0011,US1ARIN0011-235,US1ARIN0011-1,AR BATESVILLE 3.8 SW,103,231,4,1,235
US1ARIN0014,US1ARIN0014-235,US1ARIN0014-1,AR CORD 3.7 NE,97,231,4,1,235
US1ARIN0018,US1ARIN0018-235,US1ARIN0018-1,AR SULPHUR ROCK 7.1 ENE,104,231,4,1,235
US1ARIN0019,US1ARIN0019-235,US1ARIN0019-1,AR BATESVILLE 8.2 NE,104,231,4,1,235
US1ARIZ0001,US1ARIZ0001-235,US1ARIZ0001-1,AR HORSESHOE BEND 2.1 SSW,199,231,4,1,235
US1ARIZ0002,US1ARIZ0002-235,US1ARIZ0002-1,AR CALICO ROCK 1.6 E,160,231,4,1,235
US1ARIZ0003,US1ARIZ0003-235,US1ARIZ0003-1,AR CALICO ROCK 0.8 NNE,196,231,4,1,235
US1ARIZ0007,US1ARIZ0007-235,US1ARIZ0007-1,AR MELBOURNE 10.0 SW,121,231,4,1,235
US1ARIZ0008,US1ARIZ0008-235,US1ARIZ0008-1,AR GUION 0.2 SSW,96,231,4,1,235
US1ARJF0001,US1ARJF0001-235,US1ARJF0001-1,AR WHITE HALL 4.1 NNW,86,231,4,1,235
US1ARJF0002,US1ARJF0002-235,US1ARJF0002-1,AR WHITE HALL 0.8 SE,90,231,4,1,235
US1ARJF0004,US1ARJF0004-235,US1ARJF0004-1,AR PINE BLUFF 2.0 SW,69,231,4,1,235
US1ARJF0005,US1ARJF0005-235,US1ARJF0005-1,AR PINE BLUFF 3.9 NNE,65,231,4,1,235
US1ARJF0010,US1ARJF0010-235,US1ARJF0010-1,AR PINE BLUFF 7.9 E,62,231,4,1,235
US1ARJF0012,US1ARJF0012-235,US1ARJF0012-1,AR PINE BLUFF 5.1 SSW,74,231,4,1,235
US1ARJH0001,US1ARJH0001-235,US1ARJH0001-1,AR KNOXVILLE 2.0 NE,114,231,4,1,235
US1ARJH0002,US1ARJH0002-235,US1ARJH0002-1,AR LAMAR 5.7 NNE,158,231,4,1,235
US1ARJH0003,US1ARJH0003-235,US1ARJH0003-1,AR CLARKSVILLE 1.7 N,127,231,4,1,235
US1ARJH0004,US1ARJH0004-235,US1ARJH0004-1,AR CLARKSVILLE 0.9 WNW,128,231,4,1,235
US1ARJH0005,US1ARJH0005-235,US1ARJH0005-1,AR CLARKSVILLE 3.0 N,138,231,4,1,235
US1ARJH0008,US1ARJH0008-235,US1ARJH0008-1,AR HAGARVILLE 12.3 N,494,231,4,1,235
US1ARLE0001,US1ARLE0001-235,US1ARLE0001-1,AR MARIANNA 3.1 WNW,64,231,4,1,235
US1ARLF0001,US1ARLF0001-235,US1ARLF0001-1,AR BUCKNER 0.8 NNW,106,231,4,1,235
US1ARLF0003,US1ARLF0003-235,US1ARLF0003-1,AR BRADLEY 7.8 W,63,231,4,1,235
US1ARLF0004,US1ARLF0004-235,US1ARLF0004-1,AR LEWISVILLE 4.2 N,95,231,4,1,235
US1ARLF0007,US1ARLF0007-235,US1ARLF0007-1,AR LEWISVILLE 7.8 NNW,91,231,4,1,235
US1ARLG0001,US1ARLG0001-235,US1ARLG0001-1,AR MAGAZINE 3.0 NNW,186,231,4,1,235
US1ARLG0002,US1ARLG0002-235,US1ARLG0002-1,AR NEW BLAINE 1.7 NNW,140,231,4,1,235
US1ARLG0004,US1ARLG0004-235,US1ARLG0004-1,AR SCRANTON 1.8 SSE,125,231,4,1,235
US1ARLG0008,US1ARLG0008-235,US1ARLG0008-1,AR PARIS 0.2 NW,123,231,4,1,235
US1ARLG0009,US1ARLG0009-235,US1ARLG0009-1,AR SCRANTON 5.4 ENE,119,231,4,1,235
US1ARLG0013,US1ARLG0013-235,US1ARLG0013-1,AR PARIS 0.2 W,123,231,4,1,235
US1ARLK0001,US1ARLK0001-235,US1ARLK0001-1,AR AUSTIN 2.5 SSE,91,231,4,1,235
US1ARLK0002,US1ARLK0002-235,US1ARLK0002-1,AR LONOKE 1.2 SSW,75,231,4,1,235
US1ARLK0004,US1ARLK0004-235,US1ARLK0004-1,AR ENGLAND 8.7 NW,75,231,4,1,235
US1ARLK0006,US1ARLK0006-235,US1ARLK0006-1,AR CARLISLE 3.3 W,70,231,4,1,235
US1ARLK0007,US1ARLK0007-235,US1ARLK0007-1,AR CABOT 1.3 SW,80,231,4,1,235
US1ARLK0008,US1ARLK0008-235,US1ARLK0008-1,AR LONOKE 7.8 WNW,78,231,4,1,235
US1ARLK0009,US1ARLK0009-235,US1ARLK0009-1,AR AUSTIN 1.1 NNW,77,231,4,1,235
US1ARLK0011,US1ARLK0011-235,US1ARLK0011-1,AR LONOKE 0.6 NNE,73,231,4,1,235
US1ARLK0015,US1ARLK0015-235,US1ARLK0015-1,AR WARD 2.2 S,86,231,4,1,235
US1ARLK0017,US1ARLK0017-235,US1ARLK0017-1,AR ENGLAND 9.1 NW,75,231,4,1,235
US1ARLN0004,US1ARLN0004-235,US1ARLN0004-1,AR STAR CITY 4.3 SW,90,231,4,1,235
US1ARLR0001,US1ARLR0001-235,US1ARLR0001-1,AR ASHDOWN 6.5 NNW,97,231,4,1,235
US1ARLR0006,US1ARLR0006-235,US1ARLR0006-1,AR ASHDOWN 2.8 SW,100,231,4,1,235
US1ARLW0001,US1ARLW0001-235,US1ARLW0001-1,AR STRAWBERRY 0.5 NNW,100,231,4,1,235
US1ARLW0002,US1ARLW0002-235,US1ARLW0002-1,AR SMITHVILLE 4.4 SSE,124,231,4,1,235
US1ARLW0004,US1ARLW0004-235,US1ARLW0004-1,AR WALNUT RIDGE 0.5 NW,80,231,4,1,235
US1ARLW0005,US1ARLW0005-235,US1ARLW0005-1,AR SMITHVILLE 6.4 E,121,231,4,1,235
US1ARLW0008,US1ARLW0008-235,US1ARLW0008-1,AR BLACK ROCK 3.1 WNW,116,231,4,1,235
US1ARLW0011,US1ARLW0011-235,US1ARLW0011-1,AR SMITHVILLE 0.8 ESE,118,231,4,1,235
US1ARMD0002,US1ARMD0002-235,US1ARMD0002-1,AR ELKINS 10.6 SSE,421,231,4,1,235
US1ARML0001,US1ARML0001-235,US1ARML0001-1,AR TEXARKANA 7.6 SE,113,231,4,1,235
US1ARML0003,US1ARML0003-235,US1ARML0003-1,AR TEXARKANA 5.3 SSW,81,231,4,1,235
US1ARML0004,US1ARML0004-235,US1ARML0004-1,AR FOUKE 4.0 ENE,89,231,4,1,235
US1ARML0006,US1ARML0006-235,US1ARML0006-1,AR TEXARKANA 10.8 E,76,231,4,1,235
US1ARML0009,US1ARML0009-235,US1ARML0009-1,AR TEXARKANA 2.1 N,104,231,4,1,235
US1ARML0011,US1ARML0011-235,US1ARML0011-1,AR FOUKE 5.3 ENE,66,231,4,1,235
US1ARML0012,US1ARML0012-235,US1ARML0012-1,AR TEXARKANA 2.5 N,100,231,4,1,235
US1ARML0014,US1ARML0014-235,US1ARML0014-1,AR TEXARKANA 3.7 SSW,100,231,4,1,235
US1ARML0016,US1ARML0016-235,US1ARML0016-1,AR FOUKE 6.1 NNW,112,231,4,1,235
US1ARML0017,US1ARML0017-235,US1ARML0017-1,AR FOUKE 3.7 ESE,92,231,4,1,235
US1ARML0018,US1ARML0018-235,US1ARML0018-1,AR TEXARKANA 7.4 SE,104,231,4,1,235
US1ARMN0001,US1ARMN0001-235,US1ARMN0001-1,AR CLARENDON 0.3 WSW,54,231,4,1,235
US1ARMN0002,US1ARMN0002-235,US1ARMN0002-1,AR CLARENDON 0.2 SSW,54,231,4,1,235
US1ARMN0003,US1ARMN0003-235,US1ARMN0003-1,AR HOLLY GROVE 7.8 ESE,55,231,4,1,235
US1ARMN0004,US1ARMN0004-235,US1ARMN0004-1,AR BRINKLEY 0.6 WNW,62,231,4,1,235
US1ARMR0001,US1ARMR0001-235,US1ARMR0001-1,AR FLIPPIN 0.5 WNW,106,231,4,1,235
US1ARMR0003,US1ARMR0003-235,US1ARMR0003-1,AR YELLVILLE 1.6 WNW,196,231,4,1,235
US1ARMR0008,US1ARMR0008-235,US1ARMR0008-1,AR PYATT 0.2 N,241,231,4,1,235
US1ARMR0010,US1ARMR0010-235,US1ARMR0010-1,AR BULL SHOALS 2.9 W,247,231,4,1,235
US1ARMR0011,US1ARMR0011-235,US1ARMR0011-1,AR FLIPPIN 3.8 ESE,212,231,4,1,235
US1ARMR0012,US1ARMR0012-235,US1ARMR0012-1,AR YELLVILLE 5.0 NW,244,231,4,1,235
US1ARMR0013,US1ARMR0013-235,US1ARMR0013-1,AR YELLVILLE 7.3 NW,386,231,4,1,235
US1ARMR0014,US1ARMR0014-235,US1ARMR0014-1,AR YELLVILLE 4.0 S,266,231,4,1,235
US1ARMR0015,US1ARMR0015-235,US1ARMR0015-1,AR BRUNO 3.1 SSE,352,231,4,1,235
US1ARMR0016,US1ARMR0016-235,US1ARMR0016-1,AR YELLVILLE 9.1 NW,370,231,4,1,235
US1ARMS0001,US1ARMS0001-235,US1ARMS0001-1,AR BLYTHEVILLE 1.9 ENE,79,231,4,1,235
US1ARMS0002,US1ARMS0002-235,US1ARMS0002-1,AR BLYTHEVILLE 1.8 E,79,231,4,1,235
US1ARMS0003,US1ARMS0003-235,US1ARMS0003-1,AR MANILA 3.6 SSW,71,231,4,1,235
US1ARMS0005,US1ARMS0005-235,US1ARMS0005-1,AR BLYTHEVILLE 4.7 SW,74,231,4,1,235
US1ARMS0007,US1ARMS0007-235,US1ARMS0007-1,AR BLYTHEVILLE 0.9 NE,79,231,4,1,235
US1ARMT0002,US1ARMT0002-235,US1ARMT0002-1,AR NORMAN 0.3 WNW,235,231,4,1,235
US1ARMT0003,US1ARMT0003-235,US1ARMT0003-1,AR MOUNT IDA 2.8 WSW,223,231,4,1,235
US1ARMT0004,US1ARMT0004-235,US1ARMT0004-1,AR NORMAN 13.4 W,307,231,4,1,235
US1ARMT0005,US1ARMT0005-235,US1ARMT0005-1,AR MOUNT IDA 1.1 NNE,198,231,4,1,235
US1ARMT0008,US1ARMT0008-235,US1ARMT0008-1,AR MOUNT IDA 12.9 E,293,231,4,1,235
US1ARMT0010,US1ARMT0010-235,US1ARMT0010-1,AR MOUNT IDA 12.2 E,270,231,4,1,235
US1ARMT0011,US1ARMT0011-235,US1ARMT0011-1,AR MOUNT IDA 4.3 ESE,206,231,4,1,235
US1ARNV0002,US1ARNV0002-235,US1ARNV0002-1,AR PRESCOTT 4.4 S,84,231,4,1,235
US1ARNW0002,US1ARNW0002-235,US1ARNW0002-1,AR JASPER 2.1 NW,497,231,4,1,235
US1ARNW0004,US1ARNW0004-235,US1ARNW0004-1,AR WESTERN GROVE 0.1 SSE,329,231,4,1,235
US1ARNW0006,US1ARNW0006-235,US1ARNW0006-1,AR JASPER 2.7 WNW,620,231,4,1,235
US1ARNW0008,US1ARNW0008-235,US1ARNW0008-1,AR JASPER 13.4 SW,679,231,4,1,235
US1ARNW0012,US1ARNW0012-235,US1ARNW0012-1,AR PINDALL 11.3 SW,311,231,4,1,235
US1ARNW0013,US1ARNW0013-235,US1ARNW0013-1,AR JASPER 3.8 SE,653,231,4,1,235
US1ARNW0014,US1ARNW0014-235,US1ARNW0014-1,AR LURTON 1.3 NW,571,231,4,1,235
US1AROC0002,US1AROC0002-235,US1AROC0002-1,AR CAMDEN 1.8 NNW,52,231,4,1,235
US1AROC0004,US1AROC0004-235,US1AROC0004-1,AR CAMDEN 6.3 N,35,231,4,1,235
US1AROC0007,US1AROC0007-235,US1AROC0007-1,AR CAMDEN 4.0 WNW,86,231,4,1,235
US1AROC0008,US1AROC0008-235,US1AROC0008-1,AR CAMDEN 5.4 SSE,59,231,4,1,235
US1AROC0011,US1AROC0011-235,US1AROC0011-1,AR CAMDEN 8.9 NNE,41,231,4,1,235
US1ARPH0001,US1ARPH0001-235,US1ARPH0001-1,AR HELENA 3.0 SSW,56,231,4,1,235
US1ARPH0006,US1ARPH0006-235,US1ARPH0006-1,AR MARVELL 4.1 W,58,231,4,1,235
US1ARPK0001,US1ARPK0001-235,US1ARPK0001-1,AR DELIGHT 0.3 NNW,108,231,4,1,235
US1ARPK0002,US1ARPK0002-235,US1ARPK0002-1,AR MURFREESBORO 1.3 N,142,231,4,1,235
US1ARPK0003,US1ARPK0003-235,US1ARPK0003-1,AR DELIGHT 2.2 WNW,147,231,4,1,235
US1ARPK0004,US1ARPK0004-235,US1ARPK0004-1,AR MURFREESBORO 2.4 WNW,138,231,4,1,235
US1ARPK0006,US1ARPK0006-235,US1ARPK0006-1,AR MURFREESBORO 2.5 NE,184,231,4,1,235
US1ARPK0007,US1ARPK0007-235,US1ARPK0007-1,AR MURFREESBORO 0.2 ENE,113,231,4,1,235
US1ARPK0009,US1ARPK0009-235,US1ARPK0009-1,AR MURFREESBORO 4.5 E,163,231,4,1,235
US1ARPL0002,US1ARPL0002-235,US1ARPL0002-1,AR MENA 0.3 NNW,354,231,4,1,235
US1ARPL0006,US1ARPL0006-235,US1ARPL0006-1,AR MENA 1.2 NNE,357,231,4,1,235
US1ARPL0007,US1ARPL0007-235,US1ARPL0007-1,AR MENA 12.9 NW,465,231,4,1,235
US1ARPN0001,US1ARPN0001-235,US1ARPN0001-1,AR TRUMANN 1.2 WNW,66,231,4,1,235
US1ARPN0004,US1ARPN0004-235,US1ARPN0004-1,AR HARRISBURG 0.5 NNE,86,231,4,1,235
US1ARPP0001,US1ARPP0001-235,US1ARPP0001-1,AR RUSSELLVILLE 0.7 W,116,231,4,1,235
US1ARPP0003,US1ARPP0003-235,US1ARPP0003-1,AR RUSSELLVILLE 7.3 ENE,277,231,4,1,235
US1ARPP0005,US1ARPP0005-235,US1ARPP0005-1,AR RUSSELLVILLE 2.8 N,115,231,4,1,235
US1ARPP0008,US1ARPP0008-235,US1ARPP0008-1,AR RUSSELLVILLE 1.0 WNW,115,231,4,1,235
US1ARPP0011,US1ARPP0011-235,US1ARPP0011-1,AR POTTSVILLE 3.5 ENE,248,231,4,1,235
US1ARPP0012,US1ARPP0012-235,US1ARPP0012-1,AR DOVER 3.0 SW,168,231,4,1,235
US1ARPP0013,US1ARPP0013-235,US1ARPP0013-1,AR DOVER 6.9 E,327,231,4,1,235
US1ARPP0017,US1ARPP0017-235,US1ARPP0017-1,AR DOVER 4.0 W,183,231,4,1,235
US1ARPP0018,US1ARPP0018-235,US1ARPP0018-1,AR ATKINS 1.0 NE,109,231,4,1,235
US1ARPP0020,US1ARPP0020-235,US1ARPP0020-1,AR DOVER 6.7 E,325,231,4,1,235
US1ARPP0021,US1ARPP0021-235,US1ARPP0021-1,AR ATKINS 6.5 NNE,220,231,4,1,235
US1ARPP0026,US1ARPP0026-235,US1ARPP0026-1,AR HECTOR 2.2 WSW,192,231,4,1,235
US1ARPS0001,US1ARPS0001-235,US1ARPS0001-1,AR LITTLE ROCK 0.7 NE,116,231,4,1,235
US1ARPS0003,US1ARPS0003-235,US1ARPS0003-1,AR NORTH LITTLE ROCK 8.9 ESE,80,231,4,1,235
US1ARPS0004,US1ARPS0004-235,US1ARPS0004-1,AR LITTLE ROCK 2.0 SE,91,231,4,1,235
US1ARPS0005,US1ARPS0005-235,US1ARPS0005-1,AR LITTLE ROCK 2.2 N,115,231,4,1,235
US1ARPS0007,US1ARPS0007-235,US1ARPS0007-1,AR SHERWOOD 1.8 NNW,135,231,4,1,235
US1ARPS0008,US1ARPS0008-235,US1ARPS0008-1,AR LITTLE ROCK 4.4 NW,180,231,4,1,235
US1ARPS0010,US1ARPS0010-235,US1ARPS0010-1,AR LITTLE ROCK 5.4 ENE,83,231,4,1,235
US1ARPS0011,US1ARPS0011-235,US1ARPS0011-1,AR NORTH LITTLE ROCK 1.6 NNE,128,231,4,1,235
US1ARPS0012,US1ARPS0012-235,US1ARPS0012-1,AR LANDMARK 2.1 SW,90,231,4,1,235
US1ARPS0016,US1ARPS0016-235,US1ARPS0016-1,AR NORTH LITTLE ROCK 1.2 E,107,231,4,1,235
US1ARPS0017,US1ARPS0017-235,US1ARPS0017-1,AR LITTLE ROCK 3.5 NNE,181,231,4,1,235
US1ARPS0019,US1ARPS0019-235,US1ARPS0019-1,AR LITTLE ROCK 6.7 NNW,223,231,4,1,235
US1ARPS0020,US1ARPS0020-235,US1ARPS0020-1,AR NORTH LITTLE ROCK 0.6 WSW,122,231,4,1,235
US1ARPS0022,US1ARPS0022-235,US1ARPS0022-1,AR ROLAND 1.9 SSE,105,231,4,1,235
US1ARPS0024,US1ARPS0024-235,US1ARPS0024-1,AR LITTLE ROCK 4.2 NW,142,231,4,1,235
US1ARPS0025,US1ARPS0025-235,US1ARPS0025-1,AR LITTLE ROCK 8.8 W,188,231,4,1,235
US1ARPS0026,US1ARPS0026-235,US1ARPS0026-1,AR SHERWOOD 4.6 NNW,106,231,4,1,235
US1ARPS0027,US1ARPS0027-235,US1ARPS0027-1,AR NORTH LITTLE ROCK 2.4 SW,81,231,4,1,235
US1ARPS0031,US1ARPS0031-235,US1ARPS0031-1,AR ENGLAND 7.3 W,73,231,4,1,235
US1ARPS0032,US1ARPS0032-235,US1ARPS0032-1,AR JACKSONVILLE 1.4 NW,103,231,4,1,235
US1ARPS0036,US1ARPS0036-235,US1ARPS0036-1,AR SHERWOOD 2.2 SW,107,231,4,1,235
US1ARPS0039,US1ARPS0039-235,US1ARPS0039-1,AR LITTLE ROCK 5.8 SW,102,231,4,1,235
US1ARPS0040,US1ARPS0040-235,US1ARPS0040-1,AR NORTH LITTLE ROCK 1.4 N,138,231,4,1,235
US1ARPS0041,US1ARPS0041-235,US1ARPS0041-1,AR NORTH LITTLE ROCK 2.7 NNW,159,231,4,1,235
US1ARPS0045,US1ARPS0045-235,US1ARPS0045-1,AR ROLAND 2.4 SSE,92,231,4,1,235
US1ARPS0049,US1ARPS0049-235,US1ARPS0049-1,AR LITTLE ROCK 7.2 SSE,123,231,4,1,235
US1ARPS0051,US1ARPS0051-235,US1ARPS0051-1,AR NORTH LITTLE ROCK 3.1 NNE,151,231,4,1,235
US1ARPS0052,US1ARPS0052-235,US1ARPS0052-1,AR NORTH LITTLE ROCK 2.6 NNE,113,231,4,1,235
US1ARPS0053,US1ARPS0053-235,US1ARPS0053-1,AR LITTLE ROCK 6.4 SW,99,231,4,1,235
US1ARPS0054,US1ARPS0054-235,US1ARPS0054-1,AR MAUMELLE 0.8 SE,94,231,4,1,235
US1ARPS0056,US1ARPS0056-235,US1ARPS0056-1,AR LITTLE ROCK 4.0 NNE,187,231,4,1,235
US1ARPS0058,US1ARPS0058-235,US1ARPS0058-1,AR NORTH LITTLE ROCK 2.5 N,155,231,4,1,235
US1ARPS0061,US1ARPS0061-235,US1ARPS0061-1,AR SHERWOOD 1.9 NW,150,231,4,1,235
US1ARPS0063,US1ARPS0063-235,US1ARPS0063-1,AR MAUMELLE 1.7 NNW,118,231,4,1,235
US1ARPS0064,US1ARPS0064-235,US1ARPS0064-1,AR LITTLE ROCK 10.1 NW,91,231,4,1,235
US1ARPS0066,US1ARPS0066-235,US1ARPS0066-1,AR NORTH LITTLE ROCK 1.8 NE,132,231,4,1,235
US1ARPS0068,US1ARPS0068-235,US1ARPS0068-1,AR LITTLE ROCK 3.7 NW,146,231,4,1,235
US1ARPS0070,US1ARPS0070-235,US1ARPS0070-1,AR SHERWOOD 1.0 NNW,109,231,4,1,235
US1ARPS0071,US1ARPS0071-235,US1ARPS0071-1,AR SHERWOOD 0.8 NNW,103,231,4,1,235
US1ARPS0073,US1ARPS0073-235,US1ARPS0073-1,AR NORTH LITTLE ROCK 2.0 ENE,87,231,4,1,235
US1ARPS0075,US1ARPS0075-235,US1ARPS0075-1,AR NORTH LITTLE ROCK 7.2 NW,113,231,4,1,235
US1ARPS0080,US1ARPS0080-235,US1ARPS0080-1,AR NORTH LITTLE ROCK 0.1 NW,106,231,4,1,235
US1ARPS0088,US1ARPS0088-235,US1ARPS0088-1,AR LITTLE ROCK 5.5 WNW,163,231,4,1,235
US1ARPY0002,US1ARPY0002-235,US1ARPY0002-1,AR HOUSTON 5.0 S,94,231,4,1,235
US1ARPY0003,US1ARPY0003-235,US1ARPY0003-1,AR HOUSTON 6.2 SW,93,231,4,1,235
US1ARPY0004,US1ARPY0004-235,US1ARPY0004-1,AR PERRYVILLE 2.3 SSW,115,231,4,1,235
US1ARPY0005,US1ARPY0005-235,US1ARPY0005-1,AR BIGELOW 0.4 NE,92,231,4,1,235
US1ARPY0007,US1ARPY0007-235,US1ARPY0007-1,AR BIGELOW 6.2 SSW,211,231,4,1,235
US1ARPY0008,US1ARPY0008-235,US1ARPY0008-1,AR PERRYVILLE 2.3 SSE,86,231,4,1,235
US1ARRN0002,US1ARRN0002-235,US1ARRN0002-1,AR POCAHONTAS 1.9 SE,82,231,4,1,235
US1ARRN0003,US1ARRN0003-235,US1ARRN0003-1,AR IMBODEN 6.8 NE,101,231,4,1,235
US1ARRN0004,US1ARRN0004-235,US1ARRN0004-1,AR POCAHONTAS 8.6 SSW,92,231,4,1,235
US1ARRN0005,US1ARRN0005-235,US1ARRN0005-1,AR POCAHONTAS 8.2 SW,90,231,4,1,235
US1ARRN0006,US1ARRN0006-235,US1ARRN0006-1,AR RAVENDEN SPRINGS 10.4 ENE,145,231,4,1,235
US1ARRN0008,US1ARRN0008-235,US1ARRN0008-1,AR POCAHONTAS 2.2 NW,138,231,4,1,235
US1ARRN0009,US1ARRN0009-235,US1ARRN0009-1,AR POCAHONTAS 1.9 WSW,108,231,4,1,235
US1ARRN0010,US1ARRN0010-235,US1ARRN0010-1,AR WARM SPRINGS 5.5 ESE,114,231,4,1,235
US1ARRN0011,US1ARRN0011-235,US1ARRN0011-1,AR POCAHONTAS 5.2 NNE,96,231,4,1,235
US1ARRN0012,US1ARRN0012-235,US1ARRN0012-1,AR MAYNARD 5.0 NNE,123,231,4,1,235
US1ARRN0014,US1ARRN0014-235,US1ARRN0014-1,AR POCAHONTAS 14.7 NW,126,231,4,1,235
US1ARRN0017,US1ARRN0017-235,US1ARRN0017-1,AR REYNO 0.3 ENE,85,231,4,1,235
US1ARSB0001,US1ARSB0001-235,US1ARSB0001-1,AR GREENWOOD 4.3NW,168,231,4,1,235
US1ARSB0003,US1ARSB0003-235,US1ARSB0003-1,AR FORT SMITH 7.9 SE,133,231,4,1,235
US1ARSB0004,US1ARSB0004-235,US1ARSB0004-1,AR GREENWOOD 1.4 W,154,231,4,1,235
US1ARSB0005,US1ARSB0005-235,US1ARSB0005-1,AR GREENWOOD 3.7 SW,187,231,4,1,235
US1ARSB0008,US1ARSB0008-235,US1ARSB0008-1,AR GREENWOOD 1.9 WNW,203,231,4,1,235
US1ARSB0011,US1ARSB0011-235,US1ARSB0011-1,AR RYE HILL 1.1 E,177,231,4,1,235
US1ARSB0012,US1ARSB0012-235,US1ARSB0012-1,AR GREENWOOD 0.9 S,193,231,4,1,235
US1ARSH0003,US1ARSH0003-235,US1ARSH0003-1,AR EVENING SHADE 2.7 SSE,164,231,4,1,235
US1ARSH0005,US1ARSH0005-235,US1ARSH0005-1,AR ASH FLAT 0.1 NNE,206,231,4,1,235
US1ARSH0006,US1ARSH0006-235,US1ARSH0006-1,AR HARDY 11.0 S,137,231,4,1,235
US1ARSH0008,US1ARSH0008-235,US1ARSH0008-1,AR CAVE CITY 0.8 SE,188,231,4,1,235
US1ARSH0009,US1ARSH0009-235,US1ARSH0009-1,AR ASH FLAT 6.0 SW,154,231,4,1,235
US1ARSH0010,US1ARSH0010-235,US1ARSH0010-1,AR SMITHVILLE 6.2 WSW,102,231,4,1,235
US1ARSH0011,US1ARSH0011-235,US1ARSH0011-1,AR HARDY 8.0 SSW,175,231,4,1,235
US1ARSH0014,US1ARSH0014-235,US1ARSH0014-1,AR EVENING SHADE 1.2 S,172,231,4,1,235
US1ARSH0017,US1ARSH0017-235,US1ARSH0017-1,AR HARDY 10.7 S,132,231,4,1,235
US1ARSH0019,US1ARSH0019-235,US1ARSH0019-1,AR ASH FLAT 1.3 NE,173,231,4,1,235
US1ARSL0001,US1ARSL0001-235,US1ARSL0001-1,AR SALEM 7.7 N,160,231,4,1,235
US1ARSL0004,US1ARSL0004-235,US1ARSL0004-1,AR HOT SPRINGS VILLAGE 1.8 E,228,231,4,1,235
US1ARSL0005,US1ARSL0005-235,US1ARSL0005-1,AR ALEXANDER 2.6 NNW,124,231,4,1,235
US1ARSL0006,US1ARSL0006-235,US1ARSL0006-1,AR BENTON 11.4 NW,130,231,4,1,235
US1ARSL0008,US1ARSL0008-235,US1ARSL0008-1,AR ALEXANDER 2.9 WNW,117,231,4,1,235
US1ARSL0009,US1ARSL0009-235,US1ARSL0009-1,AR LITTLE ROCK 15.1 W,172,231,4,1,235
US1ARSL0010,US1ARSL0010-235,US1ARSL0010-1,AR BRYANT 2.6 ENE,102,231,4,1,235
US1ARSL0012,US1ARSL0012-235,US1ARSL0012-1,AR BRYANT 1.3 NW,135,231,4,1,235
US1ARSL0015,US1ARSL0015-235,US1ARSL0015-1,AR ALEXANDER 7.8 WNW,156,231,4,1,235
US1ARSL0016,US1ARSL0016-235,US1ARSL0016-1,AR BENTON 4.7 NNE,135,231,4,1,235
US1ARSL0021,US1ARSL0021-235,US1ARSL0021-1,AR BENTON 6.2 SW,93,231,4,1,235
US1ARSL0023,US1ARSL0023-235,US1ARSL0023-1,AR BENTON 10.9 WSW,130,231,4,1,235
US1ARSL0027,US1ARSL0027-235,US1ARSL0027-1,AR BAUXITE 6.5 E,119,231,4,1,235
US1ARSL0028,US1ARSL0028-235,US1ARSL0028-1,AR BENTON 1.8 SW,94,231,4,1,235
US1ARSL0029,US1ARSL0029-235,US1ARSL0029-1,AR ALEXANDER 6.5 WNW,137,231,4,1,235
US1ARSL0033,US1ARSL0033-235,US1ARSL0033-1,AR BAUXITE 8.2 ESE,92,231,4,1,235
