station_id,primary_station_id_3,primary_station_id_2,station_name,height_of_station_above_sea_level,sub_region,region,record_id,source_id
USC00465224,USC00465224-161,USC00465224-1,WV LEWISBURG 3 N    HCN,701,231,4,1,161
USC00465284,USC00465284-161,USC00465284-1,WV LINDSIDE,605,231,4,1,161
USC00465314,USC00465314-161,USC00465314-1,WV LITTLE SKIN CREEK,326,231,4,1,161
USC00465323,USC00465323-161,USC00465323-1,WV LIVERPOOL,203,231,4,1,161
USC00465341,USC00465341-161,USC00465341-1,WV LOCKNEY,220,231,4,1,161
USC00465353,USC00465353-161,USC00465353-1,WV LOGAN,205,231,4,1,161
USC00465365,USC00465365-161,USC00465365-1,WV LONDON LOCKS,193,231,4,1,161
USC00465400,USC00465400-161,USC00465400-1,WV LOOKOUT 2,702,231,4,1,161
USC00465440,USC00465440-162,USC00465440-1,WV LOST CITY,366,231,4,1,162
USC00465445,USC00465445-162,USC00465445-1,WV LOST CREEK NEAR,305,231,4,1,162
USC00465453,USC00465453-161,USC00465453-1,WV LOST RVR,515,231,4,1,161
USC00465455,USC00465455-162,USC00465455-1,WV LOST RIVER STATE PARK,610,231,4,1,162
USC00465547,USC00465547-161,USC00465547-1,WV MACFARLAN,204,231,4,1,161
USC00465563,USC00465563-161,USC00465563-1,WV MADISON 3NNW,210,231,4,1,161
USC00465600,USC00465600-161,USC00465600-1,WV MAN,219,231,4,1,161
USC00465621,USC00465621-161,USC00465621-1,WV MANNINGTON 1 N,299,231,4,1,161
USC00465626,USC00465626-161,USC00465626-1,WV MANNINGTON 8 WNW   HCN,335,231,4,1,161
USC00465672,USC00465672-161,USC00465672-1,WV MARLINTON,655,231,4,1,161
USC00465705,USC00465705-162,USC00465705-1,WV MARTINSBURG (1),133,231,4,1,162
USC00465706,USC00465706-161,USC00465706-1,WV MARTINSBURG 2,140,231,4,1,161
USC00465739,USC00465739-161,USC00465739-1,WV MATHIAS,469,231,4,1,161
USC00465747,USC00465747-161,USC00465747-1,WV MATOAKA,763,231,4,1,161
USC00465847,USC00465847-161,USC00465847-1,WV MC MECHEN DAM 13,201,231,4,1,161
USC00465855,USC00465855-161,USC00465855-1,WV MC NEILL 2 NE,244,231,4,1,161
USC00465871,USC00465871-161,USC00465871-1,WV MCROSS,746,231,4,1,161
USC00465875,USC00465875-161,USC00465875-1,WV RUPERT 4 N,1012,231,4,1,161
USC00465886,USC00465886-161,USC00465886-1,WV MEADOW BLUFF 2 S,747,231,4,1,161
USC00465963,USC00465963-161,USC00465963-1,WV MIDDLEBOURNE 3 ESE,237,231,4,1,161
USC00465970,USC00465970-162,USC00465970-1,WV MIDDLEBROOK,-999,231,4,1,162
USC00465984,USC00465984-161,USC00465984-1,WV MIDVALE,552,231,4,1,161
USC00466140,USC00466140-162,USC00466140-1,WV MONARCH,-999,231,4,1,162
USC00466163,USC00466163-161,USC00466163-1,WV MOOREFIELD 1 SSE,271,231,4,1,161
USC00466168,USC00466168-161,USC00466168-1,WV MOOREFIELD MC NEILL,262,231,4,1,161
USC00466178,USC00466178-162,USC00466178-1,WV MOORESVILLE,-999,231,4,1,162
USC00466207,USC00466207-161,USC00466207-1,WV MORGANTOWN 1,320,231,4,1,161
USC00466212,USC00466212-161,USC00466212-1,WV MORGANTOWN L&D,252,231,4,1,161
USC00466248,USC00466248-161,USC00466248-1,WV MOUNDSVILLE,189,231,4,1,161
USC00466250,USC00466250-162,USC00466250-1,WV MOUNDSVILLE (1),-999,231,4,1,162
USC00466276,USC00466276-161,USC00466276-1,WV MT CLARE,317,231,4,1,161
USC00466284,USC00466284-161,USC00466284-1,WV MT NEBO 1 S,595,231,4,1,161
USC00466293,USC00466293-161,USC00466293-1,WV MT STORM,869,231,4,1,161
USC00466325,USC00466325-161,USC00466325-1,WV MULLENS 3 E,477,231,4,1,161
USC00466343,USC00466343-162,USC00466343-1,WV MYRA,213,231,4,1,162
USC00466362,USC00466362-161,USC00466362-1,WV NAOMA,369,231,4,1,161
USC00466442,USC00466442-161,USC00466442-1,WV NEW CUMBERLAND L/D,206,231,4,1,161
USC00466467,USC00466467-161,USC00466467-1,WV NEW MARTINSVILLE 4 NNE,214,231,4,1,161
USC00466480,USC00466480-162,USC00466480-1,WV NEWTON,-999,231,4,1,162
USC00466565,USC00466565-162,USC00466565-1,WV NUTTALLBURG,686,231,4,1,162
USC00466591,USC00466591-161,USC00466591-1,WV OAK HILL,622,231,4,1,161
USC00466600,USC00466600-161,USC00466600-1,WV OCEANA 2 SE,402,231,4,1,161
USC00466602,USC00466602-162,USC00466602-1,WV OCEANA 1,366,231,4,1,162
USC00466674,USC00466674-161,USC00466674-1,WV OMPS,290,231,4,1,161
USC00466725,USC00466725-162,USC00466725-1,WV ORGAN CAVE,678,231,4,1,162
USC00466743,USC00466743-162,USC00466743-1,WV OSCEOLA (1),1097,231,4,1,162
USC00466867,USC00466867-161,USC00466867-1,WV PARSONS 3 SE     HCN,541,231,4,1,161
USC00466868,USC00466868-161,USC00466868-1,WV PARSONS 2,580,231,4,1,161
USC00466871,USC00466871-162,USC00466871-1,WV PARSONS 2 N,488,231,4,1,162
USC00466900,USC00466900-161,USC00466900-1,WV PAYNESVILLE 1 N,616,231,4,1,161
USC00466912,USC00466912-161,USC00466912-1,WV PEA RIDGE PSD,178,231,4,1,161
USC00466920,USC00466920-162,USC00466920-1,WV PENNSBORO,-999,231,4,1,162
USC00466940,USC00466940-162,USC00466940-1,WV PERRY,447,231,4,1,162
USC00466952,USC00466952-161,USC00466952-1,WV PETERSBURG,293,231,4,1,161
USC00466956,USC00466956-161,USC00466956-1,WV PETERSBURG 3 SW,366,231,4,1,161
USC00466960,USC00466960-161,USC00466960-1,WV PETERSBURG 9 SSW,343,231,4,1,161
USC00466982,USC00466982-161,USC00466982-1,WV PHILIPPI,396,231,4,1,161
USC00466989,USC00466989-161,USC00466989-1,WV PICKENS 2 N    HCN,878,231,4,1,161
USC00466991,USC00466991-161,USC00466991-1,WV PICKENS 1,844,231,4,1,161
USC00466996,USC00466996-161,USC00466996-1,WV PICKENS 2,824,231,4,1,161
USC00466998,USC00466998-161,USC00466998-1,WV PICKENS 2,1021,231,4,1,161
USC00467001,USC00467001-161,USC00467001-1,WV PICKENS 4 SSE,1067,231,4,1,161
USC00467004,USC00467004-161,USC00467004-1,WV PIEDMONT,320,231,4,1,161
USC00467018,USC00467018-161,USC00467018-1,WV PIKE ISLAND(LOCK & DAM),195,231,4,1,161
USC00467029,USC00467029-161,USC00467029-1,WV PINEVILLE  HCN,402,231,4,1,161
USC00467055,USC00467055-162,USC00467055-1,WV PLEASANT HILL PRESTON,-999,231,4,1,162
USC00467105,USC00467105-161,USC00467105-1,WV POINT PLEASANT,174,231,4,1,161
USC00467109,USC00467109-162,USC00467109-1,WV POINT PLEASANT DAM 25,171,231,4,1,162
USC00467110,USC00467110-161,USC00467110-1,WV POINT PLEASANT 6 NNE,192,231,4,1,161
USC00467112,USC00467112-161,USC00467112-1,WV POINT PLEASANT 5 NNE,186,231,4,1,161
USC00467115,USC00467115-161,USC00467115-1,WV POLK CREEK,326,231,4,1,161
USC00467135,USC00467135-162,USC00467135-1,WV POWELLTON,276,231,4,1,162
USC00467207,USC00467207-161,USC00467207-1,WV PRINCETON,726,231,4,1,161
USC00467287,USC00467287-161,USC00467287-1,WV RACINE LOCKS & DAM,177,231,4,1,161
USC00467306,USC00467306-161,USC00467306-1,WV RAINELLE,738,231,4,1,161
USC00467320,USC00467320-162,USC00467320-1,WV RALEIGH,649,231,4,1,162
USC00467342,USC00467342-161,USC00467342-1,WV RANSON 4NW,171,231,4,1,161
USC00467352,USC00467352-161,USC00467352-1,WV RAVENSWOOD LOCK PARK,177,231,4,1,161
USC00467372,USC00467372-161,USC00467372-1,WV RD BAILEY LAKE,389,231,4,1,161
USC00467425,USC00467425-162,USC00467425-1,WV REEDSVILLE,521,231,4,1,162
USC00467427,USC00467427-161,USC00467427-1,WV REEDSVILLE EXP FARM,537,231,4,1,161
USC00467444,USC00467444-161,USC00467444-1,WV RENICK 2 S,580,231,4,1,161
USC00467449,USC00467449-161,USC00467449-1,WV RENICK 2,656,231,4,1,161
USC00467455,USC00467455-161,USC00467455-1,WV RENICK 3,634,231,4,1,161
USC00467502,USC00467502-161,USC00467502-1,WV RICHWOOD,668,231,4,1,161
USC00467503,USC00467503-161,USC00467503-1,WV RICHWOOD,732,231,4,1,161
USC00467504,USC00467504-161,USC00467504-1,WV RICHWOOD 3 NNE,930,231,4,1,161
USC00467505,USC00467505-161,USC00467505-1,WV RICHWOOD 1 SSE,954,231,4,1,161
USC00467513,USC00467513-161,USC00467513-1,WV RICHWOOD 1SSE,942,231,4,1,161
USC00467536,USC00467536-161,USC00467536-1,WV RT FORK OF STONECOAL,332,231,4,1,161
USC00467552,USC00467552-161,USC00467552-1,WV RIPLEY,185,231,4,1,161
USC00467598,USC00467598-161,USC00467598-1,WV ROANOKE,320,231,4,1,161
USC00467614,USC00467614-162,USC00467614-1,WV ROBERTSBURG,174,231,4,1,162
USC00467649,USC00467649-161,USC00467649-1,WV ROCK CAVE 2 NE,533,231,4,1,161
USC00467658,USC00467658-161,USC00467658-1,WV ROCKFORD,317,231,4,1,161
USC00467718,USC00467718-161,USC00467718-1,WV ROHRBOUGH,317,231,4,1,161
USC00467730,USC00467730-161,USC00467730-1,WV ROMNEY 1 SW,220,231,4,1,161
USC00467743,USC00467743-161,USC00467743-1,WV ROSEDALE 3 NNW,229,231,4,1,161
USC00467785,USC00467785-161,USC00467785-1,WV ROWLESBURG 1,434,231,4,1,161
USC00467846,USC00467846-162,USC00467846-1,WV RYAN,207,231,4,1,162
USC00467852,USC00467852-161,USC00467852-1,WV SAINT ALBANS,197,231,4,1,161
USC00467875,USC00467875-161,USC00467875-1,WV ST MARYS,198,231,4,1,161
USC00467883,USC00467883-161,USC00467883-1,WV SALEM,320,231,4,1,161
USC00467884,USC00467884-161,USC00467884-1,WV SALEM JACOBS RUN 1,342,231,4,1,161
USC00467886,USC00467886-161,USC00467886-1,WV SALEM PATTERSON FORK J,326,231,4,1,161
USC00467887,USC00467887-161,USC00467887-1,WV SALEM PATTERSON LEFT F,348,231,4,1,161
USC00467888,USC00467888-161,USC00467888-1,WV SALEM PATTERSON RIGHT,351,231,4,1,161
