primary_id
ACCM00BARA9
AEU038328-1
AFU035037-1
AFU038002-1
AFU038008-1
AFU038044-1
AGU031562-1
AGU031586-1
AGU031677-1
AGU031770-2
AGU031826-1
AGU319462-1
AGU555016-1
AGU82-00006
AGU82-00007
AGU82-00008
AGU82-00009
AJU029464-1
AJU029846-1
AMU029471-1
AMU029576-2
AOU037004-2
AOU037075-1
AOU74-00028
AOU74-00029
AOU88-00112
AOU88-00114
AQCM00NSTP6
AQU071246-1
AQU071247-1
ASNUS001012
ASNUS001021
ASNUS002032
ASNUS003004
ASNUS003006
ASNUS003025
ASNUS003030
ASNUS003040
ASNUS003042
ASNUS003069
ASNUS004019
ASNUS004084
ASNUS005008
ASNUS005053
ASNUS005064
ASNUS006022
ASNUS006072
ASNUS006080
ASNUS006087
ASNUS006094
ASNUS007014
ASNUS007017
ASNUS007062
ASNUS007064
ASNUS007091
ASNUS008095
ASNUS008251
ASNUS008267
ASNUS009034
ASNUS009035
ASNUS009038
ASNUS009053
ASNUS009067
ASNUS009111
ASNUS009114
ASNUS009131
ASNUS009161
ASNUS009534
ASNUS009538
ASNUS009573
ASNUS009581
ASNUS009592
ASNUS009628
ASNUS009642
ASNUS009784
ASNUS009787
ASNUS009842
ASNUS009843
ASNUS010007
ASNUS010073
ASNUS010092
ASNUS010093
ASNUS010144
ASNUS010152
ASNUS010244
ASNUS010536
ASNUS010554
ASNUS010614
ASNUS010622
ASNUS010633
ASNUS010648
ASNUS011013
ASNUS011017
ASNUS012046
ASNUS012071
ASNUS012090
ASNUS012281
ASNUS013012
ASNUS014008
ASNUS014042
ASNUS014103
ASNUS014151
ASNUS014187
ASNUS014198
ASNUS014401
ASNUS014402
ASNUS014502
ASNUS014506
ASNUS014629
ASNUS014711
ASNUS014829
ASNUS014837
ASNUS014901
ASNUS014925
ASNUS014933
ASNUS015085
ASNUS015131
ASNUS015525
ASNUS016081
ASNUS017005
ASNUS018030
ASNUS018079
ASNUS018114
ASNUS018181
ASNUS019062
ASNUS021008
ASNUS021020
ASNUS022008
ASNUS022029
ASNUS022802
ASNUS022814
ASNUS023013
ASNUS023031
ASNUS023037
ASNUS023057
ASNUS023307
ASNUS023703
ASNUS023733
ASNUS023738
ASNUS023745
ASNUS023763
ASNUS023801
ASNUS024002
ASNUS024018
ASNUS024023
ASNUS024025
ASNUS024033
ASNUS024041
ASNUS024536
ASNUS025034
ASNUS025050
ASNUS026005
ASNUS026013
ASNUS026016
ASNUS026019
ASNUS026044
ASNUS026070
ASNUS026082
ASNUS027015
ASNUS027022
ASNUS028008
ASNUS029039
ASNUS029126
ASNUS031066
ASNUS031076
ASNUS031083
ASNUS031084
ASNUS031108
ASNUS032005
ASNUS032061
ASNUS032084
ASNUS033002
ASNUS033013
ASNUS033031
ASNUS033058
ASNUS033090
ASNUS035069
ASNUS036007
ASNUS036026
ASNUS036047
ASNUS039006
ASNUS039014
ASNUS039018
ASNUS039023
ASNUS039057
ASNUS039085
ASNUS039090
ASNUS039104
ASNUS039171
ASNUS040040
ASNUS040100
ASNUS040189
ASNUS040197
ASNUS040241
ASNUS040318
ASNUS040418
ASNUS040454
ASNUS041095
ASNUS041103
ASNUS041341
ASNUS043035
ASNUS044026
ASNUS045000
ASNUS047007
ASNUS047016
ASNUS047019
ASNUS047053
ASNUS048015
ASNUS048031
ASNUS048046
ASNUS049002
ASNUS049013
ASNUS050014
ASNUS050052
ASNUS050102
ASNUS050103
ASNUS051018
ASNUS051039
ASNUS051115
ASNUS051124
ASNUS052020
ASNUS054004
ASNUS054104
ASNUS055024
ASNUS056002
ASNUS056006
ASNUS056013
ASNUS056018
ASNUS057021
ASNUS058057
ASNUS058131
ASNUS059001
ASNUS059004
ASNUS059030
ASNUS059040
ASNUS059074
ASNUS060085
ASNUS061029
ASNUS061053
ASNUS061055
ASNUS061223
ASNUS061250
ASNUS061259
ASNUS063021
ASNUS063039
ASNUS063056
ASNUS063065
ASNUS063254
ASNUS063281
ASNUS064008
ASNUS065006
ASNUS065023
ASNUS065034
ASNUS066078
ASNUS066154
ASNUS066156
ASNUS067068
ASNUS067075
ASNUS068045
ASNUS068053
ASNUS069022
ASNUS069031
ASNUS069055
ASNUS070005
ASNUS070037
ASNUS070080
ASNUS070094
ASNUS070210
ASNUS070258
ASNUS070260
ASNUS070263
ASNUS070278
ASNUS071010
ASNUS071034
ASNUS072059
ASNUS073007
ASNUS073009
ASNUS073108
ASNUS073118
ASNUS073125
ASNUS073128
ASNUS074034
ASNUS074039
ASNUS074062
ASNUS074069
ASNUS074082
ASNUS074106
ASNUS075032
ASNUS075039
ASNUS075046
ASNUS075050
ASNUS076047
ASNUS076064
ASNUS077004
ASNUS078034
ASNUS079028
ASNUS079040
ASNUS080023
ASNUS080049
ASNUS080091
ASNUS080101
ASNUS081003
ASNUS081013
ASNUS081115
ASNUS082001
ASNUS082002
ASNUS082011
ASNUS082039
ASNUS082042
ASNUS082076
ASNUS083004
ASNUS083033
ASNUS084070
ASNUS084080
ASNUS084083
ASNUS084087
ASNUS084097
ASNUS085093
ASNUS085103
ASNUS085199
ASNUS085227
ASNUS085235
ASNUS085275
ASNUS086017
ASNUS086060
ASNUS086079
ASNUS086094
ASNUS086104
ASNUS086116
ASNUS086127
ASNUS086142
ASNUS086245
ASNUS086282
ASNUS086351
ASNUS087005
ASNUS087021
ASNUS087159
ASNUS088019
ASNUS088023
ASNUS088036
ASNUS088053
ASNUS088068
ASNUS088133
ASNUS088153
ASNUS089000
ASNUS089002
ASNUS089018
ASNUS089092
ASNUS089094
ASNUS090022
ASNUS090082
ASNUS090103
ASNUS090148
ASNUS090162
ASNUS091007
ASNUS091009
ASNUS091022
ASNUS091030
ASNUS091079
ASNUS091082
ASNUS091094
ASNUS091099
ASNUS091107
ASNUS091112
ASNUS091186
ASNUS091196
ASNUS091223
ASNUS091224
ASNUS091240
ASNUS092003
ASNUS092038
ASNUS092085
ASNUS093014
ASNUS093036
ASNUS094027
ASNUS094056
ASNUS094059
ASNUS094069
ASNUS094075
ASNUS094137
ASNUS094146
ASNUS095003
ASNUS095011
ASNUS096002
ASNUS096003
ASNUS096015
ASNUS096021
ASNUS097000
ASNUS097014
ASNUS097016
ASNUS097034
ASNUS097047
ASNUS097048
ASNUS097053
ASNUS097072
ASU00099053
ASU000hue-1
ASU00guam-1
ASU056470-1
ASU057494-1
ASU069759-1
ASU071172-1
ASU083064-1
ASU083192-1
ASU083264-1
ASU083339-1
ASU083470-1
ASU083552-1
ASU084001-1
ASU084470-1
ASU085109-1
ASU085140-1
ASU085682-1
ASU087022-1
ASU087046-1
ASU087371-1
ASU087374-1
ASU087403-1
ASU087977-1
ASU089272-1
ASU089345-1
ASU089512-1
ASU089542-1
ASU089564-1
ASU089571-1
ASU089592-1
ASU089611-2
ASU089642-1
ASU089661-1
ASU089828-1
ASU091349-1
ASU091375-1
ASU091434-1
ASU091519-1
ASU091533-1
ASU091559-1
ASU091789-1
ASU091843-1
ASU091848-1
ASU091884-1
ASU091944-1
ASU092036-1
ASU093506-1
ASU093800-1
ASU094210-1
ASU094261-1
ASU094268-1
ASU094289-1
ASU094290-1
ASU094293-1
ASU094307-1
ASU094322-1
ASU094324-1
ASU094336-1
ASU094337-1
ASU094338-1
ASU094365-1
ASU094379-1
ASU094477-1
ASU094511-1
ASU094658-1
ASU094677-1
ASU094683-1
ASU094785-1
ASU094811-1
ASU094829-1
ASU094830-1
ASU094836-1
ASU094838-1
ASU094839-1
ASU094840-1
ASU094860-1
ASU094862-1
ASU094863-1
ASU094891-1
ASU094892-1
ASU094898-1
ASU094912-1
ASU094914-1
ASU094938-1
ASU094949-1
ASU094954-1
ASU094955-1
ASU094960-1
ASU094987-1
ASU095100-1
ASU095289-1
ASU095291-1
ASU095293-1
ASU095296-1
ASU095323-1
ASU095487-1
ASU095575-1
ASU095591-2
ASU095635-1
ASU095636-1
ASU095641-1
ASU095659-1
ASU095747-1
ASU095773-1
ASU095909-1
ASU095931-1
ASU095961-1
ASU095981-1
ASU095988-1
ASU096009-1
ASU096015-1
ASU096033-1
ASU096075-1
ASU096147-1
ASU096171-1
ASU096207-1
ASU096295-1
ASU096481-1
ASU096505-1
ASU096525-1
ASU096535-1
ASU096557-1
ASU096565-1
ASU096607-1
ASU096615-1
ASU096655-1
ASU096749-1
ASU096751-1
ASU096973-1
ASU096995-1
ASU096997-1
ASU097182-1
ASU097192-1
ASU097270-1
ASU097284-1
ASU097300-1
ASU097310-1
ASU097380-1
ASU097406-1
ASU097430-1
ASU097460-1
ASU097570-1
ASU097580-1
ASU097682-1
ASU097698-1
ASU097700-1
ASU097722-1
ASU097748-1
ASU097790-1
ASU097796-1
ASU097847-1
ASU098222-1
ASU098330-1
ASU098526-1
ASU098558-1
ASU098752-1
ASU0cobue-1
ASU131319-1
ASU131324-1
ASU131954-1
ASU135811-1
ASU200604-1
ASU200640-1
ASU201716-1
ASU205950-1
ASU400102-1
ASU400800-1
ASU403616-1
ASU40KN90-1
ASU502800-1
ASU502NHR-1
ASUFoggia-1
ASUHALLEY-1
ASUHALLEY-2
ASUHALLEY-3
ASUHALLEY-4
ASUP10XXX42
ASUWMO83981
ASUY0062342
ASUY0062354
ASUY0062393
ASUclipse-1
ASUgo-ile-1
ASUhankow-1
ASUhoihow-1
ASUisland-1
ASUon_obs-1
ASUp_rock-1
ASUrt_rae-1
ASUs-havn-1
ASUtzlaff-1
AUU25-00007
AYU00950001
AYU00950002
AYU00950003
AYU040813-1
AYU042590-1
AYU050200-1
AYU052360-1
AYU056067-1
AYU056068-1
AYU056615-1
AYU056616-1
AYU060826-1
AYU061288-1
AYU06I001-1
AYU071388-1
AYU071821-1
AYU091295-1
AYU093GJ3-1
AYU095612-1
AYUROTHERA-
BCU037972-1
BCU037978-1
BCU038467-1
BDCM00BEPB6
BEU003025-1
BEU16-00005
BGU038725-2
BGU038767-1
BGU038816-1
BGU038838-2
BMU002641-1
BMU002675-1
BMU026499-1
BMU027113-2
BMU027113-3
BMU027208-1
BNU036229-1
BOU030622-1
BPU40-00001
BRU006193-1
BRU014160-1
BRU018574-1
BRU020901-1
BRU021050-1
BRU023120-1
BRU040693-1
BRU041006-1
BRU043157-1
BRU043175-1
BRU044469-1
BRU061701-1
BRU061849-1
BRU061995-1
BRU062012-1
BRU062018-1
BRU063894-1
BRU063894-3
BRU067023-1
BRU068188-1
BRU068368-1
BRU068488-1
BRU068591-1
BRU071384-1
BRU0C447B-1
BRU0basco-1
BRU0basel-2
BRU151684-1
BRU156559-1
BRU158443-1
BRU166418-1
BRU482010-1
BRUacolod-1
BRUisland-1
