Primary_ID
AOUluanda-1
ASI0000YBNA
ASM00093998
AYU89532-10
AYUbolling_
AYUlittle_a
BEM00006473
BFUabaco_lt
BRM00083920
CAUbarry_is
CAUyork_fac
CHI0000ZLIC
CHI0000ZLJQ
CHI0000ZSGZ
CHI0000ZWHM
CHM00051463
CHM00058362
CHM00058606
CHU50527-10
CHU51076-10
CHU54511-10
CHU57461-10
CHU59316-10
CHU59758-10
CHUamoy-100
CHUcanton-1
CHUfoochow-
CHUswatow-1
FJU91689-10
HKUhongkong
HKUsharp_pe
ITUTeramo_U
JAUbonin_is
KEUmombasa-
KRU91611-10
LEUbeirut-1
MCM00045020
MZM00067283
NZM00093986
POUangra-10
RPM00098425
RPUcebu-100
RQUst_johns
RSA00259161
RSA00319711
RSI0000UEST
RSI0000ULKK
RSI0000URWA
RSM00010853
RSM00010909
RSM00010935
RSM00020213
RSM00020238
RSM00020283
RSM00020295
RSM00020891
RSM00021802
RSM00021908
RSM00021921
RSM00022235
RSM00022271
RSM00022422
RSM00022471
RSM00022837
RSM00022845
RSM00023074
RSM00023324
RSM00023418
RSM00023678
RSM00023711
RSM00023884
RSM00023914
RSM00023921
RSM00024136
RSM00024266
RSM00024738
RSM00024908
RSM00024982
RSM00025206
RSM00025378
RSM00025428
RSM00025503
RSM00025551
RSM00025703
RSM00025705
RSM00026069
RSM00026094
RSM00026258
RSM00026298
RSM00026359
RSM00026976
RSM00027051
RSM00027509
RSM00027625
RSM00027648
RSM00027730
RSM00027947
RSM00027962
RSM00028064
RSM00028144
RSM00028411
RSM00028418
RSM00028661
RSM00028666
RSM00028825
RSM00029263
RSM00029282
RSM00029313
RSM00029328
RSM00029539
RSM00029594
RSM00029605
RSM00029849
RSM00029862
RSM00030230
RSM00030328
RSM00030372
RSM00030433
RSM00030627
RSM00030635
RSM00030692
RSM00030811
RSM00030833
RSM00030925
RSM00030965
RSM00031168
RSM00031253
RSM00031329
RSM00031371
RSM00031388
RSM00031443
RSM00031788
RSM00031829
RSM00031915
RSM00031931
RSM00031989
RSM00032071
RSM00032088
RSM00032121
RSM00032165
RSM00032213
RSM00032411
RSM00034139
RSM00034163
RSM00034186
RSM00034240
RSM00034247
RSM00034321
RSM00034356
RSM00034432
RSM00035041
RSM00036038
RSM00037470
RSM00037471
RSU00042492
RSU20674-10
RSU21946-10
RSU23330-10
RSU23405-10
RSU23734-10
RSU23891-10
RSU24125-10
RSU24343-10
RSU24382-10
RSU24507-10
RSU24923-10
RSU24944-10
RSU25248-10
RSU25538-10
RSU25563-10
RSU25594-10
RSU26898-10
RSU27595-10
RSU27675-10
RSU27707-10
RSU28255-10
RSU28367-10
RSU28434-10
RSU28440-10
RSU28698-10
RSU28722-10
RSU29111-10
RSU29557-10
RSU29822-10
RSU29838-10
RSU30028-10
RSU30089-10
RSU30309-10
RSU30337-10
RSU30504-10
RSU30612-10
RSU30703-10
RSU30777-10
RSU30822-10
RSU30949-10
RSU31152-10
RSU31532-10
RSU31538-10
RSU31733-10
RSU31770-10
RSU31909-10
RSU31959-10
RSU31969-10
RSU32053-10
RSU34110-10
RSU34646-10
RSU34720-10
RSU34861-10
RSU34949-10
RSU34984-10
RSU35011-10
RSU35026-10
RSU36034-10
RSU37001-10
RSU37018-10
RSU37031-10
RSU37061-10
RSU37099-10
RSU37228-10
RSU37235-10
RSU37244-10
RSU37663-10
SEI0000FSSS
TNUnukualof
UKUARMAGH-1
USUft_st_mi
WSI0000NSAP
XXM00023867
XXM00047003
XXM00047008
