Station_ID	Record_number	Station_name	Longitude	Latitude	Elevation	Country	Data_start	Data_end	Observed_variable	Data_policy
GMA00109341	1	FRIEDRICHSHAFEN	9.48	47.65	401	Germany	1959	1978	{t, ws, td, mslp, wd}	open_access
GMN00001490	2	FRIEDRICHSHAFEN	9.48	47.65	394	Germany	1929	1939	{mslp, t}	open_access
GMN00001490	3	FRIEDRICHSHAFEN	9.48	47.65	394	Germany	1929	1971	{t, mslp, td}	open_access
GMN00001490	1	FRIEDRICHSHAFEN	9.48	47.65	394	Germany	1949	1977	{td, t}	open_access
GMN00001490	4	FRIEDRICHSHAFEN	9.48	47.65	394	Germany	1959	1971	{t, mslp, td}	open_access
GMA00100480	1	FRIEDRICHSORT	10.18	54.38	11	Germany	1975	2001	{wd, ws, t, mslp, td, slp}	open_access
JAI0000RJFF	2	FUKUOKA	130.45	33.59	9.8	Japan	1946	2024	{td, wd, mslp, ws, t, slp}	non_commercial
TVA00916440	2	FUNAFUTI	179.23	-8.52	0	Tuvalu	1994	2002	{mslp, ws, t, wd, td, slp}	non_commercial
TVA00916440	1	FUNAFUTI	179.23	-8.52	0	Tuvalu	2023	2024	{mslp, wd, t, td, ws, slp}	non_commercial
TVM00091642	1	FUNAFUTI	179.22	-8.5	0.9	Tuvalu	1997	2023	{wd, mslp, ws, t, td}	non_commercial
TVW00080705	2	FUNAFUTI NF	179.22	-8.52	2.1	Tuvalu	1943	1999	{mslp, wd, ws, td, t, slp}	non_commercial
TVW00080705	1	FUNAFUTI NF	179.22	-8.52	2.1	Tuvalu	1945	2024	{wd, t, ws, td, mslp, slp}	non_commercial
TVW00080705	3	FUNAFUTI NF	179.22	-8.52	2.1	Tuvalu	1973	2024	{wd, td, ws, t, mslp, slp}	non_commercial
POM00008521	2	FUNCHAL/S.CATARINA	-16.77	32.68	58	Portugal	1948	2024	{t, ws, wd, mslp, td, slp}	non_commercial
POM00008521	1	FUNCHAL/S.CATARINA	-16.77	32.68	58	Portugal	2023	2024	{wd, ws, td, t}	non_commercial
JAW00043313	3	FUSSA YOKOTA AB                        47642	139.35	35.75	139.3	Japan	1947	2024	{wd, td, ws, t, mslp, slp}	non_commercial
JAW00043313	1	FUSSA YOKOTA AB                        47642	139.35	35.75	139.3	Japan	1948	1968	{mslp, wd, slp, t, ws, td}	non_commercial
JAW00043313	2	FUSSA YOKOTA AB                        47642	139.35	35.75	139.3	Japan	1948	1999	{mslp, slp, ws, t, wd, td}	non_commercial
JAW00042215	1	FUTENMA                                47933	127.75	26.27	75.3	Japan	1960	1972	{td, wd, t, slp, mslp, ws}	non_commercial
JAW00042215	2	FUTENMA                                47933	127.75	26.27	75.3	Japan	1973	2006	{t, slp, ws, mslp, wd, td}	non_commercial
JAW00042215	3	FUTENMA                                47933	127.75	26.27	75.3	Japan	1973	2024	{wd, mslp, ws, t, td}	non_commercial
JAI0000ROTM	1	FUTENMA MCAS	127.76	26.27	75.3	Japan	1960	1972	{td, wd, t, slp, mslp, ws}	non_commercial
JAI0000ROTM	2	FUTENMA MCAS	127.76	26.27	75.3	Japan	1973	2006	{t, slp, ws, mslp, wd, td}	non_commercial
JAI0000ROTM	3	FUTENMA MCAS	127.76	26.27	75.3	Japan	1973	2024	{wd, mslp, ws, t, td}	non_commercial
GGM00037177	1	GAGBY	40.27	43.25	7	Georgia	1959	2000	{ws, t, mslp, wd, td, slp}	non_commercial
GGM00037177	2	GAGBY	40.27	43.25	7	Georgia	1959	2000	{td, mslp, ws, t, wd, slp}	open_access
TWI0000RCAY	1	GANGSHAN	120.26	22.78	10.4	Taiwan	1954	2009	{td, ws, mslp, wd, t, slp}	non_commercial
GMN00001544	1	GARDELEGEN	11.39	52.51	47	Germany	1951	2020	{t, mslp, td, slp}	open_access
GMN00001544	2	GARDELEGEN	11.39	52.51	47	Germany	1952	1960	{mslp, td}	open_access
GMMU0010359	1	GARDELEGEN GERMANY	11.4	52.52	48	Germany	1952	1960	{td, mslp, t}	open_access
SFI0000FAHV	1	GARIEP DAM	25.53	-30.56	1272.8	South Africa	2015	2015	{td, t, wd, ws}	non_commercial
SFM00068543	2	GARIEP DAM	25.53	-30.53	1272	South Africa	2013	2024	{td, wd, slp, t, ws}	non_commercial
CYI0000LCGK	1	GECITKALE	33.73	35.23	45	Cyprus	2006	2009	{td, t, ws, wd, slp, mslp}	non_commercial
CYM00017530	2	GECITKALE	33.73	35.23	45	Cyprus	2009	2024	{td, slp, mslp, wd, ws, t}	non_commercial
ITM00016454	1	GELA	14.22	37.08	65	Italy	2005	2017	{td, t, ws, wd, slp, mslp}	non_commercial
ITMU0016453	3	GELA ITALY	14.22	37.08	33	Italy	1966	1971	{t, mslp, td}	non_commercial
ITMU0016453	1	GELA ITALY	14.22	37.08	33	Italy	2023	2024	{ws, wd, td, t, slp, mslp}	non_commercial
MXI0000MMMM	1	GENERAL FRANCISCO J MUJICA INT	-101.03	19.85	1838.8	Mexico	1973	2024	{t, ws, td, wd, mslp}	non_commercial
MXI0000MMRX	1	GENERAL LUCIO BLANCO INTL	-98.23	26.01	42.4	Mexico	1973	2024	{td, t, ws, wd, mslp}	non_commercial
MXI0000MMMZ	1	GENERAL RAFAEL BUELNA INTL	-106.27	23.16	11.6	Mexico	1973	2024	{wd, ws, td, t, mslp}	non_commercial
ITM00016121	1	GENOVA	8.9	44.4	45	Italy	1951	2023	{td, mslp, wd, ws, t, slp}	non_commercial
ITM00016121	2	GENOVA	8.9	44.4	45	Italy	1951	2023	{t, mslp, ws, wd, td, slp}	non_commercial
ITMU0010305	3	GENUA ITALY (GENOVA) (GENOA)	8.9	44.4	2	Italy	1931	1939	{t, mslp}	non_commercial
ITMU0010305	1	GENUA ITALY (GENOVA) (GENOA)	8.9	44.4	2	Italy	2023	2024	{mslp, slp, td, t, ws, wd}	non_commercial
ITMU0010305	2	GENUA ITALY (GENOVA) (GENOA)	8.9	44.4	2	Italy	2023	2023	{slp, ws}	non_commercial
GMMU0010567	1	GERA GERMANY	12.13	50.88	312	Germany	1952	1960	{t, td, mslp}	open_access
GMI0000EDAJ	3	GERA-LEUMNITZ	12.13	50.88	312	Germany	1952	1960	{td, mslp, t}	open_access
GMI0000EDAJ	1	GERA-LEUMNITZ	12.13	50.88	312	Germany	1952	2020	{t, mslp, td, slp}	open_access
SFA00683690	3	GERMISTON	28.15	-26.25	1668	South Africa	1938	1948	{slp}	open_access
SFA00683690	2	GERMISTON	28.15	-26.25	1668	South Africa	2005	2005	{ws, td, slp, wd, t}	non_commercial
SFA00683690	1	GERMISTON	28.15	-26.25	1668	South Africa	2023	2024	{ws, td, t, wd}	non_commercial
GIU008495-6	2	GIBRALTAR	-5.35	36.11	27	Gibraltar [United Kingdom]	1929	1935	{mslp}	open_access
GIU008495-6	1	GIBRALTAR	-5.35	36.11	27	Gibraltar [United Kingdom]	2023	2024	{wd, td, ws, t}	non_commercial
GMM00010532	3	GIEBEN/WETTENBERG	8.64	50.6	203	Germany	1949	1949	{t}	open_access
GMM00010532	1	GIEBEN/WETTENBERG	8.64	50.6	203	Germany	1949	2020	{td, t, mslp, slp}	open_access
GMMU0010532	1	GIESSEN GERMANY	8.7	50.57	193	Germany	1949	1954	{t, mslp, td}	open_access
COM00080219	2	GIRARDOT/SANTIAGO VILLA	-74.8	4.28	286	Colombia	1963	2013	{ws, wd, t, slp, mslp, td}	non_commercial
COM00080219	1	GIRARDOT/SANTIAGO VILLA	-74.8	4.28	286	Colombia	2023	2024	{t, ws, td, wd}	non_commercial
NZI0000NZGS	1	GISBORNE	177.98	-38.66	4.6	New Zealand	1949	2024	{td, t, ws, mslp, wd, slp}	non_commercial
NZM00093291	1	GISBORNE AERODROME	177.98	-38.67	8	New Zealand	1949	2024	{td, t, ws, mslp, wd, slp}	non_commercial
RWI0000HRYG	1	GISENYI	29.26	-1.68	1549	Rwanda	1985	2024	{td, t, ws, wd, slp, mslp}	non_commercial
UKA00036331	2	GLOUCESTER	-2.23	51.87	24	United Kingdom	1973	1982	{ws, wd, td, t, mslp, slp}	open_access
UKA00036331	1	GLOUCESTER	-2.23	51.87	24	United Kingdom	2023	2024	{wd, t, td, ws}	open_access
UKI0000EGBJ	1	GLOUCESTERSHIRE	-2.17	51.89	30.8	United Kingdom	1977	2024	{ws, wd, t, td, mslp}	open_access
AUM00011154	1	GMUNDEN	13.8	47.9	428	Austria	2000	2016	{ws, t, slp, mslp, td, wd}	non_commercial
AUA00111541	1	GMUNDEN (AUT)	13.78	47.9	427	Austria	1973	2000	{td, t, wd, mslp, ws, slp}	non_commercial
INI0000VAGO	1	GOA	73.83	15.38	56.1	India	2018	2018	{td, t, wd, ws}	non_commercial
INI0000VOGO	1	GOA INTL	73.83	15.38	56.1	India	1973	2024	{td, mslp, t, wd, ws, slp}	non_commercial
CGM00064184	2	GOMA	29.23	-1.68	1552	Congo (Kinshasa)	1973	2024	{slp, ws, t, wd, td, mslp}	non_commercial
CGM00064184	1	GOMA	29.23	-1.68	1552	Congo (Kinshasa)	2024	2024	{t, slp, wd, td, ws}	non_commercial
AYA00859951	1	GONZALEZ CHI-BASE	-62.87	-64.82	10	Antarctica	1983	1984	{td, t, mslp, wd, ws}	non_commercial
PLA00121470	1	GORA SZWEDOW	18.82	54.63	17	Poland	2002	2008	{ws, wd, t}	open_access
PLA00121470	2	GORA SZWEDOW	18.82	54.63	17	Poland	2023	2024	{td, wd, mslp, t, ws, slp}	open_access
PLA00121470	3	GORA SZWEDOW	18.82	54.63	17	Poland	2023	2024	{mslp, ws, td, wd, slp, t}	open_access
GMM00010499	1	GORLITZ	14.95	51.16	238	Germany	1951	2020	{t, mslp, td, slp}	open_access
GMM00010499	3	GORLITZ	14.95	51.16	238	Germany	1952	1971	{mslp, td}	open_access
GMMU0010499	1	GORLITZ GERMANY	14.95	51.17	237	Germany	1952	1971	{td, t, mslp}	open_access
SFM00068737	1	GRAAFF-REINET	24.55	-32.2	790	South Africa	1998	2024	{td, t, slp, wd, ws}	non_commercial
SFU045-A3-1	2	GRAAFF-REINET-CON	24.53	-32.25	750	South Africa	1959	1968	{slp}	open_access
SFU045-A3-1	1	GRAAFF-REINET-CON	24.53	-32.25	750	South Africa	2023	2024	{td, slp, t, ws, wd}	non_commercial
POI0000LPGR	1	GRACIOSA	-28.03	39.09	26.2	Portugal	2005	2024	{td, t, ws, wd, slp, mslp}	non_commercial
POM00008507	2	GRACIOSA AERODROME	-28.03	39.1	26.2	Portugal	2018	2022	{mslp, ws, slp, wd, t, td}	non_commercial
POM00008507	1	GRACIOSA AERODROME	-28.03	39.1	26.2	Portugal	2023	2024	{wd, mslp, slp, ws, td}	non_commercial
GMI0000ETIC	1	GRAFENWOHR AAF	11.94	49.7	415.4	Germany	1939	2024	{wd, ws, t, td, mslp, slp}	open_access
ITI0000LIQI	1	GRAN SASSO MTN RNG	13.7	42.45	2138	Italy	2009	2009	{wd, ws}	non_commercial
ITM00016229	2	GRAN SASSO MTN RNG	13.7	42.45	2138	Italy	1985	2005	{ws, wd, t, td, slp, mslp}	non_commercial
BFM00078063	1	GRAND BAHAMA	-78.33	26.67	2	Bahamas, The	1976	2023	{td, t, mslp, ws, wd}	non_commercial
SFI0000FAGC	1	GRAND CENTRAL	28.14	-25.99	1623.1	South Africa	2004	2017	{td, t, wd, ws}	non_commercial
SFM00068265	2	GRAND CENTRAL	28.13	-25.98	1621	South Africa	2013	2015	{td, slp, ws, t, wd}	non_commercial
SFM00068287	1	GRASKOP	30.85	-24.93	1436	South Africa	1998	2024	{t, slp, ws, td, wd, mslp}	non_commercial
SFM00068287	2	GRASKOP	30.85	-24.93	1436	South Africa	1998	2024	{td, t, slp, ws, wd, mslp}	open_access
SFA00682860	1	GRASKOP-SKOOL	30.83	-24.93	1441	South Africa	2002	2024	{t, wd, ws, td, slp}	non_commercial
SFA00682860	2	GRASKOP-SKOOL	30.83	-24.93	1441	South Africa	2023	2024	{ws, wd, slp, t, td}	non_commercial
AUI0000LOWG	1	GRAZ	15.44	46.99	339.9	Austria	1934	2024	{ws, mslp, wd, t, td, slp}	non_commercial
AUI0000LOWG	2	GRAZ	15.44	46.99	339.9	Austria	1934	2024	{wd, ws, t, mslp, td, slp}	non_commercial
AUM00011238	1	GRAZ/STRASSGANG	15.4	47.03	356	Austria	1934	2024	{t, ws, mslp, wd, td, slp}	non_commercial
AUM00011238	2	GRAZ/STRASSGANG	15.4	47.03	356	Austria	1934	2024	{mslp, wd, ws, t, td, slp}	non_commercial
UKA00032290	1	GREAT DUN FELL	-2.45	54.7	847	United Kingdom	1973	2024	{td, wd, ws, t, mslp}	open_access
UKA00032290	2	GREAT DUN FELL	-2.45	54.7	847	United Kingdom	2023	2024	{t, ws, wd, td}	open_access
UKM00003227	1	GREAT DUN FELL NO2	-2.45	54.68	847	United Kingdom	1994	2024	{t, td, wd, ws, mslp, slp}	open_access
UKM00003527	1	GREAT MALVERN	-2.3	52.12	44	United Kingdom	1984	2008	{t, mslp, td, wd, ws}	open_access
GMMU0010185	1	GREIFSWALD GERMANY (WIECK)	13.45	54.1	1	Germany	1952	1960	{td, t, mslp}	open_access
GMN00001758	1	GREIFSWALD-WIECK	13.45	54.1	2	Germany	1951	1977	{t, mslp, td}	open_access
GMN00001758	2	GREIFSWALD-WIECK	13.45	54.1	2	Germany	1952	1960	{td, mslp}	open_access
SZI0000LSZG	3	GRENCHEN	7.42	47.18	430.1	Switzerland	1790	1797	{t, slp}	open_access
SZI0000LSZG	2	GRENCHEN	7.42	47.18	430.1	Switzerland	1841	1847	{t, slp}	open_access
SZI0000LSZG	1	GRENCHEN	7.42	47.18	430.1	Switzerland	2004	2024	{td, wd, ws, t}	non_commercial
SZM00006632	2	GRENCHEN	7.42	47.18	429	Switzerland	1979	2024	{t, wd, ws, slp, mslp, td}	non_commercial
SZM00006632	1	GRENCHEN	7.42	47.18	429	Switzerland	2023	2024	{t, td, ws, wd}	non_commercial
FRA00074881	2	GRENOBLE	5.73	45.17	224	France	1931	1939	{t, ws, mslp, wd}	open_access
GMMU0010791	1	GROSSER FALKENSTEIN GERMANY	13.28	49.08	1308	Germany	1949	1954	{td, t}	open_access
GMMU0010549	1	GROSSER INSELBERG GERMANY	10.47	50.85	920	Germany	1952	1960	{td, t}	open_access
GMN00001834	2	GROSSER INSELSBERG	10.47	50.85	913	Germany	1934	1939	{mslp, t}	open_access
GMN00001834	1	GROSSER INSELSBERG	10.47	50.85	913	Germany	1934	1978	{t, mslp, td}	open_access
GMN00001834	3	GROSSER INSELSBERG	10.47	50.85	913	Germany	1952	1960	{td}	open_access
SXM00088903	1	GRYTVIKEN	-36.5	-54.28	3	South Georgia and the South Sandwich Islands [United Kingdom]	1949	2024	{wd, t, mslp, ws, td, slp}	non_commercial
SXA00889020	7	GRYTVIKEN/FLAT BLUF	-36.5	-54.27	10	South Georgia and the South Sandwich Islands [United Kingdom]	1906	1946	{slp, mslp}	open_access
SXA00889020	5	GRYTVIKEN/FLAT BLUF	-36.5	-54.27	10	South Georgia and the South Sandwich Islands [United Kingdom]	1950	1950	{slp, mslp}	open_access
SXA00889020	3	GRYTVIKEN/FLAT BLUF	-36.5	-54.27	10	South Georgia and the South Sandwich Islands [United Kingdom]	1951	1953	{mslp, slp}	open_access
SXA00889020	1	GRYTVIKEN/FLAT BLUF	-36.5	-54.27	10	South Georgia and the South Sandwich Islands [United Kingdom]	1988	2024	{mslp, td, wd, ws, t, slp}	non_commercial
SXA00889020	2	GRYTVIKEN/FLAT BLUF	-36.5	-54.27	10	South Georgia and the South Sandwich Islands [United Kingdom]	2023	2024	{ws, wd, td, t, mslp, slp}	non_commercial
GQW00041415	2	GU GUAM INTL AP                           91212	144.8	13.48	77.4	Guam [United States]	1967	2024	{t, mslp, ws, td, wd, slp}	non_commercial
GQW00041415	3	GU GUAM INTL AP                           91212	144.8	13.48	77.4	Guam [United States]	1973	2006	{ws, t, slp, td, mslp, wd}	non_commercial
GQW00041415	1	GU GUAM INTL AP                           91212	144.8	13.48	77.4	Guam [United States]	2005	2024	{ws, slp, mslp, td, wd, t}	non_commercial
GQW00041415	4	GU GUAM INTL AP                           91212	144.8	13.48	77.4	Guam [United States]	2023	2024	{t, slp, wd, ws, td, mslp}	non_commercial
GQW00041406	1	GU GUAM WFO                               91212	144.8	13.48	77.4	Guam [United States]	1945	1995	{td, wd, ws, t, mslp, slp}	non_commercial
GQW00041406	2	GU GUAM WFO                               91212	144.8	13.48	77.4	Guam [United States]	1973	2024	{mslp, wd, ws, t, td, slp}	non_commercial
MXI0000MMLO	1	GUANAJUATO INTL	-101.48	20.98	1815.4	Mexico	1990	2024	{td, ws, t, wd, mslp}	non_commercial
COM00080300	2	GUAPI	-77.9	2.58	54	Colombia	1980	2013	{ws, wd, td, t, slp, mslp}	non_commercial
COM00080300	1	GUAPI	-77.9	2.58	54	Colombia	2023	2024	{td, wd, ws, t}	non_commercial
CII0000SCGZ	1	GUARDIAMARINA ZANARTU	-67.63	-54.93	26.8	Chile	1937	2024	{ws, wd, t, mslp, td, slp}	non_commercial
GTM00078640	2	GUATEMALA (OBSERVATORIO NACION	-90.52	14.58	1502	Guatemala	2001	2001	{ws, wd, mslp, t, td}	non_commercial
GTM00078640	1	GUATEMALA (OBSERVATORIO NACION	-90.52	14.58	1502	Guatemala	2023	2024	{td, t, wd, ws, slp, mslp}	non_commercial
ECM00084204	2	GUAYAQUIL-INAMHI	-79.88	-2.15	5	Ecuador	2005	2021	{td, wd, ws, t, slp, mslp}	non_commercial
ECM00084204	1	GUAYAQUIL-INAMHI	-79.88	-2.15	5	Ecuador	2023	2024	{t, slp, ws, wd, mslp, td}	non_commercial
GKI0000EGJB	1	GUERNSEY	-2.6	49.44	102.4	Guernsey	1929	2024	{ws, td, t, mslp, wd, slp}	non_commercial
GKI0000EGJB	2	GUERNSEY	-2.6	49.44	102.4	Guernsey	1929	1939	{mslp, t, td}	non_commercial
UKMU0010168	2	GUERNSEY CHANNEL ISLANDS GREAT	-2.55	49.45	53	United Kingdom	1931	1938	{mslp, t}	open_access
UKMU0010168	1	GUERNSEY CHANNEL ISLANDS GREAT	-2.55	49.45	53	United Kingdom	2023	2024	{t, mslp, td, ws, wd}	open_access
ITI0000LIRG	1	GUIDONIA	12.74	41.99	88.1	Italy	1966	2024	{td, t, ws, wd, mslp, slp}	non_commercial
ITM00016233	2	GUIDONIA	12.73	42	90	Italy	2005	2012	{mslp, t, wd, slp, td, ws}	non_commercial
ITM00016233	1	GUIDONIA	12.73	42	90	Italy	2023	2024	{wd, td, t, ws, mslp, slp}	non_commercial
KSI0000RK6L	1	H 172 HELIPORT	126.81	37.86	24.4	Korea, South	1953	1954	{td, slp, ws, t, mslp, wd}	non_commercial
NZI0000NZHT	1	HAAST	169	-43.87	4	New Zealand	1949	2024	{td, wd, ws, t, mslp, slp}	non_commercial
NZI0000NZHT	2	HAAST	169	-43.87	4	New Zealand	2007	2009	{mslp}	open_access
NZM00093709	1	HAAST AWS	169	-43.87	5	New Zealand	1949	2024	{td, ws, wd, t, mslp, slp}	non_commercial
NZM00093709	2	HAAST AWS	169	-43.87	5	New Zealand	1979	2024	{t, ws, wd, td, mslp, slp}	non_commercial
JAN00054041	2	HAGIKIZAKI	138.51	38.33	58	Japan	1973	1982	{t, mslp, wd, td, ws, slp}	non_commercial
JAN00054041	1	HAGIKIZAKI	138.51	38.33	58	Japan	1973	1982	{td, t, mslp, ws, wd, slp}	open_access
JAN00052286	2	HAGIWARA	137.21	35.89	425	Japan	2002	2004	{wd, ws, slp, td, t, mslp}	non_commercial
JAN00052286	1	HAGIWARA	137.21	35.89	425	Japan	2002	2004	{td, ws, wd, slp, t, mslp}	open_access
JAA00473080	1	HAGIWARA-IN-CHUBU	137.22	35.87	431	Japan	2002	2004	{td, ws, wd, slp, t, mslp}	non_commercial
ISI0000LLHA	3	HAIFA	35.04	32.81	8.5	Israel	1949	2024	{mslp, td, wd, ws, t, slp}	non_commercial
ISI0000LLHA	1	HAIFA	35.04	32.81	8.5	Israel	1949	2024	{td, t, mslp, wd, ws, slp}	non_commercial
ISA00401543	2	HAIFA/U. MICHAELI	35.05	32.82	9	Israel	1951	1981	{t, ws, td, wd, mslp, slp}	non_commercial
ISA00401543	1	HAIFA/U. MICHAELI	35.05	32.82	9	Israel	2023	2024	{wd, t, td, mslp, slp, ws}	non_commercial
ISA00401543	3	HAIFA/U. MICHAELI	35.05	32.82	9	Israel	2023	2024	{mslp, slp, t, wd, ws, td}	non_commercial
JAA00476031	1	HAJIKI (LGT-H)	138.52	38.33	58	Japan	1973	1982	{td, t, mslp, ws, wd, slp}	non_commercial
GMN00001960	2	HALLE (STADT)	11.97	51.48	102	Germany	1900	1949	{slp}	open_access
GMN00001960	1	HALLE (STADT)	11.97	51.48	102	Germany	1900	1970	{slp, t}	open_access
GMMU0010466	1	HALLE GERMANY (KROLLWITZ)	11.95	51.52	115	Germany	1900	1960	{slp, td, t, mslp}	open_access
GMMU0010466	2	HALLE GERMANY (KROLLWITZ)	11.95	51.52	115	Germany	1900	1960	{slp, t, mslp, td}	open_access
GMU00010466	1	HALLE GERMANY (KROLLWITZ)	11.95	51.52	115	Germany	1952	1960	{t, td, mslp}	open_access
FII0000EFHA	1	HALLI	24.79	61.86	146	Finland	1973	2024	{td, mslp, ws, t, wd, slp}	open_access
GMI0000EDDH	3	HAMBURG	9.99	53.63	16.1	Germany	1928	2024	{td, wd, t, ws, mslp, slp}	open_access
GMI0000EDDH	5	HAMBURG	9.99	53.63	16.1	Germany	1929	1962	{mslp, t}	open_access
GMI0000EDDH	7	HAMBURG	9.99	53.63	16.1	Germany	1929	1939	{t, mslp}	open_access
GMI0000EDDH	4	HAMBURG	9.99	53.63	16.1	Germany	1931	2007	{slp}	open_access
GMI0000EDDH	2	HAMBURG	9.99	53.63	16.1	Germany	1931	2020	{slp, t, td, mslp}	open_access
GMM00010148	5	HAMBURG-STADT	9.97	53.55	22	Germany	1929	1971	{t, mslp, td}	open_access
GMM00010148	7	HAMBURG-STADT	9.97	53.55	22	Germany	1929	1939	{mslp, t}	open_access
GMM00010148	2	HAMBURG-STADT	9.97	53.55	22	Germany	1931	2007	{slp}	open_access
GMM00010148	4	HAMBURG-STADT	9.97	53.55	22	Germany	1931	2007	{slp}	open_access
GMM00010148	3	HAMBURG-STADT	9.97	53.55	22	Germany	1949	1971	{mslp, td, t}	open_access
GMM00010148	1	HAMBURG-STADT	9.97	53.55	22	Germany	2014	2016	{t, slp, mslp, wd, ws, td}	open_access
JAW00042216	1	HAMBY AAF	127.77	26.3	6.1	Japan	1963	1968	{td, wd, t, ws, mslp, slp}	non_commercial
JAW00042216	2	HAMBY AAF	127.77	26.3	6.1	Japan	1963	2005	{slp, wd, td, t, ws, mslp}	non_commercial
JAI0000ROHF	1	HAMBY AAF/BUCKNER	127.77	26.3	6	Japan	1963	1968	{td, wd, t, ws, mslp, slp}	non_commercial
JAI0000ROHF	2	HAMBY AAF/BUCKNER	127.77	26.3	6	Japan	1963	2005	{slp, wd, td, t, ws, mslp}	non_commercial
FIA00029531	1	HAMEENLINNA	24.45	61	92	Finland	1973	1977	{td, mslp, wd, ws, t, slp}	open_access
FIA00029531	2	HAMEENLINNA	24.45	61	92	Finland	2023	2024	{t, slp, ws, wd, mslp, td}	open_access
FIM00002754	2	HAMEENLINNA KATINEN	24.5	61	85	Finland	2008	2024	{td, ws, wd, mslp, slp, t}	open_access
MVI0000VRMH	1	HANIMAADHOO	73.17	6.74	1.2	Maldives	2013	2024	{td, t, wd, ws}	non_commercial
MVM00043533	2	HANIMAADHOO	73.17	6.73	2	Maldives	1993	2024	{td, ws, mslp, t, wd, slp}	non_commercial
MVM00043533	1	HANIMAADHOO	73.17	6.73	2	Maldives	2023	2024	{t, wd, td, ws}	non_commercial
GMI0000EDDV	2	HANNOVER	9.69	52.46	55.8	Germany	1926	2024	{mslp, wd, ws, t, td, slp}	open_access
GMI0000EDDV	5	HANNOVER	9.69	52.46	55.8	Germany	1929	1939	{t, mslp}	open_access
GMI0000EDDV	1	HANNOVER	9.69	52.46	55.8	Germany	1929	2020	{t, mslp, td, slp}	open_access
GMMU0010421	1	HANNOVER GERMANY	9.75	52.42	51	Germany	1929	1939	{t, mslp}	open_access
SAM00040369	1	HAQL	35	29.5	2	Saudi Arabia	2001	2002	{td, t, slp, wd, ws, mslp}	non_commercial
SAM00040369	2	HAQL	35	29.5	2	Saudi Arabia	2001	2012	{td, t, slp, mslp, wd, ws}	open_access
UKM00003704	1	HARTLAND	-4.47	50.98	142	United Kingdom	1984	2003	{t, mslp, td, wd, ws, slp}	open_access
UKA00037031	2	HARTLAND POINT	-4.53	51.03	91	United Kingdom	1938	2007	{ws, mslp, wd, t, td, slp}	open_access
UKA00037031	4	HARTLAND POINT	-4.53	51.03	91	United Kingdom	1938	1939	{t, td, mslp}	open_access
NTI0000TNCC	1	HATO	-68.96	12.19	8.8	Netherlands Antilles	1942	2024	{td, mslp, wd, ws, t, slp}	non_commercial
DAM00006099	1	HAVNEBY	8.57	55.08	3	Denmark	1934	2003	{mslp, t, wd, ws, td, slp}	non_commercial
DAM00006099	2	HAVNEBY	8.57	55.08	3	Denmark	1934	1939	{mslp, t}	non_commercial
GMN00000320	2	HEINERSREUTH-VOLLHOF	11.52	49.97	350	Germany	1949	1954	{mslp, td, t}	open_access
GMN00000320	1	HEINERSREUTH-VOLLHOF	11.52	49.97	350	Germany	1949	2020	{td, mslp, t}	open_access
PLM00012135	2	HEL	18.82	54.6	3	Poland	1955	2024	{t, mslp, wd, td, ws, slp}	open_access
PLM00012135	3	HEL	18.82	54.6	3	Poland	1955	2024	{td, mslp, wd, ws, t, slp}	open_access
PLM00012135	1	HEL	18.82	54.6	3	Poland	1960	2023	{slp, td, t, mslp}	open_access
PLM00012148	1	HEL	18.8	54.58	12	Poland	2002	2008	{wd, ws, t, slp, mslp, td}	open_access
GMA00100151	1	HELGOLAND	7.92	54.18	4	Germany	1973	1974	{ws, wd, t, td}	open_access
GMA00101200	1	HELGOLAND ISLAND	7.88	54.18	53	Germany	1929	2005	{t, ws, wd, mslp, td, slp}	open_access
GMA00101200	2	HELGOLAND ISLAND	7.88	54.18	53	Germany	1929	2005	{wd, t, ws, mslp, td, slp}	open_access
FIM00002795	1	HELSINKI HARMAJA	24.98	60.1	6.4	Finland	2008	2024	{t, mslp, td, wd, ws, slp}	open_access
EGM00062378	1	HELWAN	31.33	29.87	141	Egypt	1938	2023	{wd, mslp, ws, t, td, slp}	non_commercial
EGU2378-0-1	2	HELWAN(CAIRO)	31.34	29.86	116	Egypt	1904	1904	{slp}	non_commercial
EGU2378-0-1	5	HELWAN(CAIRO)	31.34	29.86	116	Egypt	1907	1957	{mslp}	open_access
EGU2378-0-1	6	HELWAN(CAIRO)	31.34	29.86	116	Egypt	1907	1957	{t}	open_access
EGU2378-0-1	1	HELWAN(CAIRO)	31.34	29.86	116	Egypt	2023	2023	{t, td, ws, mslp, wd}	non_commercial
CUI0000MUVT	1	HERMANOS AMEIJEIRAS	-76.94	20.99	100	Cuba	1976	2016	{td, t, ws, wd, mslp, slp}	non_commercial
GHI0000DGAH	1	HO	0.47	6.6	158	Ghana	1973	2024	{td, ws, wd, t, mslp, slp}	non_commercial
GMMU0010451	1	HOF GERMANY	11.88	50.32	567	Germany	1934	1939	{t, mslp}	open_access
GMU00010451	1	HOF GERMANY	11.88	50.32	567	Germany	1934	1939	{t, mslp}	open_access
AUM00011103	1	HOHENEMS/DORNBIRN FLUGFELD	9.7	47.38	418	Austria	1995	2024	{td, wd, mslp, ws, slp, t}	non_commercial
AUM00011103	2	HOHENEMS/DORNBIRN FLUGFELD	9.7	47.38	418	Austria	2001	2001	{mslp}	non_commercial
