Station_ID	Record_number	Station_name	Longitude	Latitude	Elevation	Country	Data_start	Data_end	Observed_variable	Data_policy
GMM00010501	3	AACHEN	6.09	50.78	202	Germany	1929	1939	{t, mslp}	open_access
GMM00010501	2	AACHEN	6.09	50.78	202	Germany	1939	2007	{slp}	open_access
GMI0000ETBA	1	AACHEN/MERZBRUCK	6.18	50.82	191	Germany	1978	2003	{td, t, ws, wd, mslp, slp}	open_access
CUI0000MUSC	1	ABEL SANTAMARIA	-79.94	22.49	103	Cuba	2005	2024	{td, ws, t, wd, mslp, slp}	non_commercial
ESA00786501	2	ACAJUTLA/SONSONATE	-89.83	13.57	15	El Salvador	1962	1999	{ws, wd, t, td, mslp, slp}	non_commercial
ESA00786501	1	ACAJUTLA/SONSONATE	-89.83	13.57	15	El Salvador	2023	2024	{wd, td, ws, t, mslp, slp}	non_commercial
ESI0000MSAC	1	ACAJUTLA/SONSONATE	-89.83	13.57	15	El Salvador	2001	2024	{td, wd, ws, t, slp, mslp}	non_commercial
MXM00076806	1	ACAPULCO	-99.75	16.77	3	Mexico	2017	2024	{ws, td, wd, t, slp, mslp}	non_commercial
MXM00076805	1	ACAPULCO  GRO	-99.75	16.75	3	Mexico	1973	2024	{t, ws, td, mslp, wd, slp}	non_commercial
MXA00768053	2	ACAPULCO/G. ALVAREZ	-99.75	16.75	5	Mexico	1990	1994	{ws, t, td, wd}	non_commercial
MXA00768053	1	ACAPULCO/G. ALVAREZ	-99.75	16.75	5	Mexico	2023	2024	{wd, t, ws, slp, mslp, td}	non_commercial
MXA00768053	3	ACAPULCO/G. ALVAREZ	-99.75	16.75	5	Mexico	2023	2024	{slp, wd, mslp, td, t, ws}	non_commercial
MXA00768053	4	ACAPULCO/G. ALVAREZ	-99.75	16.75	5	Mexico	2023	2024	{ws, wd, t, td, mslp, slp}	non_commercial
BUA00156611	1	ACHTOPOL	27.85	42.1	19	Bulgaria	1973	2000	{td, mslp, wd, t, ws, slp}	non_commercial
BUM00015661	1	ACHTOPOL	27.85	42.1	19	Bulgaria	2000	2018	{ws, t, wd, mslp, td, slp}	non_commercial
CII0000SCMK	1	AD MELINKA	-73.74	-43.89	11	Chile	2009	2022	{td, t, wd, ws}	non_commercial
SFM00068590	2	ADDINGTON	31.05	-29.85	13	South Africa	1943	1956	{slp}	open_access
SFM00068590	1	ADDINGTON	31.05	-29.85	13	South Africa	1949	1953	{td, t, ws, wd, mslp}	non_commercial
GMMU0010452	1	ADLERGRUND GERMANY	14.37	54.83	8191	Germany	1934	1939	{t, mslp}	open_access
GMU00010452	1	ADLERGRUND GERMANY	14.37	54.83	8191	Germany	1934	1939	{t, mslp}	open_access
ITI0000LIMA	1	AERITALIA-TORINO	7.6	45.09	288.3	Italy	2008	2024	{td, t, ws, wd}	non_commercial
ISM00040170	1	AFEQ	35.11	32.85	10	Israel	2018	2024	{wd, ws, t, mslp, td, slp}	non_commercial
NGU001024-1	2	AGADES	7.98	16.98	520	Niger	1949	1975	{mslp, slp}	open_access
NGU001024-1	1	AGADES	7.98	16.98	520	Niger	2020	2024	{wd, td, ws, t, mslp, slp}	non_commercial
NGI0000DRZA	1	AGADEZ	7.97	16.97	505	Niger	1949	2024	{td, mslp, t, wd, ws, slp}	non_commercial
MPM00061974	2	AGALEGA	56.6	-10.43	4	Mauritius	1949	2024	{td, wd, mslp, ws, t, slp}	non_commercial
MPM00061974	1	AGALEGA	56.6	-10.43	4	Mauritius	2023	2024	{ws, t, wd, td}	non_commercial
MPI0000FIMA	1	AGALEGA ISLAND AIRSTRIP	56.62	-10.37	1.2	Mauritius	2016	2024	{td, wd, t, ws}	non_commercial
INI0000VIAG	1	AGRA	77.96	27.16	167.9	India	1942	2024	{wd, ws, t, mslp, td, slp}	non_commercial
INM00042261	2	AGRA	78.03	27.17	169	India	1944	2024	{td, mslp, t, ws, wd, slp}	non_commercial
INM00042261	1	AGRA	78.03	27.17	169	India	2023	2024	{t, td, ws, wd, mslp}	non_commercial
CWI0000NCAI	1	AITUTAKI	-159.76	-18.83	4.3	Cook Islands [New Zealand]	1943	2024	{td, t, wd, ws, mslp, slp}	non_commercial
CWM00091831	2	AITUTAKI AWS	-159.77	-18.83	5	Cook Islands [New Zealand]	1997	2024	{wd, mslp, td, ws, t, slp}	non_commercial
CWM00091831	1	AITUTAKI AWS	-159.77	-18.83	5	Cook Islands [New Zealand]	2023	2024	{wd, td, t, ws}	non_commercial
GMW00034196	1	AK GABLINGEN	10.87	48.45	466	Germany	1963	1967	{t, td, ws, slp, wd, mslp}	open_access
IZA00406109	2	AL QAIM	41.17	34.27	232	Iraq	2008	2009	{mslp, wd, t, td, ws}	non_commercial
IZA00406109	1	AL QAIM	41.17	34.27	232	Iraq	2023	2024	{t, td, mslp, ws, wd, slp}	non_commercial
IZI0000ORAQ	1	AL QAIM FOB	41.16	34.27	242.9	Iraq	2004	2024	{td, t, ws, wd, mslp, slp}	non_commercial
NSA00812081	2	ALBINA	-54.05	5.5	3	Suriname	1974	1981	{ws, t, td, wd, mslp, slp}	non_commercial
NSA00812081	1	ALBINA	-54.05	5.5	3	Suriname	2020	2024	{ws, t, slp, mslp, wd, td}	non_commercial
SPI0000LERI	1	ALCANTARILLA	-1.23	37.95	76.2	Spain	1950	2024	{t, ws, td, mslp, wd, slp}	open_access
SPI0000LERI	2	ALCANTARILLA	-1.23	37.95	76.2	Spain	1973	2024	{td, ws, t, mslp, wd, slp}	open_access
SPI0000LEAG	1	ALGECIRAS HELIPORT	-5.43	36.13	29.9	Spain	2016	2024	{td, t, ws, wd}	open_access
AGU0369-0-1	2	ALGIERS-VILLE/UNIVERSITE	3.07	36.78	59	Algeria	1877	1938	{mslp}	open_access
AGU0369-0-1	3	ALGIERS-VILLE/UNIVERSITE	3.07	36.78	59	Algeria	1900	1938	{t}	open_access
AGU0369-0-1	1	ALGIERS-VILLE/UNIVERSITE	3.07	36.78	59	Algeria	2020	2022	{td, t, ws, wd}	non_commercial
ARI0000SAVT	1	ALMIRANTE ZAR	-65.27	-43.21	43	Argentina	1939	2024	{td, mslp, t, wd, ws, slp}	non_commercial
UKM00003930	2	ALMONDSBURY	-2.56	51.55	75	United Kingdom	2019	2024	{td, wd, mslp, slp, t, ws}	open_access
MYM00048603	2	ALOR STAR	100.4	6.2	5	Malaysia	1949	2024	{ws, mslp, td, t, wd, slp}	non_commercial
MYM00048603	1	ALOR STAR	100.4	6.2	5	Malaysia	2004	2024	{wd, ws, td, t}	non_commercial
SZM00006690	2	ALTENRHEIN	9.57	47.48	398.4	Switzerland	2014	2024	{ws, wd, mslp, slp, td, t}	non_commercial
SZM00006690	1	ALTENRHEIN	9.57	47.48	398.4	Switzerland	2023	2024	{ws, t, td, wd}	non_commercial
HOA00787001	2	AMAPALA/LOS PELONAS	-87.63	13.3	5	Honduras	1981	1983	{td, t, ws, wd}	non_commercial
HOI0000MHAM	1	AMAPALA/LOS PELONAS	-87.67	13.28	5	Honduras	1957	2020	{td, wd, mslp, ws, t, slp}	non_commercial
GRI0000LGKM	1	AMIGDHALEON	24.34	40.97	61.9	Greece	2016	2024	{td, wd, t, ws, mslp, slp}	non_commercial
GMMU0010462	1	AMRUMBANK GERMANY	7.88	54.55	8191	Germany	1934	1939	{t, mslp}	open_access
GMU00010462	1	AMRUMBANK GERMANY	7.88	54.55	8191	Germany	1934	1939	{t, mslp}	open_access
GMN00000164	2	ANGERMNDE	13.99	53.03	54	Germany	1952	1960	{t, mslp, td}	open_access
GMN00000164	1	ANGERMNDE	13.99	53.03	54	Germany	1952	2020	{td, mslp, t, slp}	open_access
GMMU0010291	1	ANGERMUNDE GERMANY	14	53.02	60	Germany	1952	1960	{td, mslp, t}	open_access
AVM00078846	2	ANGUILLA	-63.05	18.2	29	Anguilla	1987	2024	{slp, ws, mslp, wd, t, td}	non_commercial
AVM00078846	1	ANGUILLA	-63.05	18.2	29	Anguilla	1992	2024	{td, ws, t, wd, mslp, slp}	non_commercial
UKA00039131	2	ANNAGHMORE	-6.57	54.45	27	United Kingdom	1796	1826	{slp}	open_access
UKA00039131	1	ANNAGHMORE	-6.57	54.45	27	United Kingdom	1981	1985	{wd, ws, td, t, mslp}	open_access
FRM00007494	2	ANNECY / MEYTHET	6.1	45.93	463	France	1983	2024	{t, ws, wd, mslp, td, slp}	open_access
FRM00007494	1	ANNECY / MEYTHET	6.1	45.93	463	France	2023	2024	{wd, td, t, slp, mslp, ws}	open_access
ARI0000SAVN	1	ANTOINE DE ST EXUPERY	-65.03	-40.75	25.9	Argentina	2014	2014	{td, t, wd, ws}	non_commercial
RQI0000TJVQ	1	ANTONIO RIVERA RODRIGUEZ	-65.49	18.13	14.9	Puerto Rico [United States]	1950	1950	{slp, wd, ws, td, mslp, t}	non_commercial
FRM00007657	2	APT/ST. CHRISTOL AB	5.48	44.05	837	France	1975	2002	{ws, wd, t, td, mslp, slp}	open_access
JOI0000OJAQ	1	AQABA KING HUSSEIN INTL	35.02	29.61	53.3	Jordan	1961	2024	{td, ws, t, mslp, wd, slp}	non_commercial
JOA00403410	1	AQABA PORT	34.98	29.48	3	Jordan	1965	2003	{td, wd, mslp, ws, t, slp}	non_commercial
JOU040340-1	2	AQABAAIRPORT	35	29.55	51	Jordan	2004	2013	{mslp}	open_access
JOU040340-1	1	AQABAAIRPORT	35	29.55	51	Jordan	2023	2024	{wd, t, mslp, td, ws, slp}	non_commercial
GMN00000183	2	ARKONA	13.43	54.68	42	Germany	1952	1960	{t, mslp, td}	open_access
GMN00000183	1	ARKONA	13.43	54.68	42	Germany	1952	2020	{td, mslp, t, slp}	open_access
GMMU0010091	1	ARKONA GERMANY	13.43	54.68	41	Germany	1952	1960	{td, mslp, t}	open_access
GMMU0010464	1	ARKONA GERMANY	13.43	54.68	2	Germany	1934	1939	{t, mslp}	open_access
GMU00010464	1	ARKONA GERMANY	13.43	54.68	2	Germany	1934	1939	{t, mslp}	open_access
UKUARMAGH-1	2	ARMAGH	-6.65	54.35	64	United Kingdom	1815	1817	{slp}	open_access
UKUARMAGH-1	3	ARMAGH	-6.65	54.35	64	United Kingdom	1833	1965	{mslp}	open_access
FRI0000LFRT	1	ARMOR	-2.85	48.54	138.1	France	1985	2024	{t, td, mslp, wd, ws, slp}	open_access
FRI0000LFRT	2	ARMOR	-2.85	48.54	138.1	France	1986	2024	{mslp, t, ws, wd, td, slp}	open_access
TXI0000UTAA	1	ASHGABAT	58.36	37.99	210.9	Turkmenistan	1932	2024	{t, mslp, ws, wd, td, slp}	non_commercial
TXU038880-2	2	ASHGABATKESHI	58.38	37.97	304	Turkmenistan	2004	2004	{mslp, slp}	open_access
TXU038880-2	1	ASHGABATKESHI	58.38	37.97	304	Turkmenistan	2023	2024	{td, ws, t, slp, mslp, wd}	non_commercial
JAN00041356	2	ASHIKAGA	139.47	36.3	28	Japan	1957	1958	{slp, t, ws, mslp, td, wd}	non_commercial
JAN00041356	1	ASHIKAGA	139.47	36.3	28	Japan	1957	1958	{td, ws, t, mslp, slp, wd}	open_access
GHM00065478	2	ATSIATI NORTHWEST	0.5	6.67	237	Ghana	1949	1952	{td, mslp, t, wd, ws}	non_commercial
GHM00065478	1	ATSIATI NORTHWEST	0.5	6.67	237	Ghana	2023	2024	{td, ws, t, mslp, wd, slp}	non_commercial
UKA00749002	1	ATTLEBOROUGH	0.95	52.5	32	United Kingdom	1943	1945	{td, t, ws, wd, mslp}	open_access
KZI0000UATG	2	ATYRAU	51.82	47.12	-21.9	Kazakhstan	1888	1975	{slp, mslp}	open_access
KZI0000UATG	1	ATYRAU	51.82	47.12	-21.9	Kazakhstan	2004	2024	{wd, ws, t, td}	non_commercial
KZM00035700	2	ATYRAU	51.92	47.12	-22	Kazakhstan	1932	2024	{t, mslp, ws, wd, td, slp}	non_commercial
KZM00035700	1	ATYRAU	51.92	47.12	-22	Kazakhstan	2023	2024	{ws, td, wd, t}	non_commercial
NZM00093110	1	AUCKLAND AERO AWS	174.8	-37	7	New Zealand	1965	2024	{td, t, mslp, wd, ws, slp}	non_commercial
NZM00093110	2	AUCKLAND AERO AWS	174.8	-37	7	New Zealand	1994	2024	{mslp, td, ws, wd, t, slp}	non_commercial
NZI0000NZAA	1	AUCKLAND INTL	174.79	-37.01	7	New Zealand	1965	2024	{td, t, mslp, wd, ws, slp}	non_commercial
GMI0000EDMA	3	AUGSBURG	10.93	48.43	461.8	Germany	1937	2024	{wd, ws, td, t, mslp, slp}	open_access
GMI0000EDMA	1	AUGSBURG	10.93	48.43	461.8	Germany	1949	2020	{mslp, td, t, ws, slp, wd}	open_access
GMI0000EDMA	2	AUGSBURG	10.93	48.43	461.8	Germany	1963	1967	{ws, td, slp, wd, mslp}	open_access
FRI0000LFLW	1	AURILLAC	2.42	44.89	638.9	France	1945	2024	{slp, t, mslp, td, ws, wd}	open_access
FRI0000LFLW	2	AURILLAC	2.42	44.89	638.9	France	1979	2024	{slp, ws, t, td, wd, mslp}	open_access
FRA00075501	2	AURILLAC CITY	2.45	44.92	631	France	1973	2024	{ws, wd, td, t, slp, mslp}	open_access
FRA00075501	1	AURILLAC CITY	2.45	44.92	631	France	2023	2024	{ws, td, mslp, slp, wd, t}	open_access
FRM00007563	2	AVIGNON	4.9	43.9	48	France	2005	2024	{td, ws, wd, slp, mslp, t}	open_access
FRM00007563	1	AVIGNON	4.9	43.9	48	France	2023	2024	{t, td, ws, wd}	open_access
DAI0000EKAV	1	AVNO AIR BASE	11.78	55.08	4	Denmark	2012	2024	{td, t, wd, ws}	non_commercial
DAM00006150	2	AVNO(DAFB)	11.78	55.08	4	Denmark	1973	2006	{ws, wd, t, td, mslp, slp}	non_commercial
DAM00006150	1	AVNO(DAFB)	11.78	55.08	4	Denmark	2023	2024	{td, t, ws, wd}	non_commercial
PLI0000EPBC	2	BABICE	20.91	52.27	107.3	Poland	1952	1963	{td, t, mslp}	open_access
PLI0000EPBC	1	BABICE	20.91	52.27	107.3	Poland	2004	2024	{td, ws, wd, t}	open_access
GMI0000EDTB	1	BADEN OOS	8.19	48.79	123.4	Germany	2017	2018	{td, t, ws, wd}	open_access
GMA00107250	1	BADEN-OOS	8.18	48.8	126	Germany	1977	2002	{ws, wd, t, td, mslp, slp}	open_access
COM00080100	2	BAHIA SOLANO / JOSE MUTIS	-77.4	6.18	24	Colombia	1982	2006	{ws, wd, t, td}	non_commercial
COM00080100	1	BAHIA SOLANO / JOSE MUTIS	-77.4	6.18	24	Colombia	2023	2024	{ws, wd, td, t}	non_commercial
MXA00768486	2	BAHIAS DE HUATULCO	-96.28	15.78	143	Mexico	1994	1994	{td, ws, t, wd}	non_commercial
MXA00768486	1	BAHIAS DE HUATULCO	-96.28	15.78	143	Mexico	2023	2024	{td, t, ws, wd}	non_commercial
MXI0000MMBT	1	BAHIAS DE HUATULCO INTL	-96.26	15.78	141.4	Mexico	1988	2024	{ws, wd, td, t, mslp}	non_commercial
GPA00788901	1	BAIE-MAHAULT	-61.02	16.33	27	Guadeloupe [France]	1976	1987	{td, ws, t, wd, mslp, slp}	non_commercial
HUI0000LHSM	1	BALATON	17.16	46.69	124.3	Hungary	2006	2024	{td, ws, wd, t}	open_access
CII0000SCBA	1	BALMACEDA	-71.69	-45.92	524.9	Chile	1973	2024	{td, mslp, ws, slp, t, wd}	non_commercial
CIN00450005	2	BALMACEDA AD.	-71.68	-45.92	0.9	Chile	1952	2020	{t, mslp, td, slp}	non_commercial
CIN00450005	1	BALMACEDA AD.	-71.68	-45.92	0.9	Chile	2023	2024	{t, mslp, slp, td, ws, wd}	non_commercial
GMN00000284	2	BAMBERG (STERNWARTE)	10.88	49.88	282	Germany	1891	1949	{slp}	open_access
GMN00000284	1	BAMBERG (STERNWARTE)	10.88	49.88	282	Germany	1891	1954	{slp, t}	open_access
GMMU0010670	1	BAMBERG GERMANY	10.87	49.88	386	Germany	1891	1954	{slp, td, t, mslp}	open_access
GMMU0010670	2	BAMBERG GERMANY	10.87	49.88	386	Germany	1891	1954	{slp, t, mslp, td}	open_access
GMU00010670	1	BAMBERG GERMANY	10.87	49.88	386	Germany	1949	1954	{mslp, td, t}	open_access
INI0000VOBG	1	BANGALORE	77.67	12.95	887.6	India	2005	2024	{td, t, wd, ws, slp}	non_commercial
INM00043296	2	BANGALORE/HINDUSTAN AIRPORT	77.63	12.95	888	India	1942	2024	{wd, t, ws, td, mslp, slp}	non_commercial
INM00043296	1	BANGALORE/HINDUSTAN AIRPORT	77.63	12.95	888	India	2023	2024	{wd, t, td, ws, slp}	non_commercial
SPI0000LEBR	1	BARDENAS REALES	-1.45	42.2	295	Spain	2004	2024	{td, t, wd, ws}	open_access
SPM00008087	2	BARDENAS REALES	-1.45	42.2	295	Spain	1970	2024	{td, t, ws, wd, slp, mslp}	open_access
SPM00008087	1	BARDENAS REALES	-1.45	42.2	295	Spain	2023	2024	{wd, t, td, ws}	open_access
INM00042748	2	BARODA AERODROME	73.27	22.33	37	India	2003	2024	{ws, mslp, t, td, wd, slp}	non_commercial
INM00042748	1	BARODA AERODROME	73.27	22.33	37	India	2023	2024	{t, td, ws, wd, mslp, slp}	non_commercial
AYM00089066	2	BASE SAN MARTIN	-67.13	-68.12	7	Antarctica	1940	1940	{mslp}	open_access
AYM00089066	1	BASE SAN MARTIN	-67.13	-68.12	7	Antarctica	1976	2024	{t, ws, wd, td, mslp, slp}	non_commercial
GGI0000UGSB	1	BATUMI	41.6	41.61	32	Georgia	1932	2024	{t, mslp, wd, ws, td, slp}	non_commercial
GGM00037496	1	BATUMI	41.63	41.6	11	Georgia	1955	2024	{td, mslp, wd, ws, t, slp}	non_commercial
RSMU0010999	5	BATUMI USSR	41.63	41.65	3	Russia	1932	1937	{mslp, t}	non_commercial
RSMU0010999	3	BATUMI USSR	41.63	41.65	3	Russia	2004	2004	{mslp, slp}	open_access
RSMU0010999	4	BATUMI USSR	41.63	41.65	3	Russia	2005	2008	{slp, mslp}	open_access
RSMU0010999	1	BATUMI USSR	41.63	41.65	3	Russia	2023	2024	{slp, ws, td, wd, t, mslp}	non_commercial
RSMU0010999	2	BATUMI USSR	41.63	41.65	3	Russia	2023	2024	{slp, mslp, wd, t, td, ws}	non_commercial
GMMU0010681	1	BAYREUTH GERMANY	11.57	49.97	361	Germany	1949	1954	{td, mslp, t}	open_access
TWI0000RCMT	1	BEIGAN	120	26.22	12.5	Taiwan	1999	2000	{wd, ws, t, td, mslp}	non_commercial
INM00043197	1	BELGAUM	74.53	15.85	753	India	1944	2024	{td, mslp, wd, t, ws, slp}	non_commercial
INMU0020517	2	BELGAUM INDIA	74.52	15.85	781	India	1944	1948	{t, td}	non_commercial
INMU0020517	1	BELGAUM INDIA	74.52	15.85	781	India	2023	2024	{ws, t, td, slp, wd, mslp}	non_commercial
UYM00086315	2	BELLA UNION	-57.58	-30.27	53	Uruguay	1981	2016	{td, t, ws, mslp, wd, slp}	non_commercial
UYM00086315	1	BELLA UNION	-57.58	-30.27	53	Uruguay	2023	2024	{mslp, slp, t, td, wd, ws}	non_commercial
GMA00109971	1	BERCHTESGADEN (AHP)	12.97	47.62	611	Germany	1973	1975	{wd, ws, mslp, t, td}	open_access
FRA00075281	1	BERGERAC	0.48	44.85	33	France	1981	1985	{td, t, ws, wd, mslp}	open_access
FRM00007528	1	BERGERAC	0.48	44.85	33	France	2006	2006	{td, t, slp, mslp, wd, ws}	open_access
GMM00009385	2	BERLIN/SCHONEFELD	13.52	52.38	48	Germany	1929	1939	{t, mslp}	open_access
GMM00009385	3	BERLIN/SCHONEFELD	13.52	52.38	48	Germany	1959	2000	{mslp, td, t, slp, ws, wd}	open_access
GMM00009385	1	BERLIN/SCHONEFELD	13.52	52.38	48	Germany	1991	2000	{t, slp, mslp, td, ws, wd}	open_access
BEI0000EBBX	1	BERTRIX	5.22	49.89	461.5	Belgium	2006	2008	{td, wd, t, ws}	open_access
BEM00006467	2	BERTRIX(BAFB)	5.22	49.9	461	Belgium	1984	1984	{td, wd, t, ws}	open_access
FRM00007638	2	BEZIERS VIAS	3.35	43.32	16	France	2005	2024	{mslp, t, slp, wd, ws, td}	open_access
FRM00007638	1	BEZIERS VIAS	3.35	43.32	16	France	2023	2024	{wd, t, ws, td}	open_access
NPI0000VNBW	1	BHAIRAHAWA	83.42	27.51	109.1	Nepal	1977	2024	{wd, t, ws, td, mslp, slp}	non_commercial
INM00042838	2	BHAUNAGAR	72.2	21.75	5	India	1944	2024	{ws, t, mslp, td, wd, slp}	non_commercial
INM00042838	1	BHAUNAGAR	72.2	21.75	5	India	2023	2024	{t, ws, td, wd}	non_commercial
INI0000VABV	2	BHAVNAGAR	72.19	21.75	13.4	India	1893	1894	{slp, mslp}	open_access
INI0000VABV	1	BHAVNAGAR	72.19	21.75	13.4	India	2011	2024	{td, wd, ws, t}	non_commercial
SFI0000FABE	1	BHISHO	27.28	-32.9	594.4	South Africa	1987	2024	{td, t, wd, ws, mslp, slp}	non_commercial
INI0000VABP	1	BHOPAL	77.34	23.29	524	India	1944	2024	{td, t, mslp, ws, wd, slp}	non_commercial
INMU0020417	2	BHOPAL INDIA	77.42	23.27	501	India	1944	1948	{t, td}	non_commercial
INMU0020417	1	BHOPAL INDIA	77.42	23.27	501	India	2023	2024	{t, ws, mslp, slp, td, wd}	non_commercial
INM00042081	2	BHUNTAR	77.17	31.83	1084	India	2002	2024	{td, ws, t, mslp, slp, wd}	non_commercial
INM00042081	1	BHUNTAR	77.17	31.83	1084	India	2023	2024	{td, ws, wd, t}	non_commercial
BKI0000LQBI	1	BIHAC	15.88	44.82	250	Bosnia and Herzegovina	1957	2003	{td, t, ws, mslp, wd, slp}	non_commercial
BKM00014528	2	BIHAC	15.88	44.82	250	Bosnia and Herzegovina	2001	2024	{td, t, mslp, wd, ws, slp}	non_commercial
ITI0000LIMO	1	BISBINO MOUNTAIN	9.07	45.87	1322	Italy	1973	2007	{ws, td, t, wd, slp, mslp}	non_commercial
SFA00687523	2	BISHO	27.28	-32.9	594	South Africa	1988	1996	{ws, wd, t, td}	non_commercial
SFA00687523	1	BISHO	27.28	-32.9	594	South Africa	2023	2024	{slp, td, wd, ws, t}	non_commercial
GMI0000EDRB	1	BITBURG	6.57	49.95	372.8	Germany	1997	1998	{td, t, ws, wd}	open_access
GMA00106100	1	BITBURG(US ARMY)	6.57	49.95	374	Germany	1952	2001	{td, t, wd, ws, slp, mslp}	open_access
UKI0000EGNH	2	BLACKPOOL	-3.03	53.77	10.4	United Kingdom	1973	2024	{td, t, mslp, wd, ws, slp}	open_access
UKA00037821	2	BLACKWALL	0.02	51.52	5	United Kingdom	1974	1988	{ws, t, wd, mslp, td, slp}	open_access
UKA00037821	1	BLACKWALL	0.02	51.52	5	United Kingdom	2023	2024	{td, ws, wd, t}	open_access
ITI0000LICP	1	BOCCADIFALCO	13.31	38.11	105.2	Italy	1943	2009	{td, t, mslp, ws, wd, slp}	non_commercial
GMN00000591	2	BOIZENBURG	10.69	53.39	45	Germany	1952	1960	{t, mslp, td}	open_access
GMN00000591	1	BOIZENBURG	10.69	53.39	45	Germany	1952	2020	{td, mslp, t, slp}	open_access
GMMU0010249	1	BOIZENBURG GERMANY (ELBE)	10.72	53.38	45	Germany	1952	1960	{td, mslp, t}	open_access
SFM00068261	2	BOLEPI HOUSE	28.25	-25.82	1517	South Africa	2013	2021	{wd, ws, t, td, slp, mslp}	non_commercial
SFM00068261	1	BOLEPI HOUSE	28.25	-25.82	1517	South Africa	2023	2024	{ws, wd, t, td}	non_commercial
ARI0000SAZI	1	BOLIVAR	-61.08	-36.19	93.9	Argentina	1973	2021	{td, mslp, ws, t, wd, slp}	non_commercial
ARM00087640	1	BOLIVAR AERO	-61.07	-36.2	94	Argentina	1973	2021	{td, t, mslp, ws, wd, slp}	non_commercial
ARM00087640	2	BOLIVAR AERO	-61.07	-36.2	94	Argentina	1989	2024	{mslp, td, t, wd, ws, slp}	non_commercial
INI0000VAJJ	1	BOMBAY / JUHU	72.83	19.12	4	India	2015	2024	{td, t, wd, ws}	non_commercial
INM00043002	3	BOMBAY / JUHU	72.83	19.12	3	India	2016	2016	{ws, mslp, slp, t, td}	non_commercial
INM00043002	1	BOMBAY / JUHU	72.83	19.12	3	India	2023	2024	{td, t, mslp, wd, ws, slp}	non_commercial
INM00043002	2	BOMBAY / JUHU	72.83	19.12	3	India	2023	2024	{td, t, mslp, wd, ws, slp}	non_commercial
KRM00091612	2	BONRIKI AIRPORT	173.15	1.38	2	Kiribati	2001	2024	{ws, t, mslp, td, wd, slp}	non_commercial
KRM00091612	1	BONRIKI AIRPORT	173.15	1.38	2	Kiribati	2023	2024	{t, td, mslp, ws, wd}	non_commercial
KRI0000NGTA	1	BONRIKI INTL	173.15	1.38	2.7	Kiribati	1944	2024	{td, ws, t, wd, mslp, slp}	non_commercial
FPI0000NTTB	2	BORA BORA	-151.75	-16.44	3	French Polynesia	1943	2024	{td, mslp, wd, ws, t, slp}	non_commercial
FPI0000NTTB	1	BORA BORA	-151.75	-16.44	3	French Polynesia	1943	2024	{t, ws, mslp, wd, td, slp}	open_access
FPM00091929	2	BORA-BORA	-151.75	-16.43	3	French Polynesia	1998	2024	{mslp, t, wd, td, ws, slp}	non_commercial
FPM00091929	1	BORA-BORA	-151.75	-16.43	3	French Polynesia	2024	2024	{ws, wd, t, td}	non_commercial
GMU00010432	1	BORKUMRIFF GERMANY	6.07	53.77	0	Germany	1934	1939	{t, mslp}	open_access
GMA00100021	1	BORKUMRIFF(LGT-VSL	6.37	53.78	6	Germany	1928	1989	{t, mslp, wd, ws, td, slp}	open_access
GMA00100021	2	BORKUMRIFF(LGT-VSL	6.37	53.78	6	Germany	1928	1989	{mslp, wd, t, ws, td, slp}	open_access
GMN00000619	2	BORKUM-SDERSTRAE	6.67	53.58	12	Germany	1929	1939	{t, mslp}	open_access
AGM00060372	1	BOUZAREAH	3	36.78	54.6	Algeria	2012	2022	{td, t, ws, wd, mslp}	non_commercial
UKM00003764	2	BRACKNELL (AUT)	-0.8	51.38	75	United Kingdom	1987	2002	{mslp, ws, t, wd, td, slp}	open_access
UKM00003764	1	BRACKNELL (AUT)	-0.8	51.38	75	United Kingdom	2023	2023	{td, t, wd, ws}	open_access
UKI0000EGRR	1	BRACKNELL/BEAUFORT	-0.78	51.38	74	United Kingdom	1973	2023	{td, ws, t, wd, mslp, slp}	open_access
JAW00043316	2	BRADY	130.5	33.63	14	Japan	1946	2024	{td, t, slp, ws, mslp, wd}	non_commercial
JAW00043316	1	BRADY	130.5	33.63	14	Japan	1950	1955	{ws, mslp, wd, slp, td, t}	non_commercial
POI0000LPBG	1	BRAGANCA	-6.71	41.86	690.4	Portugal	1948	2024	{t, mslp, ws, wd, td, slp}	non_commercial
POMU0068575	2	BRAGANCA PORTUGAL	-6.67	41.82	718	Portugal	1948	1961	{t}	non_commercial
POMU0068575	1	BRAGANCA PORTUGAL	-6.67	41.82	718	Portugal	2023	2024	{slp, ws, mslp, wd, t, td}	non_commercial
SIUO0011814	2	BRATISLAVA-TRNAVAKA	17.13	48.17	139	Slovenia	1948	1960	{t, slp}	open_access
SIUO0011814	1	BRATISLAVA-TRNAVAKA	17.13	48.17	139	Slovenia	2023	2024	{mslp, td, slp, ws, t, wd}	non_commercial
GMMU0010442	1	BREMEN GERMANY	8.78	53.08	4	Germany	1890	2007	{slp}	open_access
GMMU0010442	2	BREMEN GERMANY	8.78	53.08	4	Germany	1929	1939	{t, mslp}	open_access
GMI0000EDWW	3	BREMEN(ACC)	8.8	53.05	5	Germany	1890	2007	{slp}	open_access
GMI0000EDWW	1	BREMEN(ACC)	8.8	53.05	5	Germany	1890	2020	{slp, mslp, t, td}	open_access
GMI0000EDWW	2	BREMEN(ACC)	8.8	53.05	5	Germany	1929	1939	{mslp, t}	open_access
