observation_id,data_policy_licence,date_time,date_time_meaning,observation_duration,longitude,latitude,report_type,height_above_surface,observed_variable,units,observation_value,value_significance,platform_type,station_type,primary_station_id,station_name,quality_flag,source_id
USC00082220-2-1899-05-85-1,Open,1899-05-01 00:00:00+00:00,beginning,monthly,-86.094,30.724,CLIMAT,2.0,air_temperature,K,290.36,Minimum value over indicated period,,Land station,USC00082220,FL DE FUNIAK SPRINGS 1 E HCN,Passed,162
USC00082220-2-1899-06-85-0,Open,1899-06-01 00:00:00+00:00,beginning,monthly,-86.094,30.724,CLIMAT,2.0,air_temperature,K,307.45,Maximum value over indicated period,,Land station,USC00082220,FL DE FUNIAK SPRINGS 1 E HCN,Passed,162
USC00082220-2-1899-06-85-1,Open,1899-06-01 00:00:00+00:00,beginning,monthly,-86.094,30.724,CLIMAT,2.0,air_temperature,K,293.08,Minimum value over indicated period,,Land station,USC00082220,FL DE FUNIAK SPRINGS 1 E HCN,Passed,162
USC00082220-2-1899-07-85-0,Open,1899-07-01 00:00:00+00:00,beginning,monthly,-86.094,30.724,CLIMAT,2.0,air_temperature,K,307.01,Maximum value over indicated period,,Land station,USC00082220,FL DE FUNIAK SPRINGS 1 E HCN,Passed,162
USC00082220-2-1899-07-85-1,Open,1899-07-01 00:00:00+00:00,beginning,monthly,-86.094,30.724,CLIMAT,2.0,air_temperature,K,293.74,Minimum value over indicated period,,Land station,USC00082220,FL DE FUNIAK SPRINGS 1 E HCN,Passed,162
USC00082220-2-1899-08-85-0,Open,1899-08-01 00:00:00+00:00,beginning,monthly,-86.094,30.724,CLIMAT,2.0,air_temperature,K,306.69,Maximum value over indicated period,,Land station,USC00082220,FL DE FUNIAK SPRINGS 1 E HCN,Passed,162
USC00082220-2-1899-08-85-1,Open,1899-08-01 00:00:00+00:00,beginning,monthly,-86.094,30.724,CLIMAT,2.0,air_temperature,K,294.27,Minimum value over indicated period,,Land station,USC00082220,FL DE FUNIAK SPRINGS 1 E HCN,Passed,162
USC00082220-2-1899-09-85-0,Open,1899-09-01 00:00:00+00:00,beginning,monthly,-86.094,30.724,CLIMAT,2.0,air_temperature,K,304.97,Maximum value over indicated period,,Land station,USC00082220,FL DE FUNIAK SPRINGS 1 E HCN,Passed,162
USC00082220-2-1899-09-85-1,Open,1899-09-01 00:00:00+00:00,beginning,monthly,-86.094,30.724,CLIMAT,2.0,air_temperature,K,290.58,Minimum value over indicated period,,Land station,USC00082220,FL DE FUNIAK SPRINGS 1 E HCN,Passed,162
USC00082220-2-1899-10-85-0,Open,1899-10-01 00:00:00+00:00,beginning,monthly,-86.094,30.724,CLIMAT,2.0,air_temperature,K,300.7,Maximum value over indicated period,,Land station,USC00082220,FL DE FUNIAK SPRINGS 1 E HCN,Passed,162
USC00082220-2-1899-10-85-1,Open,1899-10-01 00:00:00+00:00,beginning,monthly,-86.094,30.724,CLIMAT,2.0,air_temperature,K,287.95,Minimum value over indicated period,,Land station,USC00082220,FL DE FUNIAK SPRINGS 1 E HCN,Passed,162
USC00082220-2-1899-11-85-0,Open,1899-11-01 00:00:00+00:00,beginning,monthly,-86.094,30.724,CLIMAT,2.0,air_temperature,K,296.32,Maximum value over indicated period,,Land station,USC00082220,FL DE FUNIAK SPRINGS 1 E HCN,Passed,162
USC00082220-2-1899-11-85-1,Open,1899-11-01 00:00:00+00:00,beginning,monthly,-86.094,30.724,CLIMAT,2.0,air_temperature,K,282.65,Minimum value over indicated period,,Land station,USC00082220,FL DE FUNIAK SPRINGS 1 E HCN,Passed,162
USC00082220-2-1899-12-85-0,Open,1899-12-01 00:00:00+00:00,beginning,monthly,-86.094,30.724,CLIMAT,2.0,air_temperature,K,290.3,Maximum value over indicated period,,Land station,USC00082220,FL DE FUNIAK SPRINGS 1 E HCN,Passed,162
USC00082220-2-1899-12-85-1,Open,1899-12-01 00:00:00+00:00,beginning,monthly,-86.094,30.724,CLIMAT,2.0,air_temperature,K,278.38,Minimum value over indicated period,,Land station,USC00082220,FL DE FUNIAK SPRINGS 1 E HCN,Passed,162
USC00082229-2-1899-07-85-0,Open,1899-07-01 00:00:00+00:00,beginning,monthly,-81.311,29.018,CLIMAT,2.0,air_temperature,K,304.5,Maximum value over indicated period,,Land station,USC00082229,FL DELAND 1 SSE,Passed,162
USC00082229-2-1899-07-85-1,Open,1899-07-01 00:00:00+00:00,beginning,monthly,-81.311,29.018,CLIMAT,2.0,air_temperature,K,294.97,Minimum value over indicated period,,Land station,USC00082229,FL DELAND 1 SSE,Passed,162
USC00082229-2-1899-08-85-0,Open,1899-08-01 00:00:00+00:00,beginning,monthly,-81.311,29.018,CLIMAT,2.0,air_temperature,K,305.26,Maximum value over indicated period,,Land station,USC00082229,FL DELAND 1 SSE,Passed,162
USC00082229-2-1899-08-85-1,Open,1899-08-01 00:00:00+00:00,beginning,monthly,-81.311,29.018,CLIMAT,2.0,air_temperature,K,295.35,Minimum value over indicated period,,Land station,USC00082229,FL DELAND 1 SSE,Passed,162
USC00082229-2-1899-11-85-0,Open,1899-11-01 00:00:00+00:00,beginning,monthly,-81.311,29.018,CLIMAT,2.0,air_temperature,K,297.63,Maximum value over indicated period,,Land station,USC00082229,FL DELAND 1 SSE,Passed,162
USC00082229-2-1899-11-85-1,Open,1899-11-01 00:00:00+00:00,beginning,monthly,-81.311,29.018,CLIMAT,2.0,air_temperature,K,285.8,Minimum value over indicated period,,Land station,USC00082229,FL DELAND 1 SSE,Passed,162
USC00082229-2-1899-12-85-0,Open,1899-12-01 00:00:00+00:00,beginning,monthly,-81.311,29.018,CLIMAT,2.0,air_temperature,K,294.04,Maximum value over indicated period,,Land station,USC00082229,FL DELAND 1 SSE,Passed,162
USC00082229-2-1899-12-85-1,Open,1899-12-01 00:00:00+00:00,beginning,monthly,-81.311,29.018,CLIMAT,2.0,air_temperature,K,282.29,Minimum value over indicated period,,Land station,USC00082229,FL DELAND 1 SSE,Passed,162
USC00082827-2-1899-01-85-0,Open,1899-01-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,294.47,Maximum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-01-85-1,Open,1899-01-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,283.89,Minimum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-02-85-0,Open,1899-02-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,295.9,Maximum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-02-85-1,Open,1899-02-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,282.64,Minimum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-03-85-0,Open,1899-03-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,299.93,Maximum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-03-85-1,Open,1899-03-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,285.86,Minimum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-04-85-0,Open,1899-04-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,300.09,Maximum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-04-85-1,Open,1899-04-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,286.72,Minimum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-05-85-0,Open,1899-05-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,306.7,Maximum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-05-85-1,Open,1899-05-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,292.31,Minimum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-06-85-0,Open,1899-06-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,306.69,Maximum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-06-85-1,Open,1899-06-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,294.8,Minimum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-07-85-0,Open,1899-07-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,304.98,Maximum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-07-85-1,Open,1899-07-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,295.8,Minimum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-08-85-0,Open,1899-08-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,306.89,Maximum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-08-85-1,Open,1899-08-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,296.37,Minimum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-09-85-0,Open,1899-09-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,304.59,Maximum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-09-85-1,Open,1899-09-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,294.21,Minimum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-10-85-0,Open,1899-10-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,301.1,Maximum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-10-85-1,Open,1899-10-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,291.56,Minimum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-11-85-0,Open,1899-11-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,298.44,Maximum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-11-85-1,Open,1899-11-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,286.43,Minimum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-12-85-0,Open,1899-12-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,294.49,Maximum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082827-2-1899-12-85-1,Open,1899-12-01 00:00:00+00:00,beginning,monthly,-81.683,28.85,CLIMAT,2.0,air_temperature,K,283.13,Minimum value over indicated period,,Land station,USC00082827,FL EUSTIS 2 S,Passed,162
USC00082915-2-1899-01-85-0,Open,1899-01-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,291.8,Maximum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-01-85-1,Open,1899-01-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,281.78,Minimum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-02-85-0,Open,1899-02-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,294.27,Maximum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-02-85-1,Open,1899-02-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,280.88,Minimum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-03-85-0,Open,1899-03-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,297.56,Maximum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-03-85-1,Open,1899-03-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,284.41,Minimum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-04-85-0,Open,1899-04-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,297.5,Maximum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-04-85-1,Open,1899-04-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,286.74,Minimum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-05-85-0,Open,1899-05-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,304.08,Maximum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-05-85-1,Open,1899-05-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,291.77,Minimum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-06-85-0,Open,1899-06-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,304.9,Maximum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-06-85-1,Open,1899-06-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,293.43,Minimum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-07-85-0,Open,1899-07-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,304.37,Maximum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-07-85-1,Open,1899-07-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,295.38,Minimum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-08-85-0,Open,1899-08-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,305.79,Maximum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-08-85-1,Open,1899-08-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,296.03,Minimum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-09-85-0,Open,1899-09-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,302.69,Maximum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-09-85-1,Open,1899-09-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,293.76,Minimum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-10-85-0,Open,1899-10-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,299.42,Maximum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-10-85-1,Open,1899-10-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,291.84,Minimum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-11-85-0,Open,1899-11-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,296.3,Maximum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-11-85-1,Open,1899-11-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,285.88,Minimum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-12-85-0,Open,1899-12-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,291.69,Maximum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00082915-2-1899-12-85-1,Open,1899-12-01 00:00:00+00:00,beginning,monthly,-81.539,29.755,CLIMAT,2.0,air_temperature,K,281.13,Minimum value over indicated period,,Land station,USC00082915,FL FEDERAL PT HCN,Passed,162
USC00083316-1-1899-01-85-0,Open,1899-01-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,291.62,Maximum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-01-85-1,Open,1899-01-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,281.89,Minimum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-02-85-0,Open,1899-02-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,291.42,Maximum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-02-85-1,Open,1899-02-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,280.07,Minimum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-04-85-0,Open,1899-04-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,298.36,Maximum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-04-85-1,Open,1899-04-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,286.84,Minimum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-05-85-0,Open,1899-05-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,306.3,Maximum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-05-85-1,Open,1899-05-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,293.43,Minimum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-06-85-0,Open,1899-06-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,308.23,Maximum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-06-85-1,Open,1899-06-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,294.45,Minimum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-07-85-0,Open,1899-07-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,306.95,Maximum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-07-85-1,Open,1899-07-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,295.75,Minimum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-08-85-0,Open,1899-08-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,307.29,Maximum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-08-85-1,Open,1899-08-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,296.32,Minimum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-09-85-0,Open,1899-09-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,303.44,Maximum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-09-85-1,Open,1899-09-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,293.23,Minimum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-10-85-0,Open,1899-10-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,300.44,Maximum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-10-85-1,Open,1899-10-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,290.66,Minimum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-11-85-0,Open,1899-11-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,296.76,Maximum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-11-85-1,Open,1899-11-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,285.51,Minimum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-12-85-0,Open,1899-12-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,291.72,Maximum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00083316-1-1899-12-85-1,Open,1899-12-01 00:00:00+00:00,beginning,monthly,-82.35,29.65,CLIMAT,2.0,air_temperature,K,280.23,Minimum value over indicated period,,Land station,USC00083316,FL GAINESVILLE UNIV OF FL,Passed,161
USC00088082-1-1899-01-85-0,Open,1899-01-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,293.67,Maximum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-01-85-1,Open,1899-01-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,287.36,Minimum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-02-85-0,Open,1899-02-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,295.35,Maximum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-02-85-1,Open,1899-02-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,286.4,Minimum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-03-85-0,Open,1899-03-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,297.56,Maximum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-03-85-1,Open,1899-03-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,289.31,Minimum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-04-85-0,Open,1899-04-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,297.04,Maximum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-04-85-1,Open,1899-04-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,290.22,Minimum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-05-85-0,Open,1899-05-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,301.38,Maximum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-05-85-1,Open,1899-05-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,294.78,Minimum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-06-85-0,Open,1899-06-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,302.73,Maximum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-06-85-1,Open,1899-06-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,295.61,Minimum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-07-85-0,Open,1899-07-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,303.36,Maximum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-07-85-1,Open,1899-07-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,296.97,Minimum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-08-85-0,Open,1899-08-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,304.81,Maximum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-08-85-1,Open,1899-08-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,296.83,Minimum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-09-85-0,Open,1899-09-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,303.04,Maximum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-09-85-1,Open,1899-09-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,296.98,Minimum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-10-85-0,Open,1899-10-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,299.46,Maximum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-10-85-1,Open,1899-10-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,294.88,Minimum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-11-85-0,Open,1899-11-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,296.91,Maximum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
USC00088082-1-1899-11-85-1,Open,1899-11-01 00:00:00+00:00,beginning,monthly,-80.483,27.817,CLIMAT,2.0,air_temperature,K,291.56,Minimum value over indicated period,,Land station,USC00088082,FL SEBASTIAN,Passed,162
