Station_id,primary_station_id_2,primary_station_id_3,record_number,data_policy_licence,region,sub_region,elevation,Station_name,source,,
CHM00057655,57655-1-286,CHM00057655-220,9,0,47,2,143,YUANLING 57655,220,,
CHM00057713,57713-1-286,CHM00057713-220,8,0,47,2,845,ZUNYI 57713,220,,
CHM00057766,57766-1-286,CHM00057766-245,1,0,47,2,245,SHAO-YANG CHINA 05776,245,,
CHM00057776,57776-1-286,CHM00057776-220,10,0,47,2,1268,NANYUE 57776,220,,
CHM00057853,57853-1-286,CHM00057853-220,9,0,47,2,340,WUGANG 57853,220,,
CHM00057916,57916-1-286,CHM00057916-220,9,0,47,2,441,LUODIAN 57916,220,,
CHM00057932,57932-1-286,CHM00057932-220,12,0,47,2,287,RONGJIANG 57932,220,,
CHM00057972,57972-1-286,CHM00057972-245,1,0,47,2,171,CHEN-HSIEN CHINA (CHENGHSIEN) 05797,245,,
CHM00058150,58150-1-286,CHM00058150-220,10,0,47,2,3,SHEYANG,220,,
CHM00058203,58203-1-286,CHM00058203-220,17,0,47,2,33,FUYANG 58203,220,,
CHM00058208,58208-1-286,CHM00058208-220,10,0,47,2,44,GUSHI 58208,220,,
CHM00058221,58221-1-286,CHM00058221-220,12,0,47,2,28,BENGBU 58221,220,,
CHM00058251,58251-1-286,CHM00058251-220,13,0,47,2,4,DONGTAI 58251,220,,
CHM00058265,58265-1-286,CHM00058265-245,1,0,47,2,10,LU-SSU CHINA (LUSZU) 05826,245,,
CHM00058314,58314-1-286,CHM00058314-220,11,0,47,2,68,HUOSHAN 58314,220,,
CHM00058362,58362-1-286,CHM00058362-220,5,0,47,2,4,SHANGHAI 58362,220,,
CHM00058437,58437-1-286,CHM00058437-245,1,0,47,2,1833,HUANG-SHAN CHINA 05843,245,,
CHM00058477,58477-1-286,CHM00058477-220,11,0,47,2,37,DINGHAI 58477,220,,
CHM00058606,58606-1-286,CHM00058606-245,1,0,47,2,49,NAN-CHANG CHINA 05860,245,,
CHM00058715,58715-1-286,CHM00058715-220,10,0,47,2,82,NANCHENG 58715,220,,
CHM00058752,58752-1-286,CHM00058752-220,4,0,47,2,38,RUIAN 58752,220,,
CHM00058834,58834-1-286,CHM00058834-220,11,0,47,2,153,NANPING 58834,220,,
CHM00058911,58911-1-286,CHM00058911-220,9,0,47,2,311,CHANGTING 58911,220,,
CHM00058921,58921-1-286,CHM00058921-220,9,0,47,2,204,YONGAN 58921,220,,
CHM00059046,59046-1-286,CHM00059046-220,10,0,47,2,97,LIUZHOU 59046,220,,
CHM00059058,59058-1-286,CHM00059058-220,8,0,47,2,145,MENGSHAN 59058,220,,
CHM00059072,59072-1-286,CHM00059072-220,11,0,47,2,98,LIANZHOU 59072,220,,
CHM00059087,59087-1-286,CHM00059087-245,1,0,47,2,68,FO-KANG CHINA (FUKANG) 05908,245,,
CHM00059096,59096-1-286,CHM00059096-245,1,0,47,2,214,LIEN-PING CHINA 05909,245,,
CHM00059102,59102-1-286,CHM00059102-220,9,0,47,2,299,XUNWU 59102,220,,
CHM00059117,59117-1-286,CHM00059117-220,15,0,47,2,82,MEI-HSIEN CHINA 05911,220,,
CHM00059211,59211-1-286,CHM00059211-220,9,0,47,2,177,BAISE 59211,220,,
CHM00059265,59265-1-286,CHM00059265-220,8,0,47,2,120,WUZHOU 59265,220,,
CHM00059278,59278-1-286,CHM00059278-245,2,0,47,2,16,KAO-YAO CHINA 05927,245,,
CHM00059293,59293-1-286,CHM00059293-220,14,0,47,2,41,HEYUAN 59293,220,,
CHM00059417,59417-1-286,CHM00059417-245,1,0,47,2,129,LUNG-CHING CHINA (LUNGCHIM) 05941,245,,
CHM00059456,59456-1-286,CHM00059456-220,11,0,47,2,84,XINYI 59456,220,,
CHM00059501,59501-1-286,CHM00059501-220,10,0,47,2,5,SHANWEI 59501,220,,
CHM00059644,59644-1-286,CHM00059644-220,8,0,47,2,10,PEI-HAI CHINA (PAKHOI) 05964,220,,
CHM00059758,59758-2-286,CHM00059758-220,14,0,47,2,24,HAIKOU,220,,
CHU50527-10,50527-1-286,CHU50527-10-284,1,0,47,2,613,HAILAR,284,,
CHU51076-10,51076-1-286,CHU51076-10-284,1,0,47,2,737,ALTAY,284,,
CHU54511-10,54511-1-286,CHU54511-10-284,1,0,47,2,55,BEIJING,284,,
CHU56004-10,56004-1-286,CHU56004-10-284,1,0,47,2,4534,TUOTUOHE,284,,
CHU57461-10,57461-1-286,CHU57461-10-284,1,0,47,2,134,YICHANG,284,,
CHU59316-10,59316-1-286,CHU59316-10-284,1,0,47,2,7,SHANTOU,284,,
CHU59758-10,59758-1-286,CHU59758-10-284,1,0,47,2,18,HAIKOU,284,,
CHU028502-2,28502-2-286,CHU028502-2-286,1,0,190,2,212,VJATSKIEPOLJANY,286,,
CHU029209-2,29209-2-286,CHU029209-2-286,1,0,190,2,99,MAJSK,286,,
CHU029328-2,29328-2-286,CHU029328-2-286,1,0,190,2,110,BAKCHAR,286,,
CHU029576-1,29576-1-286,CHU029576-1-286,1,0,190,2,375,UJAR,286,,
CHU029662-2,29662-2-286,CHU029662-2-286,1,0,190,2,321,BALAHTA,286,,
CHU029726-1,29726-1-286,CHU029726-1-286,1,0,190,2,132,ORDYNSKOE,286,,
CHU057127-1,57127-1-286,CHU057127-1-286,1,0,47,2,509,HANZHONG,286,,
CHU071933-1,71933-1-286,CHU071933-1-286,1,0,37,4,232,FORTCHIPEWYANARPT,286,,
CHM00045005,450050-1-302,CHM00045005-220,5,1,0,2,62,HONG KONG OBSERVATORY 45005,220,,
CHI0000ZSSS,320-00013-320,CHI0000ZSSS-223,9,0,47,2,3,HONGQIAO INTL 58367,223,,
CHM00054498,320-00003-320,CHM00054498-220,5,0,47,2,0,APPROXIMATE LOCALE 54498,220,,
CHM00054527,320-00030-320,CHM00054527-220,9,0,47,2,5,TIANJIN 54527,220,,
CHM00057494,320-00036-320,CHM00057494-245,1,0,47,2,23,HAN-KOU CHINA (HANKOW) 05749,245,,
CHM00059278,320-00040-320,CHM00059278-245,1,0,47,2,16,KAO-YAO CHINA 05927,245,,
CHU20-00001,320-00001-320,CHU20-00001-320,1,0,47,2,136,AIGUN,320,,
CHU20-00002,320-00002-320,CHU20-00002-320,1,0,47,2,203,KUNGCHULING,320,,
CHU20-00004,320-00004-320,CHU20-00004-320,1,0,0,2,72,NORTH SADDLE,320,,
CHU20-00005,320-00005-320,CHU20-00005-320,1,0,0,2,63,STEEP ISLAND,320,,
CHU20-00006,320-00006-320,CHU20-00006-320,1,0,0,2,12,SE PROMONTORY,320,,
CHU20-00007,320-00007-320,CHU20-00007-320,1,0,0,2,82,PEIYUSHAN,320,,
CHU20-00008,320-00008-320,CHU20-00008-320,1,0,0,2,53,SHAWEISHAN,320,,
CHU20-00009,320-00009-320,CHU20-00009-320,1,0,0,2,75,GUTZLAFF,320,,
CHU20-00010,320-00010-320,CHU20-00010-320,1,0,0,2,2,NEWCHWANG,320,,
CHU20-00011,320-00011-320,CHU20-00011-320,1,0,47,2,54,NE PROMONTORY,320,,
CHU20-00012,320-00012-320,CHU20-00012-320,1,0,47,2,4,CHINHAI,320,,
CHU20-00014,320-00014-320,CHU20-00014-320,1,0,47,2,3,CHEFOO,320,,
CHU20-00015,320-00015-320,CHU20-00015-320,1,0,47,2,4,WU-CHANG,320,,
CHU20-00016,320-00016-320,CHU20-00016-320,1,0,0,2,90,HOWKI,320,,
CHU20-00017,320-00017-320,CHU20-00017-320,1,0,47,2,4,WENCHOW,320,,
CHU20-00018,320-00018-320,CHU20-00018-320,1,0,0,2,110,TUNG YUNG,320,,
CHU20-00019,320-00019-320,CHU20-00019-320,1,0,47,2,10,HANGCHOW,320,,
CHU20-00020,320-00020-320,CHU20-00020-320,1,0,0,2,59,MIDDLE DOG,320,,
CHU20-00021,320-00021-320,CHU20-00021-320,1,0,0,2,65,TURNABOUT,320,,
CHU20-00022,320-00022-320,CHU20-00022-320,1,0,0,2,18,CHINWANGTAO,320,,
CHU20-00023,320-00023-320,CHU20-00023-320,1,0,47,2,12,CHINKIANG,320,,
CHU20-00024,320-00024-320,CHU20-00024-320,1,0,0,2,62,OCKSEU,320,,
CHU20-00025,320-00025-320,CHU20-00025-320,1,0,47,2,20,PAGODA ANCHORAGE,320,,
CHU20-00027,320-00027-320,CHU20-00027-320,1,0,47,2,21,WUHU,320,,
CHU20-00028,320-00028-320,CHU20-00028-320,1,0,47,2,5,AMOY,320,,
CHU20-00029,320-00029-320,CHU20-00029-320,1,0,0,2,58,LAMOCKS,320,,
CHU20-00031,320-00031-320,CHU20-00031-320,1,0,47,2,3,SWATOW,320,,
CHU20-00032,320-00032-320,CHU20-00032-320,1,0,0,2,17,BREAKER POINT,320,,
CHU20-00033,320-00033-320,CHU20-00033-320,1,0,47,2,38,PEIPING,320,,
CHU20-00034,320-00034-320,CHU20-00034-320,1,0,47,2,46,KIUKIANG,320,,
CHU20-00035,320-00035-320,CHU20-00035-320,1,0,0,2,28,CHILANG POINT,320,,
CHU20-00037,320-00037-320,CHU20-00037-320,1,0,47,2,9,CANTON,320,,
CHU20-00038,320-00038-320,CHU20-00038-320,1,0,47,2,76,YOCHOW,320,,
CHU20-00039,320-00039-320,CHU20-00039-320,1,0,47,2,76,YOCHOW,320,,
CHU20-00041,320-00041-320,CHU20-00041-320,1,0,47,2,60,CHANGSHA,320,,
CHU20-00042,320-00042-320,CHU20-00042-320,1,0,47,2,11,WUCHOW,320,,
CHU20-00043,320-00043-320,CHU20-00043-320,1,0,47,2,113,ICHANG,320,,
CHU20-00044,320-00044-320,CHU20-00044-320,1,0,47,2,3,KIUNGCHOW,320,,
CHU20-00045,320-00045-320,CHU20-00045-320,1,0,0,2,4,LAMKO,320,,
CHU20-00046,320-00046-320,CHU20-00046-320,1,0,0,2,4,PAKHOI,320,,
CHU20-00048,320-00048-320,CHU20-00048-320,1,0,47,2,230,CHUNGKING,320,,
CHU20-00049,320-00049-320,CHU20-00049-320,1,0,47,2,1634,TUNG YUEH,320,,
CHU20-00050,320-00050-320,CHU20-00050-320,1,0,47,2,15,TULUFAN,320,,
CHU20-00051,320-00051-320,CHU20-00051-320,1,0,47,2,915,TIWHA,320,,
CHU20-00052,320-00052-320,CHU20-00052-320,1,0,47,2,970,KUCHAR,320,,
CHM00059293,CHN04100-321,CHM00059293-220,13,0,47,2,41,HEYUAN 59293,220,,
CHUCHN01100,CHN01100-321,CHUCHN01100-321,1,0,47,2,146,HONGSHAN,321,,
CHUCHN01300,CHN01300-321,CHUCHN01300-321,1,0,47,2,15,JIAOZHOU,321,,
CHUCHN01500,CHN01500-321,CHUCHN01500-321,1,0,47,2,50,LICANG,321,,
CHUCHN01700,CHN01700-321,CHUCHN01700-321,1,0,47,2,20,SCHATSYKOU,321,,
CHUCHN01800,CHN01800-321,CHUCHN01800-321,1,0,0,2,70,TSCHALIENTAU,321,,
CHUCHN02000,CHN02000-321,CHUCHN02000-321,1,0,47,2,243,CHONGQING,321,,
CHUCHN02100,CHN02100-321,CHUCHN02100-321,1,0,47,2,326,WUHAN,321,,
CHUCHN04000,CHN04000-321,CHUCHN04000-321,1,0,47,2,156,MEIZHOU,321,,
CHM00054858,999999-43205-335,CHM00054858-220,1,0,47,2,10,CANG-KOU 54858,220,,
CHM00054857,336-00004-336,CHM00054857-245,1,0,47,2,78,CHING-TAO CHINA (TSINGTAO) 05485,245,,
CHU36-00002,336-00002-336,CHU36-00002-336,1,0,0,2,43,GUANGZHOU_23005HG,336,,
CHU36-00003,336-00003-336,CHU36-00003-336,1,0,47,2,32,GUANGZHOU_2300201,336,,
CHU36-00006,336-00006-336,CHU36-00006-336,1,0,47,2,49,WUHAN_1901203,336,,
CIM00060007,WMO60007-1-220,CIM00060007-220,2,1,0,3,14,CALDERA CHILE 06000,220,,
CIM00060007,WMO60007-2-220,CIM00060007-220,3,1,0,3,14,CALDERA CHILE 06000,220,,
CIM00060007,WMO60007-3-220,CIM00060007-220,4,1,0,3,14,CALDERA CHILE 06000,220,,
CIM00060007,WMO60007-4-220,CIM00060007-220,5,1,0,3,14,CALDERA CHILE 06000,220,,
CIM00060007,WMO60007-5-220,CIM00060007-220,6,1,0,3,14,CALDERA CHILE 06000,220,,
CIM00060007,WMO60007-6-220,CIM00060007-220,7,1,0,3,14,CALDERA CHILE 06000,220,,
CIM00060007,WMO60007-7-220,CIM00060007-220,8,1,0,3,14,CALDERA CHILE 06000,220,,
CIM00060007,WMO60007-8-220,CIM00060007-220,9,1,0,3,14,CALDERA CHILE 06000,220,,
CIM00060010,WMO60010-1-220,CIM00060010-220,2,1,0,3,25,COQUIMBO CHILE (PUNTO TORTUGAS 06001,220,,
CIM00060010,WMO60010-10-220,CIM00060010-220,3,1,0,3,25,COQUIMBO CHILE (PUNTO TORTUGAS 06001,220,,
CIM00060010,WMO60010-2-220,CIM00060010-220,4,1,0,3,25,COQUIMBO CHILE (PUNTO TORTUGAS 06001,220,,
CIM00060010,WMO60010-3-220,CIM00060010-220,5,1,0,3,25,COQUIMBO CHILE (PUNTO TORTUGAS 06001,220,,
CIM00060010,WMO60010-4-220,CIM00060010-220,6,1,0,3,25,COQUIMBO CHILE (PUNTO TORTUGAS 06001,220,,
CIM00060010,WMO60010-5-220,CIM00060010-220,7,1,0,3,25,COQUIMBO CHILE (PUNTO TORTUGAS 06001,220,,
CIM00060010,WMO60010-6-220,CIM00060010-220,8,1,0,3,25,COQUIMBO CHILE (PUNTO TORTUGAS 06001,220,,
CIM00060010,WMO60010-7-220,CIM00060010-220,9,1,0,3,25,COQUIMBO CHILE (PUNTO TORTUGAS 06001,220,,
CIM00060010,WMO60010-8-220,CIM00060010-220,10,1,0,3,25,COQUIMBO CHILE (PUNTO TORTUGAS 06001,220,,
CIM00060010,WMO60010-9-220,CIM00060010-220,11,1,0,3,25,COQUIMBO CHILE (PUNTO TORTUGAS 06001,220,,
CIM00060010,WMO60010-11-220,CIM00060010-220,12,1,0,3,25,COQUIMBO CHILE (PUNTO TORTUGAS 06001,220,,
CIM00060018,WMO60018-1-220,CIM00060018-220,2,1,45,3,1070,SAN JOSE DE MAIPO CHILE 06001,220,,
CIM00060018,WMO60018-2-220,CIM00060018-220,3,1,45,3,1070,SAN JOSE DE MAIPO CHILE 06001,220,,
CIM00060028,WMO60028-1-220,CIM00060028-220,2,1,45,3,177,TRAIGUEN CHILE 06002,220,,
CIM00060028,WMO60028-2-220,CIM00060028-220,3,1,45,3,177,TRAIGUEN CHILE 06002,220,,
CIM00085405,WMO85405-1-220,CIM00085405-220,3,1,45,3,29,CHINCHORRO 85405,220,,
CIM00085448,WMO85448-1-220,CIM00085448-220,2,1,45,3,146,LA SERENA 85448,220,,
CIM00085464,WMO85464-1-220,CIM00085464-220,2,1,45,3,2251,EL JUNCAL 85464,220,,
CIM00085466,WMO85466-2-220,CIM00085466-220,2,1,45,3,55,CALDERA 85466,220,,
CIM00085466,WMO85466-1-220,CIM00085466-220,3,1,45,3,55,CALDERA 85466,220,,
CIM00085467,WMO85467-3-220,CIM00085467-220,1,1,45,3,204,DESIERTO DE ATACMA 85467,220,,
CIM00085467,WMO85467-2-220,CIM00085467-220,2,1,45,3,204,DESIERTO DE ATACMA 85467,220,,
CIM00085467,WMO85467-1-220,CIM00085467-220,3,1,45,3,204,DESIERTO DE ATACMA 85467,220,,
CIM00085467,WMO85467-4-220,CIM00085467-220,4,1,45,3,204,DESIERTO DE ATACMA 85467,220,,
CIM00085467,WMO85467-5-220,CIM00085467-220,5,1,45,3,204,DESIERTO DE ATACMA 85467,220,,
CIM00085468,WMO85468-1-220,CIM00085468-220,2,1,45,3,20,HANGOA-ROA 85468,220,,
CIM00085545,WMO85545-1-220,CIM00085545-220,2,1,10,3,3851,CARACOLES 85545,220,,
CIM00085548,WMO85548-2-220,CIM00085548-220,3,1,45,3,816,LOS ANDES 85548,220,,
CIM00085548,WMO85548-1-220,CIM00085548-220,4,1,45,3,816,LOS ANDES 85548,220,,
CIM00085558,WMO85558-6-220,CIM00085558-220,3,1,0,3,41,PUNTA ANGELES 85558,220,,
CIM00085558,WMO85558-5-220,CIM00085558-220,4,1,0,3,41,PUNTA ANGELES 85558,220,,
CIM00085558,WMO85558-4-220,CIM00085558-220,5,1,0,3,41,PUNTA ANGELES 85558,220,,
CIM00085558,WMO85558-3-220,CIM00085558-220,6,1,0,3,41,PUNTA ANGELES 85558,220,,
CIM00085558,WMO85558-2-220,CIM00085558-220,7,1,0,3,41,PUNTA ANGELES 85558,220,,
CIM00085558,WMO85558-1-220,CIM00085558-220,8,1,0,3,41,PUNTA ANGELES 85558,220,,
CIM00085558,WMO85558-7-220,CIM00085558-220,9,1,0,3,41,PUNTA ANGELES 85558,220,,
CIM00085577,WMO85577-6-220,CIM00085577-220,6,1,45,3,520,QUINTA NORMAL 85577,220,,
CIM00085577,WMO85577-5-220,CIM00085577-220,7,1,45,3,520,QUINTA NORMAL 85577,220,,
CIM00085577,WMO85577-4-220,CIM00085577-220,8,1,45,3,520,QUINTA NORMAL 85577,220,,
CIM00085577,WMO85577-3-220,CIM00085577-220,9,1,45,3,520,QUINTA NORMAL 85577,220,,
CIM00085577,WMO85577-2-220,CIM00085577-220,10,1,45,3,520,QUINTA NORMAL 85577,220,,
CIM00085577,WMO85577-1-220,CIM00085577-220,11,1,45,3,520,QUINTA NORMAL 85577,220,,
CIM00085620,WMO85620-1-220,CIM00085620-220,2,1,45,3,97,TALCA 85620,220,,
CIM00085640,WMO85640-6-220,CIM00085640-220,1,1,45,3,14,CONSTITUCION/QUIVOL,220,,
CIM00085640,WMO85640-5-220,CIM00085640-220,2,1,45,3,14,CONSTITUCION/QUIVOL,220,,
CIM00085640,WMO85640-4-220,CIM00085640-220,3,1,45,3,14,CONSTITUCION/QUIVOL,220,,
CIM00085640,WMO85640-3-220,CIM00085640-220,4,1,45,3,14,CONSTITUCION/QUIVOL,220,,
CIM00085640,WMO85640-2-220,CIM00085640-220,5,1,45,3,14,CONSTITUCION/QUIVOL,220,,
CIM00085640,WMO85640-1-220,CIM00085640-220,6,1,45,3,14,CONSTITUCION/QUIVOL,220,,
CIM00085725,WMO85725-3-220,CIM00085725-220,1,1,45,3,350,VICTORIA 85725,220,,
CIM00085725,WMO85725-2-220,CIM00085725-220,2,1,45,3,350,VICTORIA 85725,220,,
CIM00085725,WMO85725-1-220,CIM00085725-220,3,1,45,3,350,VICTORIA 85725,220,,
CIM00085767,WMO85767-2-220,CIM00085767-220,3,1,45,3,13,CAUCAU 85767,220,,
CIM00085767,WMO85767-1-220,CIM00085767-220,4,1,45,3,13,CAUCAU 85767,220,,
CIM00085801,WMO85801-2-220,CIM00085801-220,4,1,45,3,5,PUERTO MONTT/LA CH 85801,220,,
CIM00085801,WMO85801-1-220,CIM00085801-220,5,1,45,3,5,PUERTO MONTT/LA CH 85801,220,,
CIM00085820,WMO85820-2-220,CIM00085820-220,2,1,45,3,366,SEGUNDO CORRAL ALTO 85820,220,,
CIM00085820,WMO85820-1-220,CIM00085820-220,3,1,45,3,366,SEGUNDO CORRAL ALTO 85820,220,,
CIM00085889,WMO85889-2-220,CIM00085889-220,1,1,45,3,46,FARO RAPER 85889,220,,
CIM00085889,WMO85889-1-220,CIM00085889-220,2,1,45,3,46,FARO RAPER 85889,220,,
CIM00085889,WMO85889-3-220,CIM00085889-220,3,1,45,3,46,FARO RAPER 85889,220,,
CIM00085889,WMO85889-4-220,CIM00085889-220,4,1,45,3,46,FARO RAPER 85889,220,,
CIM00085896,WMO85896-3-220,CIM00085896-220,1,1,0,3,56,ISLOTES EVANGELISTAS 85896,220,,
CIM00085896,WMO85896-2-220,CIM00085896-220,2,1,0,3,56,ISLOTES EVANGELISTAS 85896,220,,
CIM00085896,WMO85896-1-220,CIM00085896-220,3,1,0,3,56,ISLOTES EVANGELISTAS 85896,220,,
CIM00085896,WMO85896-4-220,CIM00085896-220,4,1,0,3,56,ISLOTES EVANGELISTAS 85896,220,,
CIM00085930,WMO85930-4-220,CIM00085930-220,3,1,0,3,52,ISLOTES EVANGELISTAS 85930,220,,
CIM00085930,WMO85930-3-220,CIM00085930-220,4,1,0,3,52,ISLOTES EVANGELISTAS 85930,220,,
CIM00085930,WMO85930-2-220,CIM00085930-220,5,1,0,3,52,ISLOTES EVANGELISTAS 85930,220,,
CIM00085930,WMO85930-1-220,CIM00085930-220,6,1,0,3,52,ISLOTES EVANGELISTAS 85930,220,,
CIM00085930,WMO85930-5-220,CIM00085930-220,7,1,0,3,52,ISLOTES EVANGELISTAS 85930,220,,
CIM00085941,WMO85941-1-220,CIM00085941-220,4,1,0,3,8,PUNTA ARENAS EAST 85941,220,,
CIM00085968,WMO85968-3-220,CIM00085968-220,1,1,45,3,27,PUERTO WILLIAMS 85968,220,,
CIM00085968,WMO85968-2-220,CIM00085968-220,2,1,45,3,27,PUERTO WILLIAMS 85968,220,,
CIM00085968,WMO85968-1-220,CIM00085968-220,3,1,45,3,27,PUERTO WILLIAMS 85968,220,,
CIM00085968,WMO85968-4-220,CIM00085968-220,4,1,45,3,27,PUERTO WILLIAMS 85968,220,,
CIM00085968,WMO85968-5-220,CIM00085968-220,5,1,45,3,27,PUERTO WILLIAMS 85968,220,,
CIM00085970,WMO85970-2-220,CIM00085970-220,1,1,0,3,11,ISLA HORNOS 85970,220,,
CIM00085970,WMO85970-1-220,CIM00085970-220,2,1,0,3,11,ISLA HORNOS 85970,220,,
CIM00085972,WMO85972-8-220,CIM00085972-220,2,1,0,3,11,ISLA DIEGO RAMIREZ 85972,220,,
CIM00085972,WMO85972-7-220,CIM00085972-220,3,1,0,3,11,ISLA DIEGO RAMIREZ 85972,220,,
CIM00085972,WMO85972-6-220,CIM00085972-220,4,1,0,3,11,ISLA DIEGO RAMIREZ 85972,220,,
CIM00085972,WMO85972-5-220,CIM00085972-220,5,1,0,3,11,ISLA DIEGO RAMIREZ 85972,220,,
CIM00085972,WMO85972-4-220,CIM00085972-220,6,1,0,3,11,ISLA DIEGO RAMIREZ 85972,220,,
CIM00085972,WMO85972-3-220,CIM00085972-220,7,1,0,3,11,ISLA DIEGO RAMIREZ 85972,220,,
CIM00085972,WMO85972-2-220,CIM00085972-220,8,1,0,3,11,ISLA DIEGO RAMIREZ 85972,220,,
CIM00085972,WMO85972-1-220,CIM00085972-220,9,1,0,3,11,ISLA DIEGO RAMIREZ 85972,220,,
CIM00085972,WMO85972-10-220,CIM00085972-220,10,1,0,3,11,ISLA DIEGO RAMIREZ 85972,220,,
CIM00085972,WMO85972-9-220,CIM00085972-220,11,1,0,3,11,ISLA DIEGO RAMIREZ 85972,220,,
CIM00084792,WMO84792-1-220,CIM00084792-220,1,1,45,3,780,RUTEROS EAST 84792,220,,
CIM00085410,WMO85410-1-220,CIM00085410-220,1,1,45,3,3200,CHORRILLOS 85410,220,,
CIM00085631,WMO85631-1-220,CIM00085631-220,1,1,45,3,2156,ROBLEDAL NORTHWEST 85631,220,,
CIA00854171,AFWA854171-5-221,CIA00854171-221,3,1,45,3,5,IQUIQUE,221,,
CIA00854171,AFWA854171-4-221,CIA00854171-221,4,1,45,3,5,IQUIQUE,221,,
CIA00854171,AFWA854171-3-221,CIA00854171-221,5,1,45,3,5,IQUIQUE,221,,
CIA00854171,AFWA854171-2-221,CIA00854171-221,6,1,45,3,5,IQUIQUE,221,,
CIA00854171,AFWA854171-1-221,CIA00854171-221,7,1,45,3,5,IQUIQUE,221,,
CIA00855081,AFWA855081-4-221,CIA00855081-221,1,1,45,3,305,OVALLE/TUQUI,221,,
CIA00855081,AFWA855081-3-221,CIA00855081-221,2,1,45,3,305,OVALLE/TUQUI,221,,
CIA00855081,AFWA855081-2-221,CIA00855081-221,3,1,45,3,305,OVALLE/TUQUI,221,,
CIA00855081,AFWA855081-1-221,CIA00855081-221,4,1,45,3,305,OVALLE/TUQUI,221,,
CIA00855620,AFWA855620-4-221,CIA00855620-221,1,1,45,3,123,EL BELLOTO(CAFB),221,,
CIA00855620,AFWA855620-3-221,CIA00855620-221,2,1,45,3,123,EL BELLOTO(CAFB),221,,
CIA00855620,AFWA855620-2-221,CIA00855620-221,3,1,45,3,123,EL BELLOTO(CAFB),221,,
CIA00855620,AFWA855620-1-221,CIA00855620-221,4,1,45,3,123,EL BELLOTO(CAFB),221,,
CIA00855771,AFWA855771-3-221,CIA00855771-221,1,1,45,3,520,SANTIAGO Q NORMAL,221,,
CIA00855771,AFWA855771-2-221,CIA00855771-221,2,1,45,3,520,SANTIAGO Q NORMAL,221,,
CIA00855771,AFWA855771-1-221,CIA00855771-221,3,1,45,3,520,SANTIAGO Q NORMAL,221,,
CIA00855810,AFWA855810-4-221,CIA00855810-221,2,1,45,3,573,EL BOSQUE(CAFB),221,,
CIA00855810,AFWA855810-3-221,CIA00855810-221,3,1,45,3,573,EL BOSQUE(CAFB),221,,
CIA00855810,AFWA855810-2-221,CIA00855810-221,4,1,45,3,573,EL BOSQUE(CAFB),221,,
CIA00855810,AFWA855810-1-221,CIA00855810-221,5,1,45,3,573,EL BOSQUE(CAFB),221,,
CIA00856041,AFWA856041-3-221,CIA00856041-221,2,1,45,3,2155,SEWELL,221,,
CIA00856041,AFWA856041-2-221,CIA00856041-221,3,1,45,3,2155,SEWELL,221,,
CIA00856041,AFWA856041-1-221,CIA00856041-221,4,1,45,3,2155,SEWELL,221,,
CIA00856051,AFWA856051-3-221,CIA00856051-221,1,1,45,3,692,PARRON,221,,
CIA00856051,AFWA856051-2-221,CIA00856051-221,2,1,45,3,692,PARRON,221,,
CIA00856051,AFWA856051-1-221,CIA00856051-221,3,1,45,3,692,PARRON,221,,
CIA00856571,AFWA856571-4-221,CIA00856571-221,3,1,45,3,156,LINARES,221,,
CIA00856571,AFWA856571-3-221,CIA00856571-221,4,1,45,3,156,LINARES,221,,
CIA00856571,AFWA856571-2-221,CIA00856571-221,5,1,45,3,156,LINARES,221,,
CIA00856571,AFWA856571-1-221,CIA00856571-221,6,1,45,3,156,LINARES,221,,
CIA00856771,AFWA856771-2-221,CIA00856771-221,1,1,0,3,100,PUNTA TUMBES (LH),221,,
CIA00856771,AFWA856771-1-221,CIA00856771-221,2,1,0,3,100,PUNTA TUMBES (LH),221,,
CIA00857271,AFWA857271-2-221,CIA00857271-221,1,1,45,3,248,TRAIGUEN,221,,
CIA00857271,AFWA857271-1-221,CIA00857271-221,2,1,45,3,248,TRAIGUEN,221,,
CIA00857581,AFWA857581-2-221,CIA00857581-221,1,1,45,3,111,LONCOCHE,221,,
CIA00857581,AFWA857581-1-221,CIA00857581-221,2,1,45,3,111,LONCOCHE,221,,
CIA00858250,AFWA858250-3-221,CIA00858250-221,1,1,45,3,44,CASTRO/GAMBOA,221,,
CIA00858250,AFWA858250-2-221,CIA00858250-221,2,1,45,3,44,CASTRO/GAMBOA,221,,
CIA00858250,AFWA858250-1-221,CIA00858250-221,3,1,45,3,44,CASTRO/GAMBOA,221,,
CIA00858341,AFWA858341-1-221,CIA00858341-221,3,1,45,3,140,ISLA HUAFO,221,,
CIA00858891,AFWA858891-3-221,CIA00858891-221,2,1,45,3,40,CABO RAPER,221,,
CIA00858891,AFWA858891-2-221,CIA00858891-221,3,1,45,3,40,CABO RAPER,221,,
CIA00858891,AFWA858891-1-221,CIA00858891-221,4,1,45,3,40,CABO RAPER,221,,
CIA00858961,AFWA858961-2-221,CIA00858961-221,3,1,0,3,22,ISLA SAN PEDRO,221,,
CIA00858961,AFWA858961-1-221,CIA00858961-221,4,1,0,3,22,ISLA SAN PEDRO,221,,
CIA00859071,AFWA859071-2-221,CIA00859071-221,2,1,0,3,6,PUERTO EDEN,221,,
CIA00859071,AFWA859071-1-221,CIA00859071-221,3,1,0,3,6,PUERTO EDEN,221,,
