primary_station_id_3,primary_station_id_2,station_id,record_number,station_name,longitude,latitude,height_of_station_above_sea_level,sub_region,region,data_policy_licence
AQC00914000-120-3,AQC00914000-120,AQC00914000,3,AS AASUFOU,-170.767,-14.317,408.4,11,5,0
AQC00914000-161-1,AQC00914000-161,AQC00914000,1,AS AASUFOU,-170.767,-14.317,408.4,11,5,0
AQC00914000-233-2,AQC00914000-233,AQC00914000,2,AS AASUFOU,-170.767,-14.317,408.4,11,5,0
AQC00914594-120-2,AQC00914594-120,AQC00914594,2,AS MALAELOA,-170.767,-14.333,42.4,11,5,0
AQC00914594-161-1,AQC00914594-161,AQC00914594,1,AS MALAELOA,-170.767,-14.333,42.4,11,5,0
AQW00061705-120-5,AQW00061705-120,AQW00061705,5,AS PAGO PAGO WSO AP GSN,-170.714,-14.331,3.7,11,5,0
AQW00061705-160-7,AQW00061705-160,AQW00061705,7,AS PAGO PAGO WSO AP GSN,-170.714,-14.331,3.7,11,5,0
AQW00061705-161-1,AQW00061705-161,AQW00061705,1,AS PAGO PAGO WSO AP GSN,-170.714,-14.331,3.7,11,5,0
AQW00061705-163-3,AQW00061705-163,AQW00061705,3,AS PAGO PAGO WSO AP GSN,-170.714,-14.331,3.7,11,5,1
AQW00061705-164-2,AQW00061705-164,AQW00061705,2,AS PAGO PAGO WSO AP GSN,-170.714,-14.331,3.7,11,5,0
AQW00061705-166-8,AQW00061705-166,AQW00061705,8,AS PAGO PAGO WSO AP GSN,-170.714,-14.331,3.7,11,5,1
AQW00061705-233-4,AQW00061705-233,AQW00061705,4,AS PAGO PAGO WSO AP GSN,-170.714,-14.331,3.7,11,5,0
AQW00061705-234-6,AQW00061705-234,AQW00061705,6,AS PAGO PAGO WSO AP GSN,-170.714,-14.331,3.7,11,5,1
CQC00914080-120-3,CQC00914080-120,CQC00914080,3,MP CAPITOL HILL 1,145.75,15.214,252.1,148,5,0
CQC00914080-160-4,CQC00914080-160,CQC00914080,4,MP CAPITOL HILL 1,145.75,15.214,252.1,148,5,0
CQC00914080-161-1,CQC00914080-161,CQC00914080,1,MP CAPITOL HILL 1,145.75,15.214,252.1,148,5,0
CQC00914080-233-2,CQC00914080-233,CQC00914080,2,MP CAPITOL HILL 1,145.75,15.214,252.1,148,5,0
CQC00914801-120-3,CQC00914801-120,CQC00914801,3,MP ROTA AP,145.243,14.172,179.2,148,5,0
CQC00914801-160-4,CQC00914801-160,CQC00914801,4,MP ROTA AP,145.243,14.172,179.2,148,5,0
CQC00914801-161-1,CQC00914801-161,CQC00914801,1,MP ROTA AP,145.243,14.172,179.2,148,5,0
CQC00914801-233-2,CQC00914801-233,CQC00914801,2,MP ROTA AP,145.243,14.172,179.2,148,5,0
CQC00914855-120-5,CQC00914855-120,CQC00914855,5,MP SAIPAN INTL AP,145.717,15.117,65.5,148,5,0
CQC00914855-160-6,CQC00914855-160,CQC00914855,6,MP SAIPAN INTL AP,145.717,15.117,65.5,148,5,0
CQC00914855-161-2,CQC00914855-161,CQC00914855,2,MP SAIPAN INTL AP,145.717,15.117,65.5,148,5,0
CQC00914855-163-3,CQC00914855-163,CQC00914855,3,MP SAIPAN INTL AP,145.717,15.117,65.5,148,5,1
CQC00914855-228-1,CQC00914855-228,CQC00914855,1,MP SAIPAN INTL AP,145.717,15.117,65.5,148,5,0
CQC00914855-233-4,CQC00914855-233,CQC00914855,4,MP SAIPAN INTL AP,145.717,15.117,65.5,148,5,0
FMC00914163-120-3,FMC00914163-120,FMC00914163,3,FM DUGOR,138.121,9.537,20.1,583,5,0
FMC00914163-161-1,FMC00914163-161,FMC00914163,1,FM DUGOR,138.121,9.537,20.1,583,5,0
FMC00914163-233-2,FMC00914163-233,FMC00914163,2,FM DUGOR,138.121,9.537,20.1,583,5,0
FMC00914213-120-3,FMC00914213-120,FMC00914213,3,FM GILMAN,138.062,9.451,15.2,583,5,0
FMC00914213-161-1,FMC00914213-161,FMC00914213,1,FM GILMAN,138.062,9.451,15.2,583,5,0
FMC00914213-233-2,FMC00914213-233,FMC00914213,2,FM GILMAN,138.062,9.451,15.2,583,5,0
FMC00914251-120-2,FMC00914251-120,FMC00914251,2,FM FANANU,151.9,8.55,0.9,583,5,0
FMC00914251-160-3,FMC00914251-160,FMC00914251,3,FM FANANU,151.9,8.55,0.9,583,5,0
FMC00914251-161-1,FMC00914251-161,FMC00914251,1,FM FANANU,151.9,8.55,0.9,583,5,0
FMC00914325-120-3,FMC00914325-120,FMC00914325,3,FM KAPINGAMARANGI,154.8,1.083,2.7,583,5,0
FMC00914325-160-4,FMC00914325-160,FMC00914325,4,FM KAPINGAMARANGI,154.8,1.083,2.7,583,5,0
FMC00914325-161-1,FMC00914325-161,FMC00914325,1,FM KAPINGAMARANGI,154.8,1.083,2.7,583,5,0
FMC00914325-233-2,FMC00914325-233,FMC00914325,2,FM KAPINGAMARANGI,154.8,1.083,2.7,583,5,0
FMC00914395-120-3,FMC00914395-120,FMC00914395,3,FM KOSRAE,162.953,5.354,2.7,583,5,0
FMC00914395-160-4,FMC00914395-160,FMC00914395,4,FM KOSRAE,162.953,5.354,2.7,583,5,0
FMC00914395-161-1,FMC00914395-161,FMC00914395,1,FM KOSRAE,162.953,5.354,2.7,583,5,0
FMC00914395-233-2,FMC00914395-233,FMC00914395,2,FM KOSRAE,162.953,5.354,2.7,583,5,0
FMC00914419-120-2,FMC00914419-120,FMC00914419,2,FM LUKUNOCH,153.817,5.517,1.5,583,5,0
FMC00914419-160-3,FMC00914419-160,FMC00914419,3,FM LUKUNOCH,153.817,5.517,1.5,583,5,0
FMC00914419-161-1,FMC00914419-161,FMC00914419,1,FM LUKUNOCH,153.817,5.517,1.5,583,5,0
FMC00914429-120-3,FMC00914429-120,FMC00914429,3,FM LUWEECH,138.083,9.483,10.1,583,5,0
FMC00914429-161-1,FMC00914429-161,FMC00914429,1,FM LUWEECH,138.083,9.483,10.1,583,5,0
FMC00914429-233-2,FMC00914429-233,FMC00914429,2,FM LUWEECH,138.083,9.483,10.1,583,5,0
FMC00914585-120-3,FMC00914585-120,FMC00914585,3,FM NORTH FANIF,138.111,9.574,3,583,5,0
FMC00914585-160-4,FMC00914585-160,FMC00914585,4,FM NORTH FANIF,138.111,9.574,3,583,5,0
FMC00914585-161-1,FMC00914585-161,FMC00914585,1,FM NORTH FANIF,138.111,9.574,3,583,5,0
FMC00914585-233-2,FMC00914585-233,FMC00914585,2,FM NORTH FANIF,138.111,9.574,3,583,5,0
FMC00914590-120-3,FMC00914590-120,FMC00914590,3,FM NUKUORO,154.971,3.836,2.4,583,5,0
FMC00914590-160-4,FMC00914590-160,FMC00914590,4,FM NUKUORO,154.971,3.836,2.4,583,5,0
FMC00914590-161-1,FMC00914590-161,FMC00914590,1,FM NUKUORO,154.971,3.836,2.4,583,5,0
FMC00914590-233-2,FMC00914590-233,FMC00914590,2,FM NUKUORO,154.971,3.836,2.4,583,5,0
FMC00914710-120-3,FMC00914710-120,FMC00914710,3,FM PALIKIR,158.157,6.927,85.3,583,5,0
FMC00914710-161-1,FMC00914710-161,FMC00914710,1,FM PALIKIR,158.157,6.927,85.3,583,5,0
FMC00914710-233-2,FMC00914710-233,FMC00914710,2,FM PALIKIR,158.157,6.927,85.3,583,5,0
FMC00914720-120-3,FMC00914720-120,FMC00914720,3,FM PINGELAP,160.703,6.206,2.4,583,5,0
FMC00914720-160-4,FMC00914720-160,FMC00914720,4,FM PINGELAP,160.703,6.206,2.4,583,5,0
FMC00914720-161-1,FMC00914720-161,FMC00914720,1,FM PINGELAP,160.703,6.206,2.4,583,5,0
FMC00914720-233-2,FMC00914720-233,FMC00914720,2,FM PINGELAP,160.703,6.206,2.4,583,5,0
FMC00914761-120-2,FMC00914761-120,FMC00914761,2,FM POLOWAT,149.2,7.35,2.1,583,5,0
FMC00914761-160-3,FMC00914761-160,FMC00914761,3,FM POLOWAT,149.2,7.35,2.1,583,5,0
FMC00914761-161-1,FMC00914761-161,FMC00914761,1,FM POLOWAT,149.2,7.35,2.1,583,5,0
FMC00914808-120-3,FMC00914808-120,FMC00914808,3,FM RUMUNG,138.159,9.624,19.8,583,5,0
FMC00914808-160-4,FMC00914808-160,FMC00914808,4,FM RUMUNG,138.159,9.624,19.8,583,5,0
FMC00914808-161-1,FMC00914808-161,FMC00914808,1,FM RUMUNG,138.159,9.624,19.8,583,5,0
FMC00914808-233-2,FMC00914808-233,FMC00914808,2,FM RUMUNG,138.159,9.624,19.8,583,5,0
FMC00914831-120-3,FMC00914831-120,FMC00914831,3,FM TAMIL,138.15,9.55,21.3,583,5,0
FMC00914831-161-1,FMC00914831-161,FMC00914831,1,FM TAMIL,138.15,9.55,21.3,583,5,0
FMC00914831-233-2,FMC00914831-233,FMC00914831,2,FM TAMIL,138.15,9.55,21.3,583,5,0
FMC00914843-120-3,FMC00914843-120,FMC00914843,3,FM TOFOL,163.005,5.326,14.9,583,5,0
FMC00914843-161-1,FMC00914843-161,FMC00914843,1,FM TOFOL,163.005,5.326,14.9,583,5,0
FMC00914843-233-2,FMC00914843-233,FMC00914843,2,FM TOFOL,163.005,5.326,14.9,583,5,0
FMC00914892-120-3,FMC00914892-120,FMC00914892,3,FM ULITHI,139.8,10.033,1.8,583,5,0
FMC00914892-160-4,FMC00914892-160,FMC00914892,4,FM ULITHI,139.8,10.033,1.8,583,5,0
FMC00914892-161-1,FMC00914892-161,FMC00914892,1,FM ULITHI,139.8,10.033,1.8,583,5,0
FMC00914892-233-2,FMC00914892-233,FMC00914892,2,FM ULITHI,139.8,10.033,1.8,583,5,0
FMC00914898-120-3,FMC00914898-120,FMC00914898,3,FM UTWA,162.974,5.274,4,583,5,0
FMC00914898-161-1,FMC00914898-161,FMC00914898,1,FM UTWA,162.974,5.274,4,583,5,0
FMC00914898-233-2,FMC00914898-233,FMC00914898,2,FM UTWA,162.974,5.274,4,583,5,0
FMC00914911-120-3,FMC00914911-120,FMC00914911,3,FM WOLEAI ATOLL,143.908,7.376,2.1,583,5,0
FMC00914911-160-4,FMC00914911-160,FMC00914911,4,FM WOLEAI ATOLL,143.908,7.376,2.1,583,5,0
FMC00914911-161-1,FMC00914911-161,FMC00914911,1,FM WOLEAI ATOLL,143.908,7.376,2.1,583,5,0
FMC00914911-233-2,FMC00914911-233,FMC00914911,2,FM WOLEAI ATOLL,143.908,7.376,2.1,583,5,0
FMW00040308-120-5,FMW00040308-120,FMW00040308,5,FM YAP ISLAND WSO AP  GSN,138.083,9.483,13.4,583,5,0
FMW00040308-160-7,FMW00040308-160,FMW00040308,7,FM YAP ISLAND WSO AP  GSN,138.083,9.483,13.4,583,5,0
FMW00040308-161-1,FMW00040308-161,FMW00040308,1,FM YAP ISLAND WSO AP  GSN,138.083,9.483,13.4,583,5,0
FMW00040308-163-3,FMW00040308-163,FMW00040308,3,FM YAP ISLAND WSO AP  GSN,138.083,9.483,13.4,583,5,1
FMW00040308-164-2,FMW00040308-164,FMW00040308,2,FM YAP ISLAND WSO AP  GSN,138.083,9.483,13.4,583,5,0
FMW00040308-166-9,FMW00040308-166,FMW00040308,9,FM YAP ISLAND WSO AP  GSN,138.083,9.483,13.4,583,5,1
FMW00040308-166-8,FMW00040308-166,FMW00040308,8,FM YAP ISLAND WSO AP  GSN,138.083,9.483,13.4,583,5,1
FMW00040308-233-4,FMW00040308-233,FMW00040308,4,FM YAP ISLAND WSO AP  GSN,138.083,9.483,13.4,583,5,0
FMW00040308-234-6,FMW00040308-234,FMW00040308,6,FM YAP ISLAND WSO AP  GSN,138.083,9.483,13.4,583,5,1
FMW00040504-120-5,FMW00040504-120,FMW00040504,5,FM POHNPEI WSO    GSN,158.217,6.967,36.6,583,5,0
FMW00040504-160-7,FMW00040504-160,FMW00040504,7,FM POHNPEI WSO    GSN,158.217,6.967,36.6,583,5,0
FMW00040504-161-1,FMW00040504-161,FMW00040504,1,FM POHNPEI WSO    GSN,158.217,6.967,36.6,583,5,0
FMW00040504-163-3,FMW00040504-163,FMW00040504,3,FM POHNPEI WSO    GSN,158.217,6.967,36.6,583,5,1
FMW00040504-164-2,FMW00040504-164,FMW00040504,2,FM POHNPEI WSO    GSN,158.217,6.967,36.6,583,5,0
FMW00040504-166-8,FMW00040504-166,FMW00040504,8,FM POHNPEI WSO    GSN,158.217,6.967,36.6,583,5,1
FMW00040504-233-4,FMW00040504-233,FMW00040504,4,FM POHNPEI WSO    GSN,158.217,6.967,36.6,583,5,0
FMW00040504-234-6,FMW00040504-234,FMW00040504,6,FM POHNPEI WSO    GSN,158.217,6.967,36.6,583,5,1
FMW00040505-120-3,FMW00040505-120,FMW00040505,3,FM CHUUK WSO AP   GSN,151.833,7.45,1.5,583,5,0
FMW00040505-160-5,FMW00040505-160,FMW00040505,5,FM CHUUK WSO AP   GSN,151.833,7.45,1.5,583,5,0
FMW00040505-163-2,FMW00040505-163,FMW00040505,2,FM CHUUK WSO AP   GSN,151.833,7.45,1.5,583,5,1
FMW00040505-164-1,FMW00040505-164,FMW00040505,1,FM CHUUK WSO AP   GSN,151.833,7.45,1.5,583,5,0
FMW00040505-166-6,FMW00040505-166,FMW00040505,6,FM CHUUK WSO AP   GSN,151.833,7.45,1.5,583,5,1
FMW00040505-234-4,FMW00040505-234,FMW00040505,4,FM CHUUK WSO AP   GSN,151.833,7.45,1.5,583,5,1
GQC00914001-120-3,GQC00914001-120,GQC00914001,3,GU AGAT,144.658,13.389,3,91,5,0
GQC00914001-160-4,GQC00914001-160,GQC00914001,4,GU AGAT,144.658,13.389,3,91,5,0
GQC00914001-161-1,GQC00914001-161,GQC00914001,1,GU AGAT,144.658,13.389,3,91,5,0
GQC00914001-233-2,GQC00914001-233,GQC00914001,2,GU AGAT,144.658,13.389,3,91,5,0
GQC00914025-120-2,GQC00914025-120,GQC00914025,2,GU ANDERSEN AFB GUAM,144.928,13.576,190.2,91,5,0
GQC00914025-161-1,GQC00914025-161,GQC00914025,1,GU ANDERSEN AFB GUAM,144.928,13.576,190.2,91,5,0
GQC00914275-120-3,GQC00914275-120,GQC00914275,3,GU INARAJAN AG STN,144.755,13.285,9.1,91,5,0
GQC00914275-160-4,GQC00914275-160,GQC00914275,4,GU INARAJAN AG STN,144.755,13.285,9.1,91,5,0
GQC00914275-161-1,GQC00914275-161,GQC00914275,1,GU INARAJAN AG STN,144.755,13.285,9.1,91,5,0
GQC00914275-233-2,GQC00914275-233,GQC00914275,2,GU INARAJAN AG STN,144.755,13.285,9.1,91,5,0
GQC00914468-120-3,GQC00914468-120,GQC00914468,3,GU MANGILAO,144.801,13.451,65.8,91,5,0
GQC00914468-161-1,GQC00914468-161,GQC00914468,1,GU MANGILAO,144.801,13.451,65.8,91,5,0
GQC00914468-233-2,GQC00914468-233,GQC00914468,2,GU MANGILAO,144.801,13.451,65.8,91,5,0
GQC00914727-120-3,GQC00914727-120,GQC00914727,3,GU PIRATES COVE,144.767,13.352,3,91,5,0
GQC00914727-160-4,GQC00914727-160,GQC00914727,4,GU PIRATES COVE,144.767,13.352,3,91,5,0
GQC00914727-161-1,GQC00914727-161,GQC00914727,1,GU PIRATES COVE,144.767,13.352,3,91,5,0
GQC00914727-233-2,GQC00914727-233,GQC00914727,2,GU PIRATES COVE,144.767,13.352,3,91,5,0
GQW00041415-120-4,GQW00041415-120,GQW00041415,4,GU GUAM INTL AP   GSN,144.796,13.484,77.4,91,5,0
GQW00041415-159-5,GQW00041415-159,GQW00041415,5,GU GUAM INTL AP   GSN,144.796,13.484,77.4,91,5,0
GQW00041415-160-8,GQW00041415-160,GQW00041415,8,GU GUAM INTL AP   GSN,144.796,13.484,77.4,91,5,0
GQW00041415-163-3,GQW00041415-163,GQW00041415,3,GU GUAM INTL AP   GSN,144.796,13.484,77.4,91,5,1
GQW00041415-164-2,GQW00041415-164,GQW00041415,2,GU GUAM INTL AP   GSN,144.796,13.484,77.4,91,5,0
GQW00041415-166-9,GQW00041415-166,GQW00041415,9,GU GUAM INTL AP   GSN,144.796,13.484,77.4,91,5,1
GQW00041415-224-7,GQW00041415-224,GQW00041415,7,GU GUAM INTL AP   GSN,144.796,13.484,77.4,91,5,0
GQW00041415-228-1,GQW00041415-228,GQW00041415,1,GU GUAM INTL AP   GSN,144.796,13.484,77.4,91,5,0
GQW00041415-234-6,GQW00041415-234,GQW00041415,6,GU GUAM INTL AP   GSN,144.796,13.484,77.4,91,5,1
PSC00914519-120-2,PSC00914519-120,PSC00914519,2,PW NEKKEN FORESTRY,134.5,7.45,31.1,184,5,0
PSC00914519-161-1,PSC00914519-161,PSC00914519,1,PW NEKKEN FORESTRY,134.5,7.45,31.1,184,5,0
PSC00914712-120-2,PSC00914712-120,PSC00914712,2,PW PELELIU,134.267,7.033,3,184,5,0
PSC00914712-161-1,PSC00914712-161,PSC00914712,1,PW PELELIU,134.267,7.033,3,184,5,0
PSW00040309-120-4,PSW00040309-120,PSW00040309,4,PW KOROR WSO    GSN,134.483,7.333,28.7,184,5,0
PSW00040309-160-6,PSW00040309-160,PSW00040309,6,PW KOROR WSO    GSN,134.483,7.333,28.7,184,5,0
PSW00040309-161-1,PSW00040309-161,PSW00040309,1,PW KOROR WSO    GSN,134.483,7.333,28.7,184,5,0
PSW00040309-163-3,PSW00040309-163,PSW00040309,3,PW KOROR WSO    GSN,134.483,7.333,28.7,184,5,1
PSW00040309-164-2,PSW00040309-164,PSW00040309,2,PW KOROR WSO    GSN,134.483,7.333,28.7,184,5,0
PSW00040309-166-7,PSW00040309-166,PSW00040309,7,PW KOROR WSO    GSN,134.483,7.333,28.7,184,5,1
PSW00040309-234-5,PSW00040309-234,PSW00040309,5,PW KOROR WSO    GSN,134.483,7.333,28.7,184,5,1
RMC00913915-120-2,RMC00913915-120,RMC00913915,2,MH AILINGLAPALAP,168.833,7.267,1.8,142,5,0
RMC00913915-160-3,RMC00913915-160,RMC00913915,3,MH AILINGLAPALAP,168.833,7.267,1.8,142,5,0
RMC00913915-161-1,RMC00913915-161,RMC00913915,1,MH AILINGLAPALAP,168.833,7.267,1.8,142,5,0
RMC00914053-120-2,RMC00914053-120,RMC00914053,2,MH ARNO,171.557,7.059,2.4,142,5,0
RMC00914053-161-1,RMC00914053-161,RMC00914053,1,MH ARNO,171.557,7.059,2.4,142,5,0
RMC00914304-120-2,RMC00914304-120,RMC00914304,2,MH JALUIT,169.643,5.921,1.8,142,5,0
RMC00914304-160-3,RMC00914304-160,RMC00914304,3,MH JALUIT,169.643,5.921,1.8,142,5,0
RMC00914304-161-1,RMC00914304-161,RMC00914304,1,MH JALUIT,169.643,5.921,1.8,142,5,0
RMC00914399-120-2,RMC00914399-120,RMC00914399,2,MH LAURA,171.041,7.136,2.1,142,5,0
RMC00914399-161-1,RMC00914399-161,RMC00914399,1,MH LAURA,171.041,7.136,2.1,142,5,0
RMC00914487-120-2,RMC00914487-120,RMC00914487,2,MH MILI,171.733,6.083,3,142,5,0
RMC00914487-160-3,RMC00914487-160,RMC00914487,3,MH MILI,171.733,6.083,3,142,5,0
RMC00914487-161-1,RMC00914487-161,RMC00914487,1,MH MILI,171.733,6.083,3,142,5,0
RMC00914895-120-2,RMC00914895-120,RMC00914895,2,MH UTIRIK,169.843,11.223,1.8,142,5,0
RMC00914895-160-3,RMC00914895-160,RMC00914895,3,MH UTIRIK,169.843,11.223,1.8,142,5,0
RMC00914895-161-1,RMC00914895-161,RMC00914895,1,MH UTIRIK,169.843,11.223,1.8,142,5,0
RMC00914903-120-2,RMC00914903-120,RMC00914903,2,MH WOTJE,170.25,9.467,1.8,142,5,0
RMC00914903-160-3,RMC00914903-160,RMC00914903,3,MH WOTJE,170.25,9.467,1.8,142,5,0
RMC00914903-161-1,RMC00914903-161,RMC00914903,1,MH WOTJE,170.25,9.467,1.8,142,5,0
RMW00040710-120-4,RMW00040710-120,RMW00040710,4,MH MAJURO WBAS AP   GSN,171.383,7.083,3,142,5,0
RMW00040710-160-6,RMW00040710-160,RMW00040710,6,MH MAJURO WBAS AP   GSN,171.383,7.083,3,142,5,0
RMW00040710-161-1,RMW00040710-161,RMW00040710,1,MH MAJURO WBAS AP   GSN,171.383,7.083,3,142,5,0
RMW00040710-163-3,RMW00040710-163,RMW00040710,3,MH MAJURO WBAS AP   GSN,171.383,7.083,3,142,5,1
RMW00040710-164-2,RMW00040710-164,RMW00040710,2,MH MAJURO WBAS AP   GSN,171.383,7.083,3,142,5,0
RMW00040710-166-7,RMW00040710-166,RMW00040710,7,MH MAJURO WBAS AP   GSN,171.383,7.083,3,142,5,1
RMW00040710-234-5,RMW00040710-234,RMW00040710,5,MH MAJURO WBAS AP   GSN,171.383,7.083,3,142,5,1
RQC00660040-120-3,RQC00660040-120,RQC00660040,3,PR ACEITUNA WTP,-66.492,18.147,598.9,181,4,0
RQC00660040-161-1,RQC00660040-161,RQC00660040,1,PR ACEITUNA WTP,-66.492,18.147,598.9,181,4,0
RQC00660040-233-2,RQC00660040-233,RQC00660040,2,PR ACEITUNA WTP,-66.492,18.147,598.9,181,4,0
RQC00660053-120-3,RQC00660053-120,RQC00660053,3,PR ADJUNTAS 1 S,-66.722,18.161,506,181,4,0
RQC00660053-161-1,RQC00660053-161,RQC00660053,1,PR ADJUNTAS 1 S,-66.722,18.161,506,181,4,0
RQC00660053-233-2,RQC00660053-233,RQC00660053,2,PR ADJUNTAS 1 S,-66.722,18.161,506,181,4,0
RQC00660061-120-3,RQC00660061-120,RQC00660061,3,PR ADJUNTAS SUBSTN,-66.798,18.175,557.8,181,4,0
RQC00660061-161-1,RQC00660061-161,RQC00660061,1,PR ADJUNTAS SUBSTN,-66.798,18.175,557.8,181,4,0
RQC00660061-233-2,RQC00660061-233,RQC00660061,2,PR ADJUNTAS SUBSTN,-66.798,18.175,557.8,181,4,0
RQC00660152-120-3,RQC00660152-120,RQC00660152,3,PR AGUIRRE,-66.222,17.956,7.6,181,4,0
RQC00660152-160-4,RQC00660152-160,RQC00660152,4,PR AGUIRRE,-66.222,17.956,7.6,181,4,0
RQC00660152-161-1,RQC00660152-161,RQC00660152,1,PR AGUIRRE,-66.222,17.956,7.6,181,4,0
RQC00660152-233-2,RQC00660152-233,RQC00660152,2,PR AGUIRRE,-66.222,17.956,7.6,181,4,0
RQC00660158-120-3,RQC00660158-120,RQC00660158,3,PR AIBONITO 1 S,-66.264,18.128,710.2,181,4,0
RQC00660158-160-4,RQC00660158-160,RQC00660158,4,PR AIBONITO 1 S,-66.264,18.128,710.2,181,4,0
RQC00660158-161-1,RQC00660158-161,RQC00660158,1,PR AIBONITO 1 S,-66.264,18.128,710.2,181,4,0
RQC00660158-233-2,RQC00660158-233,RQC00660158,2,PR AIBONITO 1 S,-66.264,18.128,710.2,181,4,0
RQC00660426-120-3,RQC00660426-120,RQC00660426,3,PR ARECIBO OBSY,-66.752,18.349,323.1,181,4,0
RQC00660426-160-4,RQC00660426-160,RQC00660426,4,PR ARECIBO OBSY,-66.752,18.349,323.1,181,4,0
RQC00660426-161-1,RQC00660426-161,RQC00660426,1,PR ARECIBO OBSY,-66.752,18.349,323.1,181,4,0
RQC00660426-233-2,RQC00660426-233,RQC00660426,2,PR ARECIBO OBSY,-66.752,18.349,323.1,181,4,0
RQC00660948-120-3,RQC00660948-120,RQC00660948,3,PR BOCA,-66.816,17.991,4.6,181,4,0
RQC00660948-161-1,RQC00660948-161,RQC00660948,1,PR BOCA,-66.816,17.991,4.6,181,4,0
RQC00660948-233-2,RQC00660948-233,RQC00660948,2,PR BOCA,-66.816,17.991,4.6,181,4,0
RQC00661345-120-3,RQC00661345-120,RQC00661345,3,PR CALERO CAMP,-67.116,18.472,85,181,4,0
RQC00661345-161-1,RQC00661345-161,RQC00661345,1,PR CALERO CAMP,-67.116,18.472,85,181,4,0
RQC00661345-233-2,RQC00661345-233,RQC00661345,2,PR CALERO CAMP,-67.116,18.472,85,181,4,0
RQC00661590-120-3,RQC00661590-120,RQC00661590,3,PR CANOVANAS,-65.894,18.379,9.1,181,4,0
RQC00661590-161-1,RQC00661590-161,RQC00661590,1,PR CANOVANAS,-65.894,18.379,9.1,181,4,0
RQC00661590-233-2,RQC00661590-233,RQC00661590,2,PR CANOVANAS,-65.894,18.379,9.1,181,4,0
RQC00661901-120-2,RQC00661901-120,RQC00661901,2,PR CAYEY 1 E,-66.166,18.119,395,181,4,0
RQC00661901-161-1,RQC00661901-161,RQC00661901,1,PR CAYEY 1 E,-66.166,18.119,395,181,4,0
RQC00662336-120-3,RQC00662336-120,RQC00662336,3,PR CERRO MARAVILLA,-66.562,18.155,1219.8,181,4,0
RQC00662336-161-1,RQC00662336-161,RQC00662336,1,PR CERRO MARAVILLA,-66.562,18.155,1219.8,181,4,0
RQC00662336-233-2,RQC00662336-233,RQC00662336,2,PR CERRO MARAVILLA,-66.562,18.155,1219.8,181,4,0
RQC00662633-120-1,RQC00662633-120,RQC00662633,1,PR CIALES 2S,-66.474,18.307,350.2,181,4,0
RQC00662633-160-2,RQC00662633-160,RQC00662633,2,PR CIALES 2S,-66.474,18.307,350.2,181,4,0
RQC00662801-120-3,RQC00662801-120,RQC00662801,3,PR COLOSO,-67.157,18.381,12.2,181,4,0
RQC00662801-160-4,RQC00662801-160,RQC00662801,4,PR COLOSO,-67.157,18.381,12.2,181,4,0
RQC00662801-161-1,RQC00662801-161,RQC00662801,1,PR COLOSO,-67.157,18.381,12.2,181,4,0
RQC00662801-233-2,RQC00662801-233,RQC00662801,2,PR COLOSO,-67.157,18.381,12.2,181,4,0
RQC00662934-120-3,RQC00662934-120,RQC00662934,3,PR COROZAL SUBSTN,-66.359,18.327,198.1,181,4,0
RQC00662934-161-1,RQC00662934-161,RQC00662934,1,PR COROZAL SUBSTN,-66.359,18.327,198.1,181,4,0
RQC00662934-233-2,RQC00662934-233,RQC00662934,2,PR COROZAL SUBSTN,-66.359,18.327,198.1,181,4,0
RQC00663023-120-3,RQC00663023-120,RQC00663023,3,PR CORRAL VIEJO,-66.655,18.084,175,181,4,0
RQC00663023-161-1,RQC00663023-161,RQC00663023,1,PR CORRAL VIEJO,-66.655,18.084,175,181,4,0
RQC00663023-233-2,RQC00663023-233,RQC00663023,2,PR CORRAL VIEJO,-66.655,18.084,175,181,4,0
RQC00663431-120-3,RQC00663431-120,RQC00663431,3,PR DOS BOCAS,-66.667,18.336,61,181,4,0
RQC00663431-160-4,RQC00663431-160,RQC00663431,4,PR DOS BOCAS,-66.667,18.336,61,181,4,0
RQC00663431-161-1,RQC00663431-161,RQC00663431,1,PR DOS BOCAS,-66.667,18.336,61,181,4,0
RQC00663431-233-2,RQC00663431-233,RQC00663431,2,PR DOS BOCAS,-66.667,18.336,61,181,4,0
RQC00663532-120-3,RQC00663532-120,RQC00663532,3,PR ENSENADA 1 W,-66.946,17.973,45.7,181,4,0
RQC00663532-160-4,RQC00663532-160,RQC00663532,4,PR ENSENADA 1 W,-66.946,17.973,45.7,181,4,0
RQC00663532-161-1,RQC00663532-161,RQC00663532,1,PR ENSENADA 1 W,-66.946,17.973,45.7,181,4,0
RQC00663532-233-2,RQC00663532-233,RQC00663532,2,PR ENSENADA 1 W,-66.946,17.973,45.7,181,4,0
RQC00663904-120-3,RQC00663904-120,RQC00663904,3,PR GUAJATACA DAM,-66.924,18.396,202.1,181,4,0
RQC00663904-161-1,RQC00663904-161,RQC00663904,1,PR GUAJATACA DAM,-66.924,18.396,202.1,181,4,0
RQC00663904-233-2,RQC00663904-233,RQC00663904,2,PR GUAJATACA DAM,-66.924,18.396,202.1,181,4,0
RQC00664193-120-3,RQC00664193-120,RQC00664193,3,PR GUAYAMA 2E,-66.088,17.978,21.9,181,4,0
RQC00664193-160-4,RQC00664193-160,RQC00664193,4,PR GUAYAMA 2E,-66.088,17.978,21.9,181,4,0
