DWD - Day Historical Data
relh/wspd/airtmax/airtmin
                         
                         
AJ_Kettle  20171003
                                        
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  RELH  RELH  RELH  RELH  WSPD  WSPD  WSPD  WSPD  AIRTH AIRTH AIRTH AIRTH AIRTL AIRTL AIRTL AIRTL 
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL        %     %     %           m/s   m/s   m/s         C     C     C           C     C     C     
+---+ +------+ +------+ +------+ +------+ +------+ +------+ +----++----++----++----++----++----++----++----++----++----++----++----++----++----++----++----+
00614   240     51.5709   9.3120 19510101 20071231    17471  16559  33.0 100.0 80.39     0-99.00-99.00-99.00 16862 -15.8  36.4 12.66 16862 -27.6  20.6  4.59
00617    48     51.8728   6.8862 20040601 20151231     4231   4231  36.9 100.0 80.67     0-99.00-99.00-99.00  4231  -8.4  38.2 14.87  4231 -18.4  20.1  6.19
00619    12     53.5788   6.6703 19470101 20060228    21578  21578  44.0 100.0 83.54  6826  1.20 21.00  7.03 21578 -11.0  32.8 11.78 21578 -15.0  22.4  7.08
00642     1     53.3517   8.4969 19660101 19931031    10135  10135  31.0 100.0 82.29  4626  0.80 14.40  4.64 10135 -11.6  36.6 12.56 10135 -22.6  19.8  5.52
00643     0     53.2960   8.4529 19931101 19941231      426    426  44.0  98.0 80.70     0-99.00-99.00-99.00   426  -4.0  34.5 12.49   426 -11.3  21.0  5.51
00645    58     52.4036   7.9724 19470101 19520131     1857   1857  39.0  99.0 80.93     0-99.00-99.00-99.00  1857 -12.1  33.3 13.04  1857 -17.0  19.0  5.30
00648     9     53.8551   9.7152 19630501 20061231    15951  15951  35.0 100.0 84.31     0-99.00-99.00-99.00 15951 -13.0  37.9 12.67 15951 -22.4  20.9  4.68
00650    35     52.4136  12.5503 19480701 20010430    15645  15645  34.0 100.0 77.80     0-99.00-99.00-99.00 15645 -16.5  39.0 13.71 15645 -25.1  21.1  4.72
00652   384     49.5353  10.7706 19490101 19580731     3499   3499  32.0 100.0 78.50     0-99.00-99.00-99.00  3499 -15.4  36.9 12.54  3499 -25.7  21.5  4.14
00656   607     51.7234  10.6021 19360101 20151231    28390  28307  18.0 100.0 82.40 19250  0.00 13.10  3.08 28294 -19.7  32.8  9.85 28290 -25.6  19.6  2.91
00660    83     52.2744  10.5656 19480101 19601231     4749   4749  37.0 100.0 78.04     0-99.00-99.00-99.00  4749 -16.4  35.5 12.98  4749 -25.5  20.2  5.19
00661    75     52.2708  10.5334 18910101 19531231    21457  21311  30.0 100.0 77.41     0-99.00-99.00-99.00 21456 -17.5  36.4 13.11 21455 -26.3  21.6  5.28
