DWD - stnlist info sorted
                         
AJ_Kettle  20171010
                                        
N_stns     1059
                                        
Stnum St_date  En_date  Hght_m   Lat_deg  Lon_deg  N_lines 
+---+ +------+ +------+ +------+ +------+ +------+ +------+
05538 19990201 20151231   550     47.8827  11.1576     6178
00888 19650101 19911216   269     50.8149  12.3821     6180
00592 19460101 19621231    10     53.8634   9.7344     6209
01091 19910101 20071231   258     51.2806  10.7362     6209
01204 19490101 19651231     1     53.2346   8.4612     6209
03825 19610101 19771231   338     49.5033   7.2773     6209
05871 19981101 20151231   497     49.9462   7.2645     6270
05562 19950401 20151231   570     48.6516   8.6801     6271
04841 19981001 20151231     1     53.6946   8.8735     6301
06109 19981001 20151231    50     53.3837  14.3728     6301
05681 19810901 19981231   200     49.5811   7.6234     6331
05133 19980601 20151231   295     51.3343   8.9132     6423
06105 19980601 20151231    14     54.3194   9.8051     6423
02023 19980101 20151231   502     48.7918  10.7062     6442
04233 19360403 19531130   397     50.3833   9.5167     6451
05032 19860501 20031231   195     49.8850   9.8463     6454
05800 19980101 20151231   615     49.0280  13.2385     6489
00856 19980101 20151231   551     47.8843  12.5404     6491
03362 19980101 20151231   244     48.9721   8.8734     6513
02961 19980101 20151231     5     54.4996  10.2737     6521
01587 19980101 20151231   536     48.9481  11.4289     6527
03016 19700601 19880430   760     47.5980   9.8878     6544
02437 19980101 20151231    21     54.4550   9.5194     6546
05347 19980101 20151231   236     51.5040   9.1118     6555
03897 19980101 20151231     1     54.0893  10.8773     6559
01200 19980101 20151231     3     54.0691   9.0106     6566
00303 19980101 20151231    55     52.0614  13.4996     6568
05930 19980101 20151231     2     54.6410  10.0238     6572
00704 19980101 20151231    10     53.4451   9.1390     6574
02830 19500101 19671231   602     48.0349  10.8709     6574
03222 19610101 19781231    60     52.3411   9.1403     6574
00207 19470101 19641231   105     51.7498  11.4667     6575
04433 19870101 20041231   519     48.1994   9.7700     6575
05335 19910101 20151231   348     50.8963  10.5484     6604
04032 19910101 20151231   142     51.7954  11.1319     6636
04987 19860501 20040630   179     49.6122   9.6747     6636
00211 19810901 19991231   200     50.5799   8.4682     6696
04582 19830401 20010731   349     49.0817   9.6868     6697
04327 19530301 19710716   797     48.8765  13.0490     6712
02069 19360101 19750531   648     48.8629  13.0670     6728
04612 19470101 19650630   418     50.5513  12.7678     6756
05839 19970701 20151231    -0     53.3881   7.2287     6758
00773 19860501 20041231   478     48.6743   8.1799     6820
02920 19780901 19970630   365     48.7654  12.5121     6848
02912 19560301 19741130     9     54.7419   9.8791     6849
03300 19740501 19930331   155     50.2285   9.1064     6910
02417 19590101 19771231   621     48.1644  12.0307     6937
05856 19970103 20151231   476     48.5451  13.3531     6937
00420 19930501 20151231    60     52.5447  13.5598     6972
01221 19550101 19740228     0     53.3707   7.2236     6999
01392 19871001 20061231   622     49.7317  12.3491     7032
00184 19470101 19660630    55     52.6769  12.0077     7121
02627 19960701 20151231   128     51.5554  13.8846     7123
00410 19960601 20151231    33     52.4040  13.7309     7153
04559 19960501 20151231   399     49.1646  12.6176     7184
00417 19360101 19561031    43     52.4144  13.3036     7215
00116 19470101 19661231   213     50.9833  12.4333     7305
00169 19470101 19661231   630     50.5730  13.0053     7305
01003 19470101 19661231   201     51.1333  13.1167     7305
02963 19470101 19661231    92     51.3167  12.0333     7305
04100 19540101 19731231   109     51.6243   7.1820     7305
04373 19470101 19661231    23     52.8568  11.1430     7305
04474 19540101 19731231   170     49.7961   7.7583     7305
05797 19950101 20151231   353     50.6880  12.4328     7305
00710 19831101 20031231   181     49.0250   8.6991     7366
01299 19790901 19991031     3     53.6476   7.6085     7366
00407 19580101 19780331    48     52.6461  13.2858     7395
05675 19610101 19810331    56     52.4411  10.7587     7395
03975 19930901 20151231   522     49.4778  11.5355     7426
00917 19950801 20151231   162     49.8809   8.6779     7457
01411 19910101 20151231   745     50.5309  10.0480     7487
05904 19780501 20050131   431     48.6493  11.7772     7492
04468 19530101 19730731    19     54.5227   9.5649     7517
00553 19540101 19740831    25     51.8380   6.6107     7548
04036 19950501 20151231   204     51.3895  11.5414     7550
00840 19950301 20151231   897     50.4313  12.6114     7606
03660 19950306 20151231   485     50.3601   6.8697     7606
05244 19610101 19820228   220     49.2581   6.8612     7608
05236 19590101 19791231    51     52.8318   8.3112     7670
04606 19600101 19801231   116     51.5167  14.3500     7671
03139 19831101 20041231   509     48.2166  11.2965     7732
02344 19430101 19640331   582     50.1511  11.6980     7761
02641 19941001 20151231    85     51.5185  12.9065     7762
02951 19941001 20151231    20     53.1007  11.4864     7762
04997 19941001 20151231   193     50.9777  12.3432     7762
03735 19360701 19581231   455     48.2635  12.2760     7765
01378 19850701 20061231    45     54.8086   9.4182     7854
00705 19850601 20061231     5     53.5312   9.1664     7884
01154 19450101 19660930   470     48.3416  12.8820     7884
02985 19940601 20151231   321     50.9383  14.2093     7884
00348 19900101 20110901   127     50.4135   7.5886     7914
01276 19800801 20021231   408     47.6358   9.5392     7975
05643 19940301 20151231    66     53.1864  12.4949     7976
03878 19360101 19571231   327     48.5807  13.4152     8005
00154 19940101 20151231   515     48.0197  12.2924     8035
03098 19940101 20151231   387     51.2452   7.6425     8035
03591 19940101 20151231   350     50.6744   6.4237     8035
00524 19470101 19921231    80     51.6333  12.3167     8036
02704 19931001 20151231    76     51.7515  12.0079     8066
03289 19910101 20151231   355     50.7281  11.7838     8096
03857 19931001 20151231   885     47.6360  10.3891     8127
01441 19470101 19930430   416     50.9263  13.2711     8156
02780 19600101 19820531   330     50.1003  11.4494     8187
02406 19800701 20021130   209     49.2967   9.6520     8188
03705 19820701 20041231   480     48.3147   8.5735     8190
04656 19510101 19730630    49     53.9278  10.2993     8217
03042 19930701 20151231   230     50.5617   8.2386     8219
00172 19690501 19911130   395     52.2486   9.5056     8249
02856 19930601 20151231    91     51.9173  13.0878     8249
04294 19790701 20021031   360     48.4704   8.9687     8250
01052 19930501 20151231    80     52.2174  12.1641     8280
01421 19611201 19840831   125     50.1474   8.6746     8310
01666 19930301 20151231    27     54.8273   9.5057     8341
05435 19810101 20031231   455     48.8459   8.9079     8400
01844 19590101 19811231   517     47.9410  11.9000     8401
03512 19550101 19771231   820     50.5000  11.1500     8401
03791 19891001 20120930    11     53.1763   8.1824     8401
03752 19590901 19820930  1014     50.0300  11.8074     8431
00071 19861101 20151231   759     48.2156   8.9784     8461
03291 19801101 20031231   128     49.7120   9.2258     8461
01374 19490112 19720430   363     50.5049  10.1671     8510
01214 19871101 20151231   440     48.2012   8.1089     8522
02362 19821001 20151231   328     50.5652   7.4839     8522
03540 19920901 20151231   195     50.8446   7.3720     8522
00425 19590101 19820630    38     52.4044  13.4838     8582
01169 19760201 19990930   264     47.6288   7.5959     8582
05398 19480101 19710630   425     49.1965  10.6487     8582
01262 19920517 20151231   446     48.3477  11.8133     8629
01583 19470501 19701231   823     50.7719  13.7732     8646
00294 19920201 20151231   110     52.3199   9.4300     8735
05514 19360101 19611231     3     54.8991   8.3123     8767
02906 19510101 19750228     5     54.7750   8.9808     8825
03083 19911001 20151231    57     51.9267  13.8797     8858
00175 19520101 19760430   413     49.2964  10.5751     8887
02708 19910801 20151231   740     47.6652  11.0804     8906
04156 19731001 19980228     8     54.2878   9.6749     8917
03485 19910601 20151231   486     48.3116  10.3771     8980
04288 19510101 19750831    95     52.1039   8.1809     9009
05074 19360101 19601231   626     47.8663  12.6566     9041
03903 19510101 20040930   175     49.5114   6.3857     9068
04605 19910101 20151231   277     50.6440  11.1937     9072
02252 19470101 20151231   270     50.8990  14.7457     9087
01074 19470401 19730228   103     51.3043  12.0810     9101
00526 19510101 19751231   254     50.6738  11.2805     9131
00896 19910101 20151231   170     51.0778  10.8619     9131
01721 19910101 20151231   506     49.6640  11.2239     9131
02618 19910101 20151231   732     50.8458  10.4803     9131
03034 19910101 20151231   500     50.4505  11.6350     9131
03204 19910101 20151231   427     50.7334  10.8815     9131
05097 19910101 20151231    10     54.0661  12.7675     9131
05825 19910101 20151231    40     52.6198  12.7867     9131
02081 19360101 19601231   561     49.3981   8.7251     9132
04857 19901101 20151231     1     53.5527   9.6094     9161
00757 19901001 20151231   445     47.9625   7.9983     9223
03578 19811001 20061231   341     48.9832  12.1443     9223
03001 19650101 19900531   284     48.0674   7.6770     9282
