1month_to_1year       10
1_to_2_years          10
2_to_5_years          46
5_to_10_years        107
10_to_20_years       245
20_to_50_years       331
50_to_100_years      292
100_to_150_years      15
150_to_200_years       1
200_to_250_years       1
250_to_300_years       0
