station_id,primary_station_id_3,primary_station_id_2,height_of_station_above_sea_level,sub_region,region,source_id,record_id,station_name
CA004018920,CA004018920-227,CA004018920-1,585,37,4,227,1,SK WILCOX
CA004018960,CA004018960-227,CA004018960-1,594,37,4,227,1,SK WILLMAR
CA004019007,CA004019007-227,CA004019007-1,648,37,4,227,1,SK WISHART
CA004019022,CA004019022-227,CA004019022-1,671,37,4,227,1,SK WOLSELEY
CA004019023,CA004019023-227,CA004019023-1,594,37,4,227,1,SK WOLSELEY
CA004019035,CA004019035-227,CA004019035-1,561,37,4,227,1,SK WYNYARD
CA004019039,CA004019039-227,CA004019039-1,511,37,4,227,1,SK YARBO
CA004019040,CA004019040-227,CA004019040-1,580,37,4,227,1,SK YELLOW GRASS
CA004019070,CA004019070-227,CA004019070-1,498,37,4,227,1,SK YORKTON
CA004019073,CA004019073-227,CA004019073-1,498,37,4,227,1,SK YORKTON
CA004019075,CA004019075-227,CA004019075-1,498,37,4,227,1,SK YORKTON
CA004019080,CA004019080-227,CA004019080-1,498,37,4,227,1,SK YORKTON A
CA004019082,CA004019082-227,CA004019082-1,527,37,4,227,1,SK TONKIN
CA004019085,CA004019085-227,CA004019085-1,498,37,4,227,1,SK YORKTON
CA004019090,CA004019090-227,CA004019090-1,504,37,4,227,1,SK YORKTON CDA EPF
CA004019095,CA004019095-227,CA004019095-1,503,37,4,227,1,SK YORKTON RCMP SNOW
CA0040190LN,CA0040190LN-227,CA0040190LN-1,560,37,4,227,1,SK WYNYARD (AUT)
CA004019200,CA004019200-227,CA004019200-1,683,37,4,227,1,SK ZEHNER
CA00401FFDB,CA00401FFDB-227,CA00401FFDB-1,573,37,4,227,1,SK REGINA UNIVERSITY
CA00401G7R7,CA00401G7R7-227,CA00401G7R7-1,610,37,4,227,1,SK STOUGHTON
CA00401HP5R,CA00401HP5R-227,CA00401HP5R-1,589,37,4,227,1,SK WEYBURN
CA00401I010,CA00401I010-227,CA00401I010-1,600,37,4,227,1,SK BROADVIEW
CA00401JR89,CA00401JR89-227,CA00401JR89-1,575,37,4,227,1,SK CUTBANK
CA00401R001,CA00401R001-227,CA00401R001-1,577,37,4,227,1,SK REGINA COTE
CA004020020,CA004020020-227,CA004020020-1,695,37,4,227,1,SK ABBEY
CA004020130,CA004020130-227,CA004020130-1,658,37,4,227,1,SK ALSASK HARDENE
CA004020160,CA004020160-227,CA004020160-1,754,37,4,227,1,SK ANEROID
CA004020280,CA004020280-227,CA004020280-1,724,37,4,227,1,SK ASSINIBOIA
CA004020286,CA004020286-227,CA004020286-1,726,37,4,227,1,SK ASSINIBOIA AIRPORT
CA004020560,CA004020560-227,CA004020560-1,660,37,4,227,1,SK BEECHY
CA004020700,CA004020700-227,CA004020700-1,590,37,4,227,1,SK BIRSAY
CA004020701,CA004020701-227,CA004020701-1,594,37,4,227,1,SK BIRSAY
CA004020720,CA004020720-227,CA004020720-1,680,37,4,227,1,SK BISHOPRIC
CA004020772,CA004020772-227,CA004020772-1,899,37,4,227,1,SK BLUMENHOF
CA004021025,CA004021025-227,CA004021025-1,678,37,4,227,1,SK CABRI
CA004021040,CA004021040-227,CA004021040-1,785,37,4,227,1,SK CADILLAC
CA004021200,CA004021200-227,CA004021200-1,807,37,4,227,1,SK CARMICHAEL
CA004021240,CA004021240-227,CA004021240-1,807,37,4,227,1,SK CARMICHAEL EXP ST
CA004021520,CA004021520-227,CA004021520-1,672,37,4,227,1,SK CHAPLIN
CA004021600,CA004021600-227,CA004021600-1,685,37,4,227,1,SK CODERRE
CA004021650,CA004021650-227,CA004021650-1,720,37,4,227,1,SK CONGRESS
CA004021850,CA004021850-227,CA004021850-1,666,37,4,227,1,SK COURVAL
CA004021851,CA004021851-227,CA004021851-1,693,37,4,227,1,SK COURVAL
CA004021996,CA004021996-227,CA004021996-1,1196,37,4,227,1,SK CYPRESS HILLS
CA004022180,CA004022180-227,CA004022180-1,697,37,4,227,1,SK DEMAINE CDA EPF
CA004022328,CA004022328-227,CA004022328-1,709,37,4,227,1,SK EASTLEIGH
CA004022359,CA004022359-227,CA004022359-1,595,37,4,227,1,SK ELBOW CS
CA004022360,CA004022360-227,CA004022360-1,588,37,4,227,1,SK ELBOW
CA004022361,CA004022361-227,CA004022361-1,595,37,4,227,1,SK ELBOW
CA004022363,CA004022363-227,CA004022363-1,605,37,4,227,1,SK ELBOW 2 NE
CA004022368,CA004022368-227,CA004022368-1,610,37,4,227,1,SK ELROSE
CA004022440,CA004022440-227,CA004022440-1,680,37,4,227,1,SK ESTON
CA004022540,CA004022540-227,CA004022540-1,800,37,4,227,1,SK FLINTOFT
CA004022680,CA004022680-227,CA004022680-1,709,37,4,227,1,SK FOX VALLEY
CA004022800,CA004022800-227,CA004022800-1,905,37,4,227,1,SK GARDEN HEAD
CA004022840,CA004022840-227,CA004022840-1,647,37,4,227,1,SK GILROY CDA EPF
CA004022934,CA004022934-227,CA004022934-1,610,37,4,227,1,SK GLENTWORTH
CA004022936,CA004022936-227,CA004022936-1,747,37,4,227,1,SK GOLDEN PRAIRIE
CA004022960,CA004022960-227,CA004022960-1,700,37,4,227,1,SK GRAVELBOURG
CA004022976,CA004022976-227,CA004022976-1,700,37,4,227,1,SK GRAVELBOURG CDA EPF
CA004023053,CA004023053-227,CA004023053-1,762,37,4,227,1,SK GULL LAKE
CA004023060,CA004023060-227,CA004023060-1,907,37,4,227,1,SK GULL LAKE CDA EPF
CA004023160,CA004023160-227,CA004023160-1,739,37,4,227,1,SK HAZENMORE
CA004023210,CA004023210-227,CA004023210-1,701,37,4,227,1,SK HERBERT
CA004023212,CA004023212-227,CA004023212-1,710,37,4,227,1,SK HERBERT 2
CA004023240,CA004023240-227,CA004023240-1,647,37,4,227,1,SK HIGH POINT
CA004023260,CA004023260-227,CA004023260-1,697,37,4,227,1,SK HODGEVILLE
CA004023263,CA004023263-227,CA004023263-1,724,37,4,227,1,SK HODGEVILLE 2
CA004023360,CA004023360-227,CA004023360-1,613,37,4,227,1,SK HUGHTON
CA004023430,CA004023430-227,CA004023430-1,892,37,4,227,1,SK ILLERBRUN
CA004023500,CA004023500-227,CA004023500-1,701,37,4,227,1,SK INGEBRIGHT LAKE
CA004023520,CA004023520-227,CA004023520-1,903,37,4,227,1,SK INSTOW
CA004023800,CA004023800-227,CA004023800-1,739,37,4,227,1,SK KINCAID
CA004024080,CA004024080-227,CA004024080-1,1074,37,4,227,1,SK KLINTONEL
CA004024120,CA004024120-227,CA004024120-1,686,37,4,227,1,SK KYLE CDA EPF
CA004024121,CA004024121-227,CA004024121-1,640,37,4,227,1,SK KYLE I
CA004024135,CA004024135-227,CA004024135-1,750,37,4,227,1,SK LAFLECHE
CA004024160,CA004024160-227,CA004024160-1,671,37,4,227,1,SK LEADER
CA004024161,CA004024161-227,CA004024161-1,674,37,4,227,1,SK LEADER 2
CA004024400,CA004024400-227,CA004024400-1,759,37,4,227,1,SK LIMERICK
CA004024714,CA004024714-227,CA004024714-1,665,37,4,227,1,SK LUCKY LAKE
CA004024715,CA004024715-227,CA004024715-1,641,37,4,227,1,SK LUCKY LAKE
CA004024880,CA004024880-227,CA004024880-1,697,37,4,227,1,SK MACRORIE
CA004024919,CA004024919-227,CA004024919-1,767,37,4,227,1,SK MAPLE CREEK
CA004024920,CA004024920-227,CA004024920-1,764,37,4,227,1,SK MAPLE CREEK
CA004024936,CA004024936-227,CA004024936-1,764,37,4,227,1,SK MAPLE CREEK NORTH
CA004024937,CA004024937-227,CA004024937-1,762,37,4,227,1,SK MAPLE CREEK CDA EPF
CA004024940,CA004024940-227,CA004024940-1,767,37,4,227,1,SK MAPLE CREEK H S
CA004025047,CA004025047-227,CA004025047-1,676,37,4,227,1,SK MATADOR
CA0040250MP,CA0040250MP-227,CA0040250MP-1,671,37,4,227,1,SK MATADOR
CA004025242,CA004025242-227,CA004025242-1,716,37,4,227,1,SK MITCHELLTON
CA004025485,CA004025485-227,CA004025485-1,777,37,4,227,1,SK NEIDPATH
CA004025855,CA004025855-227,CA004025855-1,727,37,4,227,1,SK PALMER
CA004025860,CA004025860-227,CA004025860-1,777,37,4,227,1,SK PAMBRUN CDA EPF
CA004026040,CA004026040-227,CA004026040-1,730,37,4,227,1,SK PENNANT
CA004026175,CA004026175-227,CA004026175-1,678,37,4,227,1,SK PORTREEVE
CA004026480,CA004026480-227,CA004026480-1,676,37,4,227,1,SK READLYN
CA004026787,CA004026787-227,CA004026787-1,678,37,4,227,1,SK RICHLEA
CA004026799,CA004026799-227,CA004026799-1,647,37,4,227,1,SK RIVERHURST
CA004026840,CA004026840-227,CA004026840-1,723,37,4,227,1,SK ROADENE
CA004026847,CA004026847-227,CA004026847-1,725,37,4,227,1,SK ROCK POINT
CA004027000,CA004027000-227,CA004027000-1,712,37,4,227,1,SK RUSH LAKE
CA004027110,CA004027110-227,CA004027110-1,610,37,4,227,1,SK SANCTUARY
CA004027400,CA004027400-227,CA004027400-1,709,37,4,227,1,SK SHACKLETON CDA EPF
CA004027440,CA004027440-227,CA004027440-1,710,37,4,227,1,SK SHAMROCK
CA004027480,CA004027480-227,CA004027480-1,917,37,4,227,1,SK SHAUNAVON
CA004027482,CA004027482-227,CA004027482-1,908,37,4,227,1,SK SHAUNAVON CDA EPF
CA004027485,CA004027485-227,CA004027485-1,914,37,4,227,1,SK SHAUNAVON 2
CA004027486,CA004027486-227,CA004027486-1,892,37,4,227,1,SK SHAUNAVON 3
CA004027775,CA004027775-227,CA004027775-1,727,37,4,227,1,SK STEWART VALLEY
CA004027880,CA004027880-227,CA004027880-1,614,37,4,227,1,SK STRONGFIELD
CA004027960,CA004027960-227,CA004027960-1,762,37,4,227,1,SK SURPRISE
CA004028035,CA004028035-227,CA004028035-1,744,37,4,227,1,SK SWIFT CURRENT
CA004028038,CA004028038-227,CA004028038-1,817,37,4,227,1,SK SWIFT CURRENT
CA004028040,CA004028040-227,CA004028040-1,817,37,4,227,1,SK SWIFT CURRENT A
CA004028056,CA004028056-227,CA004028056-1,762,37,4,227,1,SK SWIFT CURRENT CDA SRL
CA004028060,CA004028060-227,CA004028060-1,825,37,4,227,1,SK SWIFT CURRENT CDA GSN
CA004028101,CA004028101-227,CA004028101-1,811,37,4,227,1,SK TOMPKINS
CA004028360,CA004028360-227,CA004028360-1,671,37,4,227,1,SK VALJEAN
CA004028500,CA004028500-227,CA004028500-1,732,37,4,227,1,SK WAPASHOE
CA004029029,CA004029029-227,CA004029029-1,846,37,4,227,1,SK WOOD MOUNTAIN
CA004029030,CA004029030-227,CA004029030-1,730,37,4,227,1,SK WOODROW
CA00402DADF,CA00402DADF-227,CA00402DADF-1,736,37,4,227,1,SK LAPORTE
CA00402DAF0,CA00402DAF0-227,CA00402DAF0-1,676,37,4,227,1,SK LEADER AIRPORT
CA004030569,CA004030569-227,CA004030569-1,689,37,4,227,1,SK BENGOUGH
CA004030594,CA004030594-227,CA004030594-1,743,37,4,227,1,SK BIG BEAVER
CA004030800,CA004030800-227,CA004030800-1,888,37,4,227,1,SK BRACKEN CDA EPF
CA004030805,CA004030805-227,CA004030805-1,914,37,4,227,1,SK BRACKEN NORTH
CA004031480,CA004031480-227,CA004031480-1,930,37,4,227,1,SK CHAMBERY
CA004031581,CA004031581-227,CA004031581-1,975,37,4,227,1,SK CLAYDON
CA004031585,CA004031585-227,CA004031585-1,939,37,4,227,1,SK CLIMAX
CA004031760,CA004031760-227,CA004031760-1,931,37,4,227,1,SK CONSUL
CA004031776,CA004031776-227,CA004031776-1,942,37,4,227,1,SK CONSUL
CA004031844,CA004031844-227,CA004031844-1,773,37,4,227,1,SK CORONACH
CA004031845,CA004031845-227,CA004031845-1,831,37,4,227,1,SK CORONACH
CA0040318MN,CA0040318MN-227,CA0040318MN-1,756,37,4,227,1,SK CORONACH SPC
CA004031999,CA004031999-227,CA004031999-1,1271,37,4,227,1,SK CYPRESS HILLS PARK
CA004032000,CA004032000-227,CA004032000-1,1372,37,4,227,1,SK CYPRESS HILLS PARK
CA004032320,CA004032320-227,CA004032320-1,913,37,4,227,1,SK EASTEND CDA EPF
CA004032321,CA004032321-227,CA004032321-1,914,37,4,227,1,SK EASTEND CDA EPF SOUTH
CA004032322,CA004032322-227,CA004032322-1,1080,37,4,227,1,SK EASTEND CYPRESS (AUT)
CA004032323,CA004032323-227,CA004032323-1,914,37,4,227,1,SK EASTEND 2
CA004032335,CA004032335-227,CA004032335-1,739,37,4,227,1,SK EAST POPLAR RIVER
CA004032510,CA004032510-227,CA004032510-1,1036,37,4,227,1,SK FLAP JACK
CA004032640,CA004032640-227,CA004032640-1,1105,37,4,227,1,SK FORT WALSH
CA004032762,CA004032762-227,CA004032762-1,823,37,4,227,1,SK FRENCHMAN VALLEY
CA004032766,CA004032766-227,CA004032766-1,901,37,4,227,1,SK FRONTIER
CA004034380,CA004034380-227,CA004034380-1,914,37,4,227,1,SK LIDGETT
CA004034500,CA004034500-227,CA004034500-1,817,37,4,227,1,SK LISIEUX
CA004034910,CA004034910-227,CA004034910-1,830,37,4,227,1,SK MANKOTA
CA004034912,CA004034912-227,CA004034912-1,785,37,4,227,1,SK MANKOTA 2
CA004035120,CA004035120-227,CA004035120-1,1036,37,4,227,1,SK MERRYFLAT
CA004035200,CA004035200-227,CA004035200-1,695,37,4,227,1,SK MINTON
CA004035480,CA004035480-227,CA004035480-1,945,37,4,227,1,SK NASHLYN
CA004036440,CA004036440-227,CA004036440-1,953,37,4,227,1,SK RAVENSCRAG
CA004036841,CA004036841-227,CA004036841-1,962,37,4,227,1,SK ROBSART
CA004036844,CA004036844-227,CA004036844-1,917,37,4,227,1,SK ROCKGLEN (AUT)
CA004037360,CA004037360-227,CA004037360-1,968,37,4,227,1,SK SENATE
CA004038116,CA004038116-227,CA004038116-1,902,37,4,227,1,SK TREELON
CA004038400,CA004038400-227,CA004038400-1,808,37,4,227,1,SK VAL-MARIE
CA004038410,CA004038410-227,CA004038410-1,793,37,4,227,1,SK VAL-MARIE EXP ST
CA004038412,CA004038412-227,CA004038412-1,796,37,4,227,1,SK VAL MARIE SOUTHEAST
CA004038460,CA004038460-227,CA004038460-1,725,37,4,227,1,SK VICEROY CDA EPF
CA004038470,CA004038470-227,CA004038470-1,725,37,4,227,1,SK VICEROY EXP ST
CA004038490,CA004038490-227,CA004038490-1,945,37,4,227,1,SK VIDORA
CA004038740,CA004038740-227,CA004038740-1,876,37,4,227,1,SK WEST POPLAR RIVER
CA004039000,CA004039000-227,CA004039000-1,833,37,4,227,1,SK WILLOW CREEK
CA004039001,CA004039001-227,CA004039001-1,861,37,4,227,1,SK WILLOW CREEK
CA004039028,CA004039028-227,CA004039028-1,1009,37,4,227,1,SK WOODLOT
CA004040120,CA004040120-227,CA004040120-1,701,37,4,227,1,SK ALSASK
CA004040180,CA004040180-227,CA004040180-1,567,37,4,227,1,SK ANGLIA
CA004040267,CA004040267-227,CA004040267-1,640,37,4,227,1,SK ARTLAND
CA00404037Q,CA00404037Q-227,CA00404037Q-1,637,37,4,227,1,SK BAD LAKE IHD 102
CA004040420,CA004040420-227,CA004040420-1,494,37,4,227,1,SK BATTLEFORD
CA004040430,CA004040430-227,CA004040430-1,529,37,4,227,1,SK BATTLEFORDS UNION HOSPITAL SNO
CA004040587,CA004040587-227,CA004040587-1,676,37,4,227,1,SK BICKLEIGH
CA004040600,CA004040600-227,CA004040600-1,671,37,4,227,1,SK BIGGAR
CA004041000,CA004041000-227,CA004041000-1,572,37,4,227,1,SK BUTTE ST PIERRE
CA004041087,CA004041087-227,CA004041087-1,716,37,4,227,1,SK CANDO
CA004041088,CA004041088-227,CA004041088-1,710,37,4,227,1,SK CANDO
CA004041405,CA004041405-227,CA004041405-1,643,37,4,227,1,SK CARRUTHERS
CA004042188,CA004042188-227,CA004042188-1,696,37,4,227,1,SK DENZIL
CA004042338,CA004042338-227,CA004042338-1,549,37,4,227,1,SK EDAM
CA004042760,CA004042760-227,CA004042760-1,550,37,4,227,1,SK FRENCHMAN BUTTE
CA004042880,CA004042880-227,CA004042880-1,690,37,4,227,1,SK GLASLYN CDA EPF
CA004042881,CA004042881-227,CA004042881-1,610,37,4,227,1,SK GLASLYN CDA
CA004042884,CA004042884-227,CA004042884-1,690,37,4,227,1,SK GLASLYN 2
CA004042920,CA004042920-227,CA004042920-1,689,37,4,227,1,SK GLENBUSH
CA004042921,CA004042921-227,CA004042921-1,632,37,4,227,1,SK GLENBUSH
CA004043215,CA004043215-227,CA004043215-1,610,37,4,227,1,SK HERSCHEL
CA004043216,CA004043216-227,CA004043216-1,582,37,4,227,1,SK HERSCHEL
CA004043246,CA004043246-227,CA004043246-1,584,37,4,227,1,SK HILLMOND
CA004043248,CA004043248-227,CA004043248-1,610,37,4,227,1,SK HILLMOND 2
CA004043653,CA004043653-227,CA004043653-1,685,37,4,227,1,SK KELFIELD
CA004043750,CA004043750-227,CA004043750-1,666,37,4,227,1,SK KERROBERT
CA004043888,CA004043888-227,CA004043888-1,681,37,4,227,1,SK KINDERSLEY
CA004043900,CA004043900-227,CA004043900-1,694,37,4,227,1,SK KINDERSLEY A
CA004043904,CA004043904-227,CA004043904-1,681,37,4,227,1,SK KINDERSLEY CDA EPF
CA004043920,CA004043920-227,CA004043920-1,683,37,4,227,1,SK KINDERSLEY KY
CA004044152,CA004044152-227,CA004044152-1,594,37,4,227,1,SK LASHBURN
CA004044155,CA004044155-227,CA004044155-1,617,37,4,227,1,SK LASHBURN 1
CA004044558,CA004044558-227,CA004044558-1,646,37,4,227,1,SK LLOYDMINSTER
CA004044562,CA004044562-227,CA004044562-1,648,37,4,227,1,SK LLOYDMINSTER 12E
CA004044680,CA004044680-227,CA004044680-1,689,37,4,227,1,SK LOVERNA CDA EPF
CA004044735,CA004044735-227,CA004044735-1,701,37,4,227,1,SK LUSELAND
CA004044800,CA004044800-227,CA004044800-1,667,37,4,227,1,SK MACKLIN
CA004044850,CA004044850-227,CA004044850-1,671,37,4,227,1,SK MACKLIN
CA004044887,CA004044887-227,CA004044887-1,592,37,4,227,1,SK MAIDSTONE
CA004045049,CA004045049-227,CA004045049-1,564,37,4,227,1,SK MAYMONT
CA004045070,CA004045070-227,CA004045070-1,700,37,4,227,1,SK MEDSTEAD
CA004045487,CA004045487-227,CA004045487-1,668,37,4,227,1,SK NEILBURG
CA004045600,CA004045600-227,CA004045600-1,548,37,4,227,1,SK NORTH BATTLEFORD A
CA004045605,CA004045605-227,CA004045605-1,548,37,4,227,1,SK NORTH BATTLEFORD
CA004045607,CA004045607-227,CA004045607-1,548,37,4,227,1,SK NORTH BATTLEFORD RCS
CA004045660,CA004045660-227,CA004045660-1,573,37,4,227,1,SK ONION LAKE
CA004045975,CA004045975-227,CA004045975-1,561,37,4,227,1,SK PAYNTON
CA004046200,CA004046200-227,CA004046200-1,536,37,4,227,1,SK PRINCE
CA004046280,CA004046280-227,CA004046280-1,563,37,4,227,1,SK PRONGUA
CA004046360,CA004046360-227,CA004046360-1,704,37,4,227,1,SK RABBIT LAKE
CA004046879,CA004046879-227,CA004046879-1,586,37,4,227,1,SK ROSETOWN
CA004046880,CA004046880-227,CA004046880-1,591,37,4,227,1,SK ROSETOWN CDA EPF
CA004046884,CA004046884-227,CA004046884-1,586,37,4,227,1,SK ROSETOWN EAST
CA004046977,CA004046977-227,CA004046977-1,538,37,4,227,1,SK RUDDELL
CA004047040,CA004047040-227,CA004047040-1,695,37,4,227,1,SK RUTHILDA
CA004047050,CA004047050-227,CA004047050-1,745,37,4,227,1,SK ST DONATUS
CA004047080,CA004047080-227,CA004047080-1,640,37,4,227,1,SK ST WALBURG
CA004047081,CA004047081-227,CA004047081-1,663,37,4,227,1,SK ST WALBURG
CA004047100,CA004047100-227,CA004047100-1,725,37,4,227,1,SK SALT LAKE
CA004047238,CA004047238-227,CA004047238-1,685,37,4,227,1,SK SCOTSTOWN
CA004047240,CA004047240-227,CA004047240-1,660,37,4,227,1,SK SCOTT CDA
CA004047241,CA004047241-227,CA004047241-1,660,37,4,227,1,SK SCOTT CS
CA004047644,CA004047644-227,CA004047644-1,716,37,4,227,1,SK SONNINGDALE
CA004047680,CA004047680-227,CA004047680-1,585,37,4,227,1,SK SOVEREIGN
CA004047681,CA004047681-227,CA004047681-1,587,37,4,227,1,SK SOVEREIGN
CA004047730,CA004047730-227,CA004047730-1,604,37,4,227,1,SK SPRUCE LAKE
CA004047798,CA004047798-227,CA004047798-1,641,37,4,227,1,SK STRANRAER
CA004048240,CA004048240-227,CA004048240-1,587,37,4,227,1,SK TURTLEFORD
CA004048250,CA004048250-227,CA004048250-1,587,37,4,227,1,SK TURTLEFORD CDA EPF
CA004048320,CA004048320-227,CA004048320-1,640,37,4,227,1,SK UNITY
CA004048326,CA004048326-227,CA004048326-1,655,37,4,227,1,SK UNITY SOUTH
CA004048520,CA004048520-227,CA004048520-1,638,37,4,227,1,SK WASECA
CA004050037,CA004050037-227,CA004050037-1,518,37,4,227,1,SK ABERDEEN
CA004050275,CA004050275-227,CA004050275-1,519,37,4,227,1,SK ASQUITH
CA004050480,CA004050480-227,CA004050480-1,451,37,4,227,1,SK BEATTY
CA004050500,CA004050500-227,CA004050500-1,488,37,4,227,1,SK BEAVER CREEK
CA004050675,CA004050675-227,CA004050675-1,460,37,4,227,1,SK BIRCH HILLS
CA004050768,CA004050768-227,CA004050768-1,536,37,4,227,1,SK BLACKSTRAP
CA004050770,CA004050770-227,CA004050770-1,518,37,4,227,1,SK BLAINE LAKE
CA004050774,CA004050774-227,CA004050774-1,541,37,4,227,1,SK BORDEN 18N
CA004051080,CA004051080-227,CA004051080-1,488,37,4,227,1,SK CAMEO
CA004051147,CA004051147-227,CA004051147-1,521,37,4,227,1,SK CARLTON
CA004051636,CA004051636-227,CA004051636-1,543,37,4,227,1,SK COLONSAY
CA004051720,CA004051720-227,CA004051720-1,571,37,4,227,1,SK CONQUEST
CA004051920,CA004051920-227,CA004051920-1,572,37,4,227,1,SK CUDWORTH
CA004052070,CA004052070-227,CA004052070-1,617,37,4,227,1,SK DANA CFB
CA004052175,CA004052175-227,CA004052175-1,526,37,4,227,1,SK DELISLE
CA004052210,CA004052210-227,CA004052210-1,644,37,4,227,1,SK DINSMORE
CA004052230,CA004052230-227,CA004052230-1,533,37,4,227,1,SK DONAVON
CA004052280,CA004052280-227,CA004052280-1,529,37,4,227,1,SK DUNDURN
CA004052448,CA004052448-227,CA004052448-1,466,37,4,227,1,SK ETHELTON
CA004052671,CA004052671-227,CA004052671-1,468,37,4,227,1,SK FOXFORD
CA004052810,CA004052810-227,CA004052810-1,468,37,4,227,1,SK GATEHOUSE
CA004052933,CA004052933-227,CA004052933-1,568,37,4,227,1,SK GLENSIDE
CA004052956,CA004052956-227,CA004052956-1,503,37,4,227,1,SK GRASSWOOD
CA004053080,CA004053080-227,CA004053080-1,587,37,4,227,1,SK HAFFORD
CA004053083,CA004053083-227,CA004053083-1,520,37,4,227,1,SK HAGUE
CA004053090,CA004053090-227,CA004053090-1,549,37,4,227,1,SK HALCYONIA
CA004053120,CA004053120-227,CA004053120-1,578,37,4,227,1,SK HARRIS
CA004053192,CA004053192-227,CA004053192-1,477,37,4,227,1,SK HENRIBOURG
CA004053200,CA004053200-227,CA004053200-1,465,37,4,227,1,SK HENRIBOURG CDA EPF
CA004053264,CA004053264-227,CA004053264-1,473,37,4,227,1,SK HOEY
CA004053266,CA004053266-227,CA004053266-1,488,37,4,227,1,SK HOLBEIN
CA004053960,CA004053960-227,CA004053960-1,463,37,4,227,1,SK KINISTINO
CA004054110,CA004054110-227,CA004054110-1,463,37,4,227,1,SK KRYDOR
CA004054240,CA004054240-227,CA004054240-1,526,37,4,227,1,SK LEASK
CA004054241,CA004054241-227,CA004054241-1,559,37,4,227,1,SK LEASK
CA004054306,CA004054306-227,CA004054306-1,556,37,4,227,1,SK LENEY
CA004054795,CA004054795-227,CA004054795-1,477,37,4,227,1,SK MACDOWALL
CA004055010,CA004055010-227,CA004055010-1,523,37,4,227,1,SK MARCELIN
CA004055043,CA004055043-227,CA004055043-1,520,37,4,227,1,SK MARTENSVILLE
CA004055079,CA004055079-227,CA004055079-1,490,37,4,227,1,SK MELFORT
CA004055080,CA004055080-227,CA004055080-1,463,37,4,227,1,SK MELFORT
CA004055085,CA004055085-227,CA004055085-1,480,37,4,227,1,SK MELFORT CDA
CA004055165,CA004055165-227,CA004055165-1,578,37,4,227,1,SK MILDEN
CA004055450,CA004055450-227,CA004055450-1,545,37,4,227,1,SK MUSKIKI SPRINGS
CA004055640,CA004055640-227,CA004055640-1,494,37,4,227,1,SK NORTHSIDE
CA004055699,CA004055699-227,CA004055699-1,519,37,4,227,1,SK OSLER 6 N
CA004055720,CA004055720-227,CA004055720-1,541,37,4,227,1,SK OUTLOOK
CA004055722,CA004055722-227,CA004055722-1,540,37,4,227,1,SK OUTLOOK 2
CA004055736,CA004055736-227,CA004055736-1,541,37,4,227,1,SK OUTLOOK PFRA
CA004055880,CA004055880-227,CA004055880-1,515,37,4,227,1,SK PARKSIDE CDA EPF
CA004056120,CA004056120-227,CA004056120-1,552,37,4,227,1,SK PILGER
CA004056230,CA004056230-227,CA004056230-1,437,37,4,227,1,SK PRINCE ALBERT
CA004056240,CA004056240-227,CA004056240-1,428,37,4,227,1,SK PRINCE ALBERT A GSN
CA004056270,CA004056270-227,CA004056270-1,438,37,4,227,1,SK PRINCE ALBERT WEYERHAEUSER SNO
CA004056381,CA004056381-227,CA004056381-1,520,37,4,227,1,SK RADISSON 1
CA004056382,CA004056382-227,CA004056382-1,543,37,4,227,1,SK RADISSON 2
CA004056920,CA004056920-227,CA004056920-1,510,37,4,227,1,SK ROSTHERN
CA004057070,CA004057070-227,CA004057070-1,440,37,4,227,1,SK ST LOUIS
CA004057118,CA004057118-227,CA004057118-1,503,37,4,227,1,SK SASKATOON
CA004057120,CA004057120-227,CA004057120-1,504,37,4,227,1,SK SASKATOON DIEFENBAKER INT'L A
CA004057122,CA004057122-227,CA004057122-1,510,37,4,227,1,SK SASKATOON CALDER CENTRE SNOW
CA004057124,CA004057124-227,CA004057124-1,485,37,4,227,1,SK SASK POWER FLETCHER ROAD SNOW
CA004057130,CA004057130-227,CA004057130-1,521,37,4,227,1,SK SASKATOON CENTRAL AVE
CA004057154,CA004057154-227,CA004057154-1,510,37,4,227,1,SK SASKATOON KERNEN FARM
CA004057155,CA004057155-227,CA004057155-1,510,37,4,227,1,SK SASKATOON KERNEN FARM CS
CA004057157,CA004057157-227,CA004057157-1,506,37,4,227,1,SK SASKATOON NATIONAL HYDROLOGY S
CA004057160,CA004057160-227,CA004057160-1,515,37,4,227,1,SK SASKATOON NRC
CA004057165,CA004057165-227,CA004057165-1,504,37,4,227,1,SK SASKATOON RCS
CA004057170,CA004057170-227,CA004057170-1,504,37,4,227,1,SK SASKATOON 1
CA004057172,CA004057172-227,CA004057172-1,491,37,4,227,1,SK SASKATOON 2
CA004057180,CA004057180-227,CA004057180-1,497,37,4,227,1,SK SASKATOON SRC
CA004057200,CA004057200-227,CA004057200-1,515,37,4,227,1,SK SASKATOON U OF S
CA004057202,CA004057202-227,CA004057202-1,483,37,4,227,1,SK SASKATOON WATER TP
CA004057757,CA004057757-227,CA004057757-1,465,37,4,227,1,SK STAR CITY
CA004057760,CA004057760-227,CA004057760-1,469,37,4,227,1,SK STAR CITY CDA EPF
CA004057890,CA004057890-227,CA004057890-1,492,37,4,227,1,SK STURGEON CROSSING
CA004057920,CA004057920-227,CA004057920-1,655,37,4,227,1,SK SURBITON
CA004058000,CA004058000-227,CA004058000-1,507,37,4,227,1,SK SUTHERLAND
CA004058390,CA004058390-227,CA004058390-1,526,37,4,227,1,SK VALLEY PARK
