DWD - Day Historical Data
airt/vapprs/ccov/pres    
                         
                         
AJ_Kettle  20171003
                                        
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  AIRT  AIRT  AIRT  AIRT  VPPRS VPPRS VPPRS VPPRS CCOV  CCOV  CCOV  CCOV  PRES   PRES   PRES   PRES  
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   NGOOD  MIN    MAX    AVG   
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL        DEG_C DEG_C DEG_C       hPa   hPa   hPa         OKTA  OKTA  OKTA         hPa    hPa    hPa   
+---+ +------+ +------+ +------+ +------+ +------+ +------+ +----++----++----++----++----++----++----++----++----++----++----++----++----++-----++-----++-----+
02565    17     54.3378  10.0929 19400101 19880930    17380  17380 -19.8  27.2  8.43 17380  1.10 24.50  9.67 17346  0.00  8.00  5.47 15735  960.7 1047.5 1013.0
02575   426     49.1804   9.9800 20070522 20151231     3146   3144 -15.6  28.2  9.26  3144  1.50 22.60  9.90  1684  0.00  8.00  3.60     0  -99.0  -99.0  -99.0
02578    12     53.9995  11.4341 19550801 20151231    21703  21672 -17.4  27.5  8.88  8638  1.20 25.40 10.22 15904  0.00  8.00  5.08     0  -99.0  -99.0  -99.0
02597   282     50.2241  10.0792 19460101 20151231    25567  25567 -20.0  29.2  8.88 25559  0.80 22.80  9.39 25474  0.00  8.00  5.45 25559  938.3 1017.8  986.6
02600   188     49.7363  10.1781 19821101 20151231    11992  11992 -20.0  30.5  9.93 11963  1.10 24.10  9.74 10502  0.00  8.00  5.04     0  -99.0  -99.0  -99.0
02601   826     50.2218   8.4469 19360101 20151231    28788  28765 -23.9  27.2  5.94 28745  0.60 21.20  8.45 25433  0.00  8.00  5.64 28746  877.5  947.5  922.3
02609    40     53.9587  10.3293 19740901 19810331     2404   2404 -13.5  26.0  7.74  2404  1.90 20.00  9.34  2404  0.00  8.00  5.25     0  -99.0  -99.0  -99.0
02618   732     50.8458  10.4803 19910101 20151231     9131   9131 -18.0  27.0  6.43  8898  0.30 22.40  8.77  7661  0.00  8.00  6.05     0  -99.0  -99.0  -99.0
02621    42     52.4036  13.2319 19560101 19691231     5114   5114 -18.5  29.8  8.49  5085  1.20 23.70  9.99     0-99.00-99.00-99.00     0  -99.0  -99.0  -99.0
02627   128     51.5554  13.8846 19960701 20151231     7123   7123 -17.2  29.8  9.49  7123  1.20 24.40  9.78  5668  0.00  8.00  4.93     0  -99.0  -99.0  -99.0
02629    46     51.7612   6.0954 19471111 20151231    24552  24552 -14.8  28.4  9.92 24552  1.20 24.00 10.34 23046  0.00  8.00  5.34     0  -99.0  -99.0  -99.0
02638   973     48.1054   8.7549 19470101 20151231    25199  25136 -22.0  27.7  6.66 25120  0.80 20.40  8.29 21609  0.00  8.00  5.23 25105  864.2  926.7  904.1
02641    85     51.5185  12.9065 19941001 20151231     7762   7762 -20.7  29.4  9.72  7754  1.10 24.40  9.76  6306  0.00  8.00  5.17     0  -99.0  -99.0  -99.0
02654   200     49.0265   8.7554 19490101 19831031    12357  12357 -17.9  30.6  9.63  6334  1.80 23.70 10.12 12207  0.00  8.00  5.12     0  -99.0  -99.0  -99.0
02657    85     50.3369   7.5992 19510101 20080131    20850  20850 -15.6  30.4 10.66 20849  1.20 30.70 10.12 19358  0.00  8.00  5.88     0  -99.0  -99.0  -99.0
02665    45     50.9615   6.9712 19360101 19841231    16225  16225 -16.5  30.9 10.35 16225  1.20 24.80 10.16 15936  0.00  8.00  5.32  9132  973.9 1038.8 1008.9
02667    92     50.8646   7.1575 19570901 20151231    21306  21306 -18.8  29.3 10.14 21306  1.30 23.20  9.98 21306  0.00  8.00  5.43 21306  956.5 1036.8 1005.1
02680   288     50.2840  10.4456 19510101 20151231    23741  23738 -26.4  28.5  8.52 23735  0.70 22.80  9.29 22287  0.00  8.00  5.12     0  -99.0  -99.0  -99.0
02689    40     53.2279   9.6527 19500101 19601231     4018   4018 -18.0  25.0  8.20  4018  1.20 21.70  9.76  4018  0.00  8.00  5.40     0  -99.0  -99.0  -99.0
02691   378     48.6707  11.2173 19940401 20081231     5389   5389 -17.0  27.3  9.31  5389  1.20 23.20 10.09  5389  0.00  8.00  5.81     0  -99.0  -99.0  -99.0
02700   416     48.8302  11.4872 19490101 20151231    24471  24471 -21.3  28.8  8.35 24469  0.90 25.40  9.61 23009  0.00  8.00  5.77  2345  939.8  994.2  967.9
02701   136     51.1329  11.7252 19470101 20070331     6026   6026 -18.4  28.1  9.58  5824  0.80 24.40  9.94  4565  0.00  8.00  4.96     0  -99.0  -99.0  -99.0
02703   496     51.8550   9.3239 19980101 20001010     1008    692  -8.0  25.9  8.75   692  2.70 18.60  9.74     0-99.00-99.00-99.00   692  929.5  976.1  957.0
02704    76     51.7515  12.0079 19931001 20151231     8066   8056 -18.2  28.8  9.88  8054  1.20 24.70  9.87  6605  0.00  8.00  5.29     0  -99.0  -99.0  -99.0
02708   740     47.6652  11.0804 19910801 20151231     8906   8884 -17.1  25.6  7.59  8883  1.40 24.20  9.37  7430  0.00  8.00  5.00     0  -99.0  -99.0  -99.0
02712   443     47.6774   9.1901 19721101 20151231    15766  15766 -15.8  28.5  9.80 15766  1.30 23.30 10.03 15761  0.00  8.00  5.66 15766  922.8  988.2  964.6
02717   395     51.2662   8.8309 19890601 20051231     6027   6027 -15.8  27.7  8.25  6027  1.30 22.60  9.30  6027  0.00  8.00  5.05     0  -99.0  -99.0  -99.0
02750   312     50.2524  11.3208 19490101 20151231    24106  24106 -19.3  29.1  8.40 17989  1.10 23.60  9.26 22561  0.00  8.00  5.92     0  -99.0  -99.0  -99.0
02761   520     48.2510  10.4163 19510101 19901031    14549  14549 -24.2  26.4  7.72 14549  0.80 21.90  9.17 14549  0.00  8.00  5.52     0  -99.0  -99.0  -99.0
02770    35     53.9015  10.2359 19730701 19740831      427    427  -7.0  24.8  9.68   427  2.90 19.60 10.07   427  0.00  8.00  4.95     0  -99.0  -99.0  -99.0
02773   417     49.4283  11.9016 20000701 20151231     5662   5611 -15.9  28.5  9.00  5482  1.20 22.40  9.26  5491  0.00  8.00  5.54  5483  929.1  991.1  967.4
02775   225     49.2795   9.6925 19460101 19800630    12600  12600 -17.8  29.0  8.99  2844  1.70 21.10  9.34 12586  0.00  8.00  5.10     0  -99.0  -99.0  -99.0
02780   330     50.1003  11.4494 19600101 19820531     8187   8187 -20.0  27.2  7.74     0-99.00-99.00-99.00  8187  0.00  8.00  5.34     0  -99.0  -99.0  -99.0
02783   436     48.5126  12.1513 19660901 19920831     9497   9497 -21.8  27.0  8.27  9497  0.90 22.50  9.19  9497  0.00  8.00  5.09  3409  930.2  985.2  965.5
02790   296     49.5592   7.4134 19700101 19810831     4261   4261 -14.6  26.2  8.04  4261  1.70 21.00  9.45  4261  0.00  8.00  5.07     0  -99.0  -99.0  -99.0
02794    40     52.9363  12.4093 19860601 20151231    10800   9883 -19.2  29.0  9.51  9852  1.10 23.50  9.93  2393  0.00  8.00  5.55  8202  968.9 1042.1 1010.3
02796    40     53.9156  12.2790 20000601 20151231     5692   5686 -15.6  27.7  9.29  5660  1.40 22.10  9.88  5615  0.00  8.00  5.39  5661  967.0 1040.0 1007.8
02812   155     48.3647   7.8280 19500101 20151231    23649  22888 -16.2  29.5 10.53 22888  1.30 24.90 10.41 22888  0.00  8.00  5.33  7639  961.8 1021.2  998.4
02814   685     48.5121   9.7645 19490101 20151231    23922  23922 -21.4  27.4  7.06 17820  1.00 21.50  8.69 22447  0.00  8.00  5.29     0  -99.0  -99.0  -99.0
02821   214     51.9603  10.0157 19480101 19571231     3653   3653 -19.8  26.4  8.18  3653  1.10 23.20  9.47  3653  0.00  8.00  5.32     0  -99.0  -99.0  -99.0
02829   621     48.0772  10.9144 20000601 20151231     5692   5665 -15.7  27.6  8.81  5637  1.30 20.70  9.04  5546  0.00  8.00  5.40  5635  906.9  970.2  943.8
02830   602     48.0349  10.8709 19500101 19671231     6574   6574 -23.5  27.2  7.33  6393  0.80 21.70  9.04  6574  0.00  8.00  5.29     0  -99.0  -99.0  -99.0
02831   393     48.5357  12.1132 19470111 20080331    13291  13291 -20.8  27.4  8.51 13290  0.80 25.40  9.70 13291  0.00  8.00  5.22  7143  934.4  996.6  969.1
02856    91     51.9173  13.0878 19930601 20151231     8249   8249 -18.9  29.6  9.47  8232  1.20 25.20  9.99  6788  0.00  8.00  5.45     0  -99.0  -99.0  -99.0
02857   175     51.1173  10.6568 19470401 19581130     4262   4262 -19.2  27.8  9.01  3869  0.80 26.40 10.03     0-99.00-99.00-99.00    31  968.6 1010.2  989.1
02861     5     53.7445   7.4775 19510101 19860630    12965  12965 -13.1  27.1  8.72 12965  1.70 24.80 10.13 12965  0.00  8.00  5.51     0  -99.0  -99.0  -99.0
02872    15     52.8457   7.3489 19470101 19501231     1461   1461 -13.6  27.3  9.27  1461  1.70 22.70 10.35  1461  0.00  8.00  5.30  1461  977.8 1042.2 1014.1
02878   119     51.3912  11.8785 19510101 20070430    20574  20573 -22.4  30.8  9.22 19022  0.80 25.20  9.65 15300  0.00  8.00  5.21    30  999.0 1027.5 1017.5
02879   199     49.5781   9.7142 19490101 19851231    13149  13149 -21.0  27.6  9.05 11292  1.00 23.30  9.56 13149  0.00  8.00  5.22     0  -99.0  -99.0  -99.0
02886   539     48.2176   9.9097 20000701 20151231     5655   5568 -14.7  27.5  9.01  5468  1.30 21.00  9.36  5398  0.00  8.00  5.54  5465  916.0  973.3  952.7
02905   550     48.1849  10.8507 20000601 20151231     5691   5555 -16.0  27.0  8.82  5349  1.30 20.80  9.21  5322  0.00  8.00  5.46  5349  914.4  972.5  951.2
02906     5     54.7750   8.9808 19510101 19750228     8825   8825 -13.8  24.5  7.93  8825  1.70 22.50  9.70  8825  0.00  8.00  5.43     0  -99.0  -99.0  -99.0
02907     7     54.7903   8.9514 19741101 20151231    15036  15024 -19.0  25.5  8.48 15014  1.20 23.10  9.95 12030  0.00  8.00  5.28 15025  960.5 1045.9 1012.9
02912     9     54.7419   9.8791 19560301 19741130     6849   6849 -11.0  24.0  8.27  6849  2.00 23.10  9.76  6849  0.00  8.00  5.03     0  -99.0  -99.0  -99.0
02915   640     50.4833  11.4500 19470101 19611231     5479   5479 -23.3  25.6  6.33  5479  0.80 23.70  8.65     0-99.00-99.00-99.00     0  -99.0  -99.0  -99.0
02920   365     48.7654  12.5121 19780901 19970630     6848   6848 -26.2  27.0  8.00  6848  0.70 22.70  9.28  6848  0.00  8.00  4.72     0  -99.0  -99.0  -99.0
02923   663     47.9116  10.6124 19550101 19700531     5630   5630 -25.4  23.8  6.51  5600  0.70 22.10  8.65  5585  0.00  8.00  5.29     0  -99.0  -99.0  -99.0
02925   356     51.3933  10.3123 19570101 20151231    21549  21549 -19.3  28.3  7.97 21549  1.10 22.50  9.22 16575  0.00  8.00  5.69 18262  931.8 1000.7  973.4
02928   138     51.3151  12.4462 18631201 20151231    50069  47749 -23.7  29.9  9.20 48071  0.80 39.70  9.60 42710  0.00  8.00  5.27 40342  957.0 1033.8 1000.3
02931   128     51.3920  12.3962 19590112 19720430     4514   4514 -19.7  28.8  8.68  4514  1.00 22.80  9.60  4482  0.00  8.00  5.43  4514  962.7 1029.0  999.0
02932   131     51.4348  12.2396 19340101 20151231    21708  21646 -22.1  30.2  9.24 21646  0.80 25.70  9.57 21606  0.00  8.00  5.29 21121  951.2 1028.7  999.5
02947   286     51.1334   8.0352 19620401 20151231    19633  19633 -16.3  27.9  8.44 19629  1.30 23.20  9.40 18157  0.00  8.00  5.63     0  -99.0  -99.0  -99.0
02949   758     48.5396   9.5275 19470801 20020131    19848  19846 -21.5  28.6  7.46 11539  1.10 21.60  8.54 19817  0.00  8.00  5.38     0  -99.0  -99.0  -99.0
02950    14     54.2190  10.8844 19620401 20061231    16346  16346 -13.5  27.8  8.70 16346  1.70 24.20  9.88 16346  0.00  8.00  5.33     0  -99.0  -99.0  -99.0
02951    20     53.1007  11.4864 19941001 20151231     7762   7762 -17.4  29.3  9.68  7762  1.20 24.00  9.91  6270  0.00  8.00  5.29     0  -99.0  -99.0  -99.0
02961     5     54.4996  10.2737 19980101 20151231     6521   6145 -10.1  32.7  9.69  6070  1.90 40.40 10.74     0-99.00-99.00-99.00  6212  955.1 1042.4 1010.7
02963    92     51.3167  12.0333 19470101 19661231     7305   7305 -20.1  29.8  9.89  3652  1.70 25.30 10.41  7217  0.00  8.00  5.00  4748  968.0 1032.6 1003.5
02968    43     50.9895   6.9779 19450101 20151231    25590  25581 -14.8  31.8 11.04 25561  1.50 25.10 10.33 23009  0.00  8.00  5.43 11261  967.9 1040.2 1010.4
02985   321     50.9383  14.2093 19940601 20151231     7884   7884 -16.2  28.8  8.78  7844  1.30 22.60  9.36  6909  0.00  8.00  5.60  7844  938.5 1004.3  977.5
02996   352     48.7726   8.7287 19470101 19601231     5114   5114 -17.8  29.9  8.43  4932  1.50 27.10 10.14  5114  0.00  8.00  5.04     0  -99.0  -99.0  -99.0
03001   284     48.0674   7.6770 19650101 19900531     9282   9282 -17.8  28.4  8.98  9282  1.30 24.90 10.01  9282  0.00  8.00  5.08     0  -99.0  -99.0  -99.0
03004   185     50.4116   8.0605 19490101 19990630    16039  16039 -18.3  30.0  9.38 16039  1.30 24.60  9.72 16039  0.00  8.00  5.19  1213  970.7 1025.6 1001.8
03007    96     49.4111   8.3980 19470101 19551231     3287   3287 -14.9  31.0 10.12  3287  1.50 24.00 10.04  3287  0.00  8.00  4.92  3287  974.7 1031.0 1005.0
03015    98     52.2085  14.1180 19060401 20151231    40087  40072 -24.4  30.5  8.81 25202  0.90 23.50  9.44 23705  0.00  8.00  5.29 40080  954.6 1041.6 1002.9
03016   760     47.5980   9.8878 19700601 19880430     6544   6544 -21.8  27.9  6.95  6544  0.90 20.10  8.76  6544  0.00  8.00  4.71     0  -99.0  -99.0  -99.0
03018   445     49.7117   8.7804 19730401 20051231    11963  11963 -16.7  28.3  8.54 11963  1.40 24.70  9.59 11963  0.00  8.00  5.21     0  -99.0  -99.0  -99.0
03023    22     52.5181   7.3081 19510101 20151231    23741  23741 -15.5  28.2  9.69 23741  1.20 24.50 10.10 23724  0.00  8.00  5.49 23737  958.6 1043.0 1011.4
03028   157     51.7855   8.8388 19510101 20151231    23741  23741 -17.6  29.8  9.28 23741  1.20 23.20  9.73 23729  0.00  8.00  5.57 16345  947.5 1025.4  997.0
03031    92     51.6334   8.3943 19801201 20151231    12814  12814 -17.9  28.7 10.09 12814  1.30 23.90 10.26 11353  0.00  8.00  5.31     0  -99.0  -99.0  -99.0
03032    26     55.0110   8.4125 19370101 20151231    27759  27758 -18.0  26.2  8.75 27737  1.30 25.10  9.95 26982  0.00  8.00  5.37 27712  957.3 1047.1 1010.7
03034   500     50.4505  11.6350 19910101 20151231     9131   9131 -18.1  25.4  7.63  9128  1.10 22.70  8.90  7670  0.00  8.00  4.75     0  -99.0  -99.0  -99.0
03042   230     50.5617   8.2386 19930701 20151231     8219   8219 -15.3  27.3  9.10  8219  1.40 23.20  9.89  6758  0.00  8.00  5.46     0  -99.0  -99.0  -99.0
03044    22     52.7216   7.7463 19460101 20151231    20393  20393 -16.1  27.4  9.19 20389  1.20 24.90 10.07 18936  0.00  8.00  5.88  9862  973.4 1043.6 1011.7
03045    27     52.7432   7.8763 19930501 20070630     5174   5174 -16.0  28.9  9.85  5174  1.50 25.00 10.54  5174  0.00  8.00  4.48     0  -99.0  -99.0  -99.0
03056   161     50.0103   9.6100 19470101 20051031    21489  21489 -18.2  28.4  8.86 21422  0.90 24.80  9.30 21489  0.00  8.00  5.39     0  -99.0  -99.0  -99.0
03062   100     50.0352   7.8197 19510101 19890531    14001  14001 -20.0  30.4  9.44 14001  1.10 25.20  9.74 14001  0.00  8.00  5.39     0  -99.0  -99.0  -99.0
03076    95     49.4606   8.4246 19470101 19561231     3653   3653 -16.8  30.7 10.41  3653  1.20 23.70 10.03  3653  0.00  8.00  4.77  3653  974.2 1029.9 1004.4
03082    56     51.9333  13.8833 19730101 19741231      730    730  -7.7  25.5  8.92   730  2.90 20.10  9.53   730  0.00  8.00  5.29     0  -99.0  -99.0  -99.0
03083    57     51.9267  13.8797 19911001 20151231     8858   8853 -18.9  29.7  9.65  8846  1.20 23.90  9.92  7397  0.00  8.00  4.94     0  -99.0  -99.0  -99.0
03085    15     53.8773  10.6915 19500301 19850228    12784  12784 -15.2  26.8  8.69 12784  1.30 23.50  9.49 12784  0.00  8.00  5.35 12784  965.4 1049.0 1012.6
03086    16     53.8025  10.6988 19850301 20151231    11263  11260 -18.2  28.2  9.06 11252  1.30 24.00  9.92  8608  0.00  8.00  5.29 11251  962.0 1044.5 1013.0
03088     5     53.8953  10.7040 18900101 19730630    28305  28296 -20.9  28.4  8.41 28223  1.10 26.00  9.75 28296  0.00  8.00  5.06 13567  966.7 1047.2 1014.3
03093    17     52.9724  11.1374 19541201 20151231    22311  22311 -19.2  28.8  8.96 22307  1.10 25.00  9.79 19967  0.00  8.00  5.52 22306  963.2 1044.6 1012.3
03096   444     51.2131   7.6359 19400101 19951231    20058  20058 -19.2  28.6  7.94 19989  1.10 22.70  9.15 20058  0.00  8.00  5.79 20027  912.9  987.9  960.7
03098   387     51.2452   7.6425 19940101 20151231     8035   8035 -15.5  27.8  8.76  8030  1.50 21.30  9.63  8001  0.00  8.00  5.65  8004  930.3  994.9  969.3
03101    58     51.7694   7.4128 19500101 19950930    15248  15224 -16.2  27.3  9.57 15062  1.30 25.50 10.25 15194  0.00  8.00  5.48     0  -99.0  -99.0  -99.0
03103    11     53.2657  10.4240 19470501 19971231    18508  18508 -19.0  29.4  8.98 18508  1.20 23.20  9.64 18508  0.00  8.00  5.27  3257  973.1 1038.4 1011.1
03113   528     50.7663  10.7201 19910101 19910731      212    212 -15.8  23.9  5.98    61  7.80 19.00 13.21    61  0.00  8.00  4.97     0  -99.0  -99.0  -99.0
03126    76     52.1029  11.5827 19470101 20151231    25202  25202 -20.1  29.1  9.20 25200  0.90 24.30  9.62 25162  0.00  8.00  5.40 25202  956.1 1036.0 1005.4
03135   473     49.0643   9.5820 19550501 19830331    10076  10076 -20.0  27.9  7.81  4627  1.70 22.50  9.21 10076  0.00  8.00  5.23     0  -99.0  -99.0  -99.0
03137   195     49.9656   8.2139 19480101 20151231    24806  24798 -17.0  30.8 10.41 24790  1.20 26.60 10.11 22036  0.00  8.00  5.29  2861  970.0 1027.1 1001.2
03139   509     48.2166  11.2965 19831101 20041231     7732   7732 -23.2  28.3  8.45  7732  0.90 22.70  9.42  7732  0.00  8.00  4.86     0  -99.0  -99.0  -99.0
03147   418     48.7726  12.2177 19530101 20151231    18109  18109 -21.0  28.0  8.26 18104  0.80 22.90  9.43 17257  0.00  8.00  5.28     0  -99.0  -99.0  -99.0
03155   413     50.1015   6.8009 19611101 20151231    19722  19712 -15.3  28.6  8.20 19668  1.40 22.50  9.40 18141  0.00  8.00  5.23     0  -99.0  -99.0  -99.0
03158    12     52.5468  14.5452 19850101 20151231    11225  10895 -20.4  28.9  9.38 10851  1.10 23.20  9.79  7798  0.00  8.00  5.34  8677  973.2 1046.6 1013.6
03160   240     51.6084  11.4139 19520101 19801231    10076   6758 -18.1  27.4  8.23  6758  0.70 21.60  9.16     0-99.00-99.00-99.00     0  -99.0  -99.0  -99.0
03164   182     50.8492   8.7746 19460101 20151231    22586  22586 -18.2  28.9  9.05 22565  1.10 23.90  9.48 21094  0.00  8.00  5.29 10593  953.2 1017.1  989.1
03166   639     50.6510  13.1469 19560101 20151231    20452  20041 -25.4  27.6  6.77 19887  0.70 21.90  8.35  2708  0.00  8.00  5.70  8625  900.0  964.5  941.1
03167   547     50.6620   7.9602 19621201 20151231    19389  19389 -17.2  28.6  7.31 19388  1.30 22.30  9.04 19387  0.00  8.00  5.74 19388  903.9  974.3  950.3
03170     5     54.4937  11.2405 20000703 20100430     3279    259  -2.8  21.6  8.89   438  3.30 21.70 10.36   791  0.00  8.00  5.32   446  987.3 1040.3 1013.5
03196    81     53.3223  11.9319 19470101 20151231    25202  24843 -19.7  28.4  8.54 24829  0.90 23.90  9.56 17481  0.00  8.00  5.49 12780  963.0 1036.2 1004.8
03204   427     50.7334  10.8815 19910101 20151231     9131   9131 -18.4  29.0  8.40  9130  1.30 21.70  9.21  7677  0.00  8.00  5.15     0  -99.0  -99.0  -99.0
03211  1011     48.9359  13.5747 19420101 19561231     5449   5449 -25.6  24.8  5.26  5267  0.50 19.60  7.69  5449  0.00  8.00  5.11  5022  871.2  919.2  900.8
03212   230     50.3249   7.2300 19610101 20021231    15218  15218 -17.9  28.8  9.22 15218  1.40 23.70  9.52 15218  0.00  8.00  5.21     0  -99.0  -99.0  -99.0
03222    60     52.3411   9.1403 19610101 19781231     6574   6574 -17.0  26.7  8.98  6574  1.40 25.10  9.95  6574  0.00  8.00  5.39     0  -99.0  -99.0  -99.0
03223   460     47.6985   9.2753 19470101 19770930    11231  11231 -20.0  28.2  9.17 11231  0.90 24.10  9.82 11231  0.00  8.00  5.26     0  -99.0  -99.0  -99.0
03226   107     51.7259  11.5111 20060801 20151231     3440   3440 -19.0  28.9  9.95  3440  1.10 23.40  9.80  1979  0.00  8.00  4.69     0  -99.0  -99.0  -99.0
03228   506     51.0976   7.6670 19790801 19951231     5997   5997 -16.0  26.4  7.45  5997  1.20 22.00  9.20  5966  0.00  8.00  5.64     0  -99.0  -99.0  -99.0
03231   450     50.5612  10.3771 19790101 20151231    13514  13514 -17.2  27.7  7.83 13513  1.00 21.70  8.92 13508  0.00  8.00  5.57 13513  916.1  987.6  962.8
03234   157     51.1294  13.4327 19560601 20151231    19265  19265 -21.9  28.8  8.87 19264  0.90 24.00  9.48 17803  0.00  8.00  4.80     0  -99.0  -99.0  -99.0
03236    89     52.2044   8.3382 19860701 20011231     5663   5663 -18.5  26.8  9.55  5663  1.30 23.50 10.03  5663  0.00  8.00  5.61     0  -99.0  -99.0  -99.0
03244   615     47.9820  10.1384 19610101 20151231    20057  20057 -20.8  27.1  8.04 20055  1.00 21.40  9.25 18596  0.00  8.00  5.37     0  -99.0  -99.0  -99.0
03245   630     47.9833  10.2333 20000701 20021120      852    615  -9.5  27.8  9.18   466  3.00 18.50  9.63   465  0.30  8.00  5.79   466  916.8  961.7  941.3
03246   181     50.3667   7.3167 20000701 20070613     2529   2332  -9.6  28.6 10.38  2027  2.20 21.90  9.97  2180  0.00  8.00  5.39  2025  960.9 1018.1  993.7
03254    19     52.7156   7.3176 20000702 20151231     5656   3876 -12.1  27.4 10.21   716  4.10 21.30 10.31     1  6.70  6.70  6.70   715  969.5 1033.0 1010.1
03257   250     49.4773   9.7623 19470101 20151231    25202  25202 -20.4  30.2  9.15 25202  0.90 23.60  9.63 23612  0.00  8.00  5.37  1642  951.5 1005.0  979.9
03268   920     48.1875   8.9938 20000601 20151231     5600   5509 -15.9  26.7  7.48  5241  1.30 20.10  8.64  4465  0.00  8.00  5.40  5243  872.9  928.0  909.6
03271   313     48.8548  12.9187 19410101 20151231    27393  27393 -25.2  26.4  8.09 27393  0.70 24.00  9.62 25932  0.00  8.00  5.49 12783  943.1 1005.1  978.1
03278   355     48.5376   9.2733 20030101 20151231     4455   4455 -12.7  29.5 10.33  4449  1.50 21.70  9.71  2994  0.00  8.00  5.28     0  -99.0  -99.0  -99.0
03284   240     49.6691   9.0085 19870101 20151231    10592  10592 -15.0  29.5 10.00 10590  1.40 22.90  9.71  9035  0.00  8.00  5.05     0  -99.0  -99.0  -99.0
03287   453     49.7176   9.0997 19871001 20151231    10319  10319 -16.3  29.6  8.90 10316  1.40 23.10  9.49 10314  0.00  8.00  5.44 10316  923.3  993.0  963.4
03289   355     50.7281  11.7838 19910101 20151231     8096   8096 -17.5  28.9  8.74  7931  1.20 24.00  9.39  6626  0.00  8.00  5.38     0  -99.0  -99.0  -99.0
03291   128     49.7120   9.2258 19801101 20031231     8461   8461 -16.9  28.0  9.85  8461  1.30 24.20 10.05  8461  0.00  8.00  5.47     0  -99.0  -99.0  -99.0
03300   155     50.2285   9.1064 19740501 19930331     6910   6910 -14.8  28.6  9.40  6910  1.30 24.20  9.82  6910  0.00  8.00  5.19     0  -99.0  -99.0  -99.0
03307   981     47.4778  11.2654 19460101 20151231    25506  25506 -25.5  28.0  6.98 25506  0.70 19.60  8.31 24045  0.00  8.00  5.01     0  -99.0  -99.0  -99.0
03313   508     49.7328   8.7771 19360901 19720331    10074  10074 -21.9  29.2  8.04 10074  0.90 22.80  8.99 10043  0.00  8.00  5.27     0  -99.0  -99.0  -99.0
03317    42     53.6128  10.6943 19750701 19840930     3380   3380 -16.4  28.0  8.68  3380  1.50 22.70  9.69  3380  0.00  8.00  5.92     0  -99.0  -99.0  -99.0
03319   239     49.7645   9.2531 20060901 20151231     3409   3409 -15.6  28.2  9.99  3396  1.50 21.90 10.08  1941  0.00  8.00  4.57     0  -99.0  -99.0  -99.0
03320    49     51.1970   6.4499 19350101 19530531     5874   5874 -15.0  29.9  9.78  5478  1.60 23.50 10.03  5874  0.00  8.00  5.27  3653  969.4 1032.4 1006.1
03340   265     50.4383   7.8061 19380101 20151231    10837  10837 -18.3  27.0  8.60 10771  0.80 24.00  9.36  9356  0.00  8.00  5.42     0  -99.0  -99.0  -99.0
03348   240     51.7209   9.8352 19900701 20151231     9315   9304 -20.2  28.9  8.71  9287  1.10 25.30  9.85  7854  0.00  8.00  5.61     0  -99.0  -99.0  -99.0
03362   244     48.9721   8.8734 19980101 20151231     6513   6297 -14.0  28.8  9.69  6249  1.50 23.50 10.19  2438  0.00  8.00  5.66  6265  950.4 1012.1  988.0
03366   406     48.2791  12.5024 19530101 20151231    23010  23010 -22.9  27.4  8.28 23008  0.80 22.70  9.67 22849  0.00  8.00  5.44 23008  926.8  995.4  968.9
03370   300     51.2076  10.3956 19950401 20041130     3532   3532 -15.4  27.4  8.93  3532  1.50 21.70  9.46  3516  0.00  8.00  5.30     0  -99.0  -99.0  -99.0
03376    63     52.5176  14.1232 19490101 20151231    24320  23894 -21.8  28.9  8.81 23874  0.90 23.50  9.51 14640  0.00  8.00  5.49  2925  969.4 1035.6 1008.7
03379   515     48.1631  11.5429 19540601 20151231    22494  22494 -20.0  30.4  9.48 11322  1.20 21.50  9.47 11311  0.00  8.00  5.17 11319  912.6  977.2  954.9
03382   521     48.1441  11.6000 19451101 19531231     2983   2983 -16.6  27.5  8.68  2983  1.20 22.10  9.34  2983  0.00  8.00  5.15  2983  926.6  976.3  954.7
03383   515     48.1635  11.5019 18790101 19541231    26878  26878 -24.0  28.6  7.99 24321  0.70 22.00  8.88 26878  0.00  8.00  5.19 22007  921.6  983.1  954.8
03385   515     48.1660  11.5011 19550101 19990331    16161  16161 -21.8  28.4  8.12 16161  0.80 23.20  9.30 16161  0.00  8.00  5.21     0  -99.0  -99.0  -99.0
03388   542     48.0919  11.6486 19940201 19970131     1096   1096 -14.4  27.4  8.98  1096  1.60 19.80  9.28  1096  0.00  8.00  5.18     0  -99.0  -99.0  -99.0
03390   529     48.1369  11.7094 19400101 19920516    17975  17975 -23.4  28.0  7.95 17975  0.80 21.80  9.06 17975  0.00  8.00  5.24 17975  913.0  980.3  954.6
03402   750     48.3851   9.4837 19460101 20151231    25567  25567 -23.0  26.7  6.94 25567  0.90 23.30  8.67 24111  0.00  8.00  5.21  9648  900.8  955.8  931.7
03404    62     51.9494   7.5906 18910101 19911231    36159  36159 -16.9  28.4  9.30 31046  1.10 23.70  9.89 35337  0.00  8.00  5.31 20485  955.9 1040.6 1007.6
