DWD - Day Historical Data
minbod/gust/ppt/sundur   
                         
                         
AJ_Kettle  20171003
                                        
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  MNBOD MNBOD MNBOD MNBOD GUST  GUST  GUST  GUST  PPT   PPT   PPT   PPT   SUNDR SUNDR SUNDR SUNDR 
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL  NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   NGOOD MIN   MAX   AVG   
Stnid Height   Latitude Longitud St_date  En_date  N_TOTAL        C     C     C           m/s   m/s   m/s         mm    mm    mm          hour  hour  hour  
+---+ +------+ +------+ +------+ +------+ +------+ +------+ +----++----++----++----++----++----++----++----++----++----++----++----++----++----++----++----+
03432   380     48.5665   8.7184 19490101 19950331    16860  12620 -29.0  18.5  2.08     0 -99.0 -99.0 -99.0 16860   0.0  68.5   2.2     0 -99.0 -99.0 -99.0
03442   149     50.3574   8.7506 19470101 20151231    23923  21988 -27.0  21.0  4.06  1612   1.8  31.0   9.6 23773   0.0  69.6   1.7     0 -99.0 -99.0 -99.0
03478    81     53.5468  13.1914 19760701 20050228    10470  10465 -27.4  22.3  4.00 10291   2.0  42.5  12.1 10468   0.0  92.3   1.4 10457   0.0  16.5   4.5
03484   380     48.7097  11.2096 20000701 20151231     5662   2785 -25.0  20.0  3.26  5433   0.8  30.9   8.1  5334   0.0  46.8   1.9     0 -99.0 -99.0 -99.0
03485   486     48.3116  10.3771 19910601 20151231     8980   8980 -27.7  17.5  2.97     0 -99.0 -99.0 -99.0  8980   0.0  64.6   2.4  5083   0.0  14.2   4.4
03486   212     49.2931   9.2722 19490101 20041231    20454  20287 -26.5  20.9  4.66     0 -99.0 -99.0 -99.0 20454   0.0  61.3   2.2     0 -99.0 -99.0 -99.0
03490   111     50.5346   7.0853 19480101 20151231    24807  21873 -26.1  23.5  4.48     0 -99.0 -99.0 -99.0 24804   0.0  65.5   1.8 24101   0.0  14.5   4.0
03509    77     53.1020  13.0421 20041001 20151231     4109   4109 -27.2  19.5  2.08     0 -99.0 -99.0 -99.0  4107   0.0  52.6   1.7     0 -99.0 -99.0 -99.0
03512   820     50.5000  11.1500 19550101 19771231     8401   4995 -31.0  15.3  0.56     0 -99.0 -99.0 -99.0  4382   0.0  64.3   2.9     0 -99.0 -99.0 -99.0
03513   845     50.5002  11.1344 19890501 20151231     9741   9741 -27.9  18.9  1.19  9570   0.0  31.8  11.5  9740   0.0  81.5   3.2  9131   0.0  16.0   4.1
03518   793     47.9760   8.9101 19811001 19931130     4444   4341 -29.7  20.7  0.80  4416   1.0  31.9   8.7  4444   0.0 102.6   2.4  4261   0.0  15.5   4.8
03519   663     47.9519   8.9932 19931201 20031231     3683   3683 -21.9  17.1  2.51     0 -99.0 -99.0 -99.0  3683   0.0  48.1   2.4  3683   0.0  15.3   4.8
03527   500     50.8924   9.4053 19470101 20151231    25202  25084 -27.9  22.5  2.77     0 -99.0 -99.0 -99.0 25154   0.0  59.4   2.2  4748   0.0  13.6   3.6
03532     4     54.3609  10.6015 19510101 19761130     9466   9466 -26.2  19.0  4.20     0 -99.0 -99.0 -99.0  9466   0.0  84.4   1.8  9466   0.0  16.3   4.8
03537    26     54.0873   9.9791 19360101 20070831    25371  24888 -30.6  21.0  4.05     0 -99.0 -99.0 -99.0 25369   0.0 101.5   2.3  8130   0.0  16.6   4.4
03540   195     50.8446   7.3720 19920901 20151231     8522   8522 -24.1  20.6  4.46     0 -99.0 -99.0 -99.0  8522   0.0  68.7   2.8  4077   0.0  15.2   4.2
03541   185     50.8956   7.3081 19620801 19920229    10805  10792 -29.5  19.2  4.46     0 -99.0 -99.0 -99.0 10805   0.0  64.9   2.7     0 -99.0 -99.0 -99.0
03545   236     49.3436   7.2295 19700101 20151231    15463  15371 -23.0  19.5  3.72     0 -99.0 -99.0 -99.0 15463   0.0  52.3   2.3     0 -99.0 -99.0 -99.0
03552    38     52.9037  12.8072 19610101 20151231    20087  19944 -28.3  21.1  3.80 14535   0.0  34.0  10.2 20084   0.0  83.1   1.5 19656   0.0  16.2   4.6
03565   315     49.5728  10.6001 19470101 20020131    20067  19916 -32.9  20.2  3.25     0 -99.0 -99.0 -99.0 20065   0.0  78.2   1.9  2953   0.0  15.0   4.9
03571   452     49.8174  11.8638 20080301 20151231     2862   2862 -25.1  17.9  1.66     0 -99.0 -99.0 -99.0  2861   0.0  41.7   1.9  2861   0.0  15.0   4.5
03575   163     49.3570   8.1405 19510101 19821231    11688  11688 -22.5  21.4  4.94  4382   1.0  30.6   9.3 11688   0.0  73.4   1.8 11688   0.0  15.2   4.5
03576   125     49.3478   8.1822 19760101 20021031     9801   9801 -24.3  20.9  4.01     0 -99.0 -99.0 -99.0  9801   0.0  94.6   1.6  9801   0.0  14.9   4.5
03577    64     53.3585  13.0502 19470101 19760630    10774  10774 -32.7  18.8  2.63  2006   5.0  36.0  13.8 10774   0.0  70.3   1.5  7305   0.0  16.8   4.7
03578   341     48.9832  12.1443 19811001 20061231     9223   9223 -29.2  19.3  3.67     0 -99.0 -99.0 -99.0  9223   0.0  56.3   1.9     1   0.9   0.9   0.9
03590   180     50.2335   8.8923 19610101 20050930    16344  16313 -24.5  21.0  4.65     0 -99.0 -99.0 -99.0 16344   0.0  50.5   1.8     0 -99.0 -99.0 -99.0
03591   350     50.6744   6.4237 19940101 20151231     8035   8035 -23.6  20.0  3.74     0 -99.0 -99.0 -99.0  8034   0.0  69.9   2.2     0 -99.0 -99.0 -99.0
03595   250     50.4107   7.8080 19660501 20030630    13575  13575 -29.0  18.5  3.29     0 -99.0 -99.0 -99.0 13575   0.0  63.3   2.7     0 -99.0 -99.0 -99.0
03603   473     49.3895   9.9666 20000701 20151231     5634   2815 -22.0  20.0  3.53     0 -99.0 -99.0 -99.0  5315   0.0  67.0   2.1  1046   0.0  14.6   4.1
03605   451     48.5334  10.2430 19510101 19801031    10897  10415 -28.5  17.1  1.69     0 -99.0 -99.0 -99.0 10897   0.0  54.9   2.0     0 -99.0 -99.0 -99.0
03612    25     52.6711   9.2229 19470101 20151231    25141  19723 -24.9  19.7  4.05     0 -99.0 -99.0 -99.0 25141   0.0  68.9   2.0 15403   0.0  15.8   3.7
03621   435     48.8254  10.5066 19470101 20151231    25202  25060 -31.5  20.5  2.57     0 -99.0 -99.0 -99.0 25202   0.0  72.6   1.7 15037   0.0  15.0   4.1
03623   111     50.8294   6.6602 20000701 20151231     5601   2798 -25.0  20.0  5.19  5286   1.1  34.0   9.1  5239   0.0  51.0   1.7  4860   0.0  15.9   4.7
03631    11     53.7123   7.1519 19470101 20151231    25202  25202 -18.0  21.2  6.36 17146   3.0  45.3  13.6 25202   0.0  65.1   2.0 25202   0.0  16.9   4.6
03639    25     53.7647   8.6583 20000701 20151231     5662   2853 -20.0  20.0  5.08  5495   2.1  36.5  11.3  5298   0.0  68.0   2.5     0 -99.0 -99.0 -99.0
03640    24     52.4124   7.0640 19360101 20061231    24717  21429 -24.0  20.6  4.97     0 -99.0 -99.0 -99.0 24716   0.0  66.0   2.2     0 -99.0 -99.0 -99.0
03659   627     50.3391   6.9501 19470101 19950228    17591  16556 -22.7  21.5  2.95  8440   1.1  41.2  11.6 17591   0.0  85.9   2.4  6817   0.0  14.9   4.1
03660   485     50.3601   6.8697 19950306 20151231     7606   7606 -21.3  19.5  3.49  7584   2.6  34.2  10.5  7606   0.0  70.2   1.8  7606   0.0  15.9   4.2
03666   335     49.5008  11.1070 19360101 19741231    13696  13386 -31.2  18.9  2.47     0 -99.0 -99.0 -99.0 13694   0.0 110.2   1.9 12235   0.0  15.8   1.2
03667   368     49.4258  11.2538 19750101 20151231    14639  14639 -28.1  19.5  1.95     0 -99.0 -99.0 -99.0 14639   0.0  77.0   2.1     0 -99.0 -99.0 -99.0
03668   314     49.5030  11.0549 19550401 20151231    22190  22190 -30.4  20.4  3.46 22183   1.0  34.5   8.9 22190   0.0  90.6   1.7 22190   0.0  15.6   4.7
03671   280     48.6321   9.3261 19550101 19910331    13239   6862 -29.9  18.5  2.88     0 -99.0 -99.0 -99.0 13239   0.0  87.0   2.2 10897   0.0  14.6   4.1
03672   457     48.6207   8.8962 19480501 19541231     2436    671 -20.4  15.4  3.81     0 -99.0 -99.0 -99.0  2435   0.0  49.5   1.8     0 -99.0 -99.0 -99.0
03679   518     47.6185  12.1666 19470101 20151231    22854  21622 -32.6  20.2  2.44     0 -99.0 -99.0 -99.0 22851   0.0 121.0   3.8 17287   0.0  14.2   4.2
03705   480     48.3147   8.5735 19820701 20041231     8190   8190 -28.0  17.4  3.17     0 -99.0 -99.0 -99.0  8190   0.0  71.4   2.7     0 -99.0 -99.0 -99.0
03722   484     48.2443  11.5528 19760401 20060531    11018  11002 -33.1  17.6  2.19  1911   1.5  30.5   8.7 11018   0.0  86.8   2.5 10734   0.0  15.3   4.6
03730   806     47.3986  10.2760 19360101 20151231    29128  28112 -39.1  16.5 -0.21 23717   0.0  32.5   7.5 29126   0.0 121.8   4.8 29128   0.0  14.0   4.4
03734   230     49.1280   9.3525 20040701 20151231     4201   4201 -24.2  20.1  3.98     0 -99.0 -99.0 -99.0  4200   0.0  70.2   2.1     0 -99.0 -99.0 -99.0
03735   455     48.2635  12.2760 19360701 19581231     7765   7618 -34.9  16.9  2.34     0 -99.0 -99.0 -99.0  7762   0.0 126.3   2.4  1482   0.0  14.6   5.0
03739   596     49.4521  12.4366 19481001 20151231    24563  24225 -31.2  18.4  1.81     0 -99.0 -99.0 -99.0 24478   0.0  71.2   2.2   327   0.0  14.8   3.0
03744   125     51.6018   9.5383 19711201 19750630     1308   1292 -19.0  17.0  3.11     0 -99.0 -99.0 -99.0  1308   0.0  39.0   2.1  1216   0.0  14.4   3.5
03751   626     48.0449   9.8822 19880601 19971231     3501   3501 -22.0  17.0  2.87     0 -99.0 -99.0 -99.0  3501   0.0  72.6   2.5     0 -99.0 -99.0 -99.0
03752  1014     50.0300  11.8074 19590901 19820930     8431   7963 -21.8  18.5  0.77     0 -99.0 -99.0 -99.0  8431   0.0  70.8   3.5  6147   0.0  15.8   4.1
03753    56     52.2042   7.1784 19640101 19930331    10683  10574 -21.2  20.8  4.47     0 -99.0 -99.0 -99.0 10683   0.0  69.7   2.1     0 -99.0 -99.0 -99.0
03761   276     49.2070   9.5175 19470101 20151231    25202  24376 -29.3  20.2  3.82 17171   1.0  39.0   9.1 25202   0.0  74.3   2.2 24073   0.0  15.8   4.8
03776   110     50.0946   8.7546 19571101 19951031    13119  13119 -22.7  20.9  4.94     0 -99.0 -99.0 -99.0 13119   0.0  84.5   1.9 13119   0.0  15.6   4.5
03777   153     48.4593   7.9255 19580101 20031231    16801  13605 -26.4  21.5  5.45     0 -99.0 -99.0 -99.0 13880   0.0  60.2   2.4     0 -99.0 -99.0 -99.0
03788   305     50.8646  14.7628 19600601 19851231     9345      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0  9344   0.0  72.4   1.7  9209   0.0  16.4   4.4
03790     5     53.1018   8.2516 19470101 19890930    15614  15593 -24.4  20.6  3.99     0 -99.0 -99.0 -99.0 15614   0.0  59.0   2.1 12723   0.0  16.0   4.0
03791    11     53.1763   8.1824 19891001 20120930     8401   8392 -22.1  20.2  4.39  8200   0.8  37.6  10.6  8401   0.0  52.7   2.2  8399   0.0  16.3   4.3
03811   150     51.2960  13.0928 19780101 20151231    13879  12332 -35.8  20.5  3.75 11823   0.0  39.0  10.8 13878   0.0 108.5   1.6 12053   0.0  15.8   4.7
03815    95     52.2553   8.0534 19520201 20101130    21488  21463 -29.2  21.1  4.01 18710   0.5  41.4  10.7 21465   0.0 128.1   2.3 21464   0.0  16.1   4.1
03818    29     52.7167  11.7333 19560101 19661231     4018   4018 -30.5  19.3  3.27     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
03821   246     51.0873  11.9292 19840801 20151231    11456   8386 -20.7  19.4  3.97 10230   0.0  40.6  11.2 10633   0.0  69.9   1.5  8362   0.0  22.8   4.7
03825   338     49.5033   7.2773 19610101 19771231     6209   6209 -30.5  16.5  1.88     0 -99.0 -99.0 -99.0  6209   0.0  68.1   2.4     0 -99.0 -99.0 -99.0
03836   312     50.4538  10.2210 19720501 20151231    14065  14065 -26.5  18.4  2.20     0 -99.0 -99.0 -99.0 14065   0.0  61.1   1.7     0 -99.0 -99.0 -99.0
03856  1010     47.6383  10.4313 19490101 19930630    16129  15278 -30.0  18.2  1.56     0 -99.0 -99.0 -99.0 15981   0.0 106.1   4.4     0 -99.0 -99.0 -99.0
03857   885     47.6360  10.3891 19931001 20151231     8127   8117 -29.4  18.0  0.79     0 -99.0 -99.0 -99.0  8127   0.0 120.2   4.3     0 -99.0 -99.0 -99.0
03867     7     53.0643   7.4814 19500101 19561231     2557   2557 -25.4  18.5  3.77     0 -99.0 -99.0 -99.0  2556   0.0  50.3   2.1     0 -99.0 -99.0 -99.0
03875   549     49.1510  11.6896 19500101 20151231    24075  20286 -26.5  20.3  3.02     0 -99.0 -99.0 -99.0 24074   0.0  83.7   2.2  4016   0.0  14.9   4.7
03878   327     48.5807  13.4152 19360101 19571231     8005   6939 -29.5  18.1  3.16     0 -99.0 -99.0 -99.0  8003   0.0  60.8   2.3     0 -99.0 -99.0 -99.0
03879   409     48.5779  13.4694 19480101 19970103    17901  17653 -36.9  18.9  2.88 10196   0.9  40.2   8.2 17901   0.0  90.4   2.5 17138   0.0  15.1   4.7
03883   442     50.5999  11.9966 19910101 19980131     2588   2588 -26.1  16.6  1.26     0 -99.0 -99.0 -99.0  2588   0.0  51.8   1.8    31   0.0   9.5   5.0
03897     1     54.0893  10.8773 19980101 20151231     6559   6313 -23.1  19.6  4.34  3410   3.1  32.2  11.3  6284   0.0  61.0   1.8  6388   0.0  16.2   4.7
03903   175     49.5114   6.3857 19510101 20040930     9068   9035 -23.6  20.3  4.33     0 -99.0 -99.0 -99.0  9049   0.0  57.2   2.1    56   0.0   0.7   0.0
03904   152     49.5356   6.3804 19650101 20151231    14274  14238 -23.5  20.3  4.06     0 -99.0 -99.0 -99.0 14274   0.0  70.5   2.0  4127   0.0  15.4   4.4
03915   145     51.9893  13.3608 19470101 19501231     1461      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
03924   246     48.9059   8.7412 19370101 20050831    24531  20423 -28.4  20.0  3.76     0 -99.0 -99.0 -99.0 24530   0.0  80.1   2.2 15979   0.0  15.1   4.5
03925   333     48.9318   8.6959 20050901 20151231     3774   3774 -25.6  19.1  3.54  3724   1.9  29.3   9.8  3774   0.0  55.6   2.2     0 -99.0 -99.0 -99.0
03927   630     47.9344   9.2869 19580101 20151231    20362  19220 -33.0  18.4  1.84     0 -99.0 -99.0 -99.0 20362   0.0  73.8   2.4  4930   0.0  14.8   4.6
03929   100     49.2511   8.4415 19480101 19850930    13788  13233 -24.5  21.0  4.81     0 -99.0 -99.0 -99.0 13729   0.0  67.4   2.1     0 -99.0 -99.0 -99.0
03939   385     49.1911   7.5875 19500101 20151231    24015  23962 -25.0  21.3  3.27     0 -99.0 -99.0 -99.0 24006   0.0  77.0   2.4     0 -99.0 -99.0 -99.0
03946   386     50.4819  12.1300 18820101 20151231    48306  20135 -33.6  19.1  2.31 13566   0.0  39.3  10.8 48088   0.0 114.1   1.7 22425   0.0  15.7   4.1
03955    24     54.1590  10.4020 19500101 19970131    17198  17198 -24.0  20.5  4.68     0 -99.0 -99.0 -99.0 17198   0.0  93.7   1.9 16985   0.0  16.5   4.4
03974   368     49.5058  11.5142 19490301 19930630    16193  11991 -26.3  19.2  2.79     0 -99.0 -99.0 -99.0 16193   0.0  89.9   2.6     0 -99.0 -99.0 -99.0
03975   522     49.4778  11.5355 19930901 20151231     7426   7414 -22.2  18.7  2.89     0 -99.0 -99.0 -99.0  7426   0.0  71.6   2.5  3957   0.0  13.7   4.4
03987    81     52.3813  13.0622 18930101 20151231    44924  21915 -30.5  20.7  3.23 16573   1.8  40.0  12.1 44924   0.0 104.8   1.6 44903   0.0  16.3   4.7
04005   530     47.8588  12.3624 19460101 19571231     4383   2618 -32.1  18.6  2.52     0 -99.0 -99.0 -99.0  4382   0.0 128.4   3.6     0 -99.0 -99.0 -99.0
04018   550     48.1877  11.2206 19510101 19830831    11931  11931 -27.4  20.4  3.11     0 -99.0 -99.0 -99.0 11931   0.0 136.2   2.6 11931   0.0  15.0   4.7
04024    40     54.3643  13.4771 19470101 20151231    25188  19286 -26.5  49.0  3.89 11768   2.5  40.0  11.8 22674   0.0  84.0   1.7 16088   0.0  16.5   4.8
04029    25     52.6691   7.9544 19400101 19571231     5845   3898 -24.4  17.7  4.13     0 -99.0 -99.0 -99.0  5805   0.0  71.2   2.0  5543   0.0  17.1   4.4
04032   142     51.7954  11.1319 19910101 20151231     6636   6636 -29.9  20.0  3.51  2775   2.0  25.8   9.6  6636   0.0  65.0   1.4  6076   0.0  15.9   4.5
04036   204     51.3895  11.5414 19950501 20151231     7550   7550 -27.6  20.6  3.69  2269   2.6  35.4  11.0  7550   0.0  57.8   1.5     0 -99.0 -99.0 -99.0
04038    27     53.7276   9.9071 19470101 19770630    11108  11046 -28.9  19.2  3.34     0 -99.0 -99.0 -99.0 11108   0.0  59.8   2.2  8856   0.0  16.2   4.5
04039    13     53.7331   9.8776 19741201 20151231    14119  13967 -26.4  20.5  3.05  8632   1.0  32.9  10.4 13946   0.0 120.9   2.3 14031   0.0  16.2   4.1
04053   407     47.7458   9.0007 19530101 19961231    15735      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0 15735   0.0 111.1   2.2     0 -99.0 -99.0 -99.0
04063    41     52.4461   8.5906 19510101 20151231    23741  23735 -29.0  19.3  3.92     0 -99.0 -99.0 -99.0 23734   0.0  74.7   1.9  3886   0.0  15.4   4.1
04066   553     47.9091  11.1048 19861101 19990131     4293   4282 -30.5  17.4  2.22     0 -99.0 -99.0 -99.0  4293   0.0  63.3   2.7  4293   0.0  14.0   4.3
04077   114     48.8471   8.1869 19370101 19390731      942      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0   941   0.0  50.4   2.3     0 -99.0 -99.0 -99.0
04079   200     51.1765  11.4183 19470101 20050630    12600  11655 -28.0  18.0  2.88     0 -99.0 -99.0 -99.0  5295   0.0  47.5   1.6     0 -99.0 -99.0 -99.0
04091  1640     47.7327  12.6827 19620701 19980630    13055      0 -99.0 -99.0-99.00     0 -99.0 -99.0 -99.0 13055   0.0 173.1   5.4 13055   0.0  14.0   4.7
04094   440     47.8062   9.6206 19460101 20151231    24167  20596 -28.7  20.0  3.39  6430   1.4  29.0   8.2 24163   0.0  77.7   2.6 16891   0.0  15.5   4.7
04100   109     51.6243   7.1820 19540101 19731231     7305   7245 -20.2  21.0  4.70     0 -99.0 -99.0 -99.0  7305   0.0  79.5   2.4  7305   0.0  15.8   4.0
04104   365     49.0424  12.1021 19470101 20151231    25202  25202 -30.6  20.5  2.91 19537   0.7  37.1   8.7 25201   0.0  70.1   1.8 24868   0.0  15.7   4.6
04125   470     47.7238  12.8740 19450101 20061130    21489  19697 -36.1  20.7  3.23     0 -99.0 -99.0 -99.0 21488   0.0 180.7   4.6 21367   0.0  14.5   4.2
04149   764     50.5602  13.2222 19470101 19621231     5844   5565 -35.0  17.5  0.51     0 -99.0 -99.0 -99.0  5843   0.0  87.9   2.4     0 -99.0 -99.0 -99.0
04152   760     47.6783   8.1527 19710101 19771231     2557      1   4.4   4.4  4.40     0 -99.0 -99.0 -99.0  2557   0.0  79.4   3.5     0 -99.0 -99.0 -99.0
04154   345     51.1800   7.2505 20110201 20151231     1795   1795 -16.5  22.6  4.87     0 -99.0 -99.0 -99.0  1790   0.0  59.0   3.3     0 -99.0 -99.0 -99.0
04156     8     54.2878   9.6749 19731001 19980228     8917   8917 -25.0  19.5  3.43     0 -99.0 -99.0 -99.0  8917   0.0  85.1   2.4     0 -99.0 -99.0 -99.0
04160   478     48.7425   8.9240 20040701 20151231     4201   4201 -26.0  17.5  2.27     0 -99.0 -99.0 -99.0  4201   0.0  51.0   1.9  4200   0.0  15.3   5.0
04166   360     48.5051   9.1833 19880501 20021231     5358   5358 -19.7  19.2  4.64     0 -99.0 -99.0 -99.0  5358   0.0 103.2   2.3     0 -99.0 -99.0 -99.0
04169   131     48.6703   7.9939 19580101 20151231    21184  21084 -26.3  20.5  4.27     0 -99.0 -99.0 -99.0 21184   0.0 106.3   2.4 21181   0.0  14.9   4.4
04174    40     52.2887   7.3866 20000701 20151231     5649   2644 -20.0  21.0  4.42  5177   0.0  29.6   9.3  5183   0.0 112.2   2.0     0 -99.0 -99.0 -99.0
04175   282     47.5590   7.7721 19530901 20141231    22402  15519 -25.0  20.5  5.16     0 -99.0 -99.0 -99.0 22402   0.0  75.2   2.7 21121   0.0  15.1   4.6
04177   116     48.9726   8.3302 19480101 20151231    16313  16313 -25.4  21.6  4.13  2610   1.6  31.6   9.6 16313   0.0  97.8   2.3 16283   0.0  15.3   4.6
04189   533     48.1479   9.4596 20040801 20151231     4170   4170 -33.0  15.9  1.22     0 -99.0 -99.0 -99.0  4170   0.0  44.1   1.9  4169   0.0  14.3   4.6
04222   464     50.5263  12.4091 19910101 20060131     5510   5510 -27.1  19.2  2.94     0 -99.0 -99.0 -99.0  5510   0.0  60.8   2.3  5510   0.0  15.8   4.3
04233   397     50.3833   9.5167 19360403 19531130     6451   2599 -22.0  18.1  2.43     0 -99.0 -99.0 -99.0  6450   0.0  73.6   2.5     0 -99.0 -99.0 -99.0
04240   440     50.6407   6.2058 19480101 19920930    16223  16162 -26.5  20.4  2.83     0 -99.0 -99.0 -99.0 16222   0.0 108.5   3.0     0 -99.0 -99.0 -99.0
04261   444     47.8752  12.1279 19500101 20151231    24076  24076 -32.1  21.2  3.18     0 -99.0 -99.0 -99.0 24076   0.0  97.0   3.0 23802   0.0  15.3   4.4
04271     4     54.1802  12.0805 19470101 20151231    25202  25202 -25.7  21.1  4.91 16598   3.0  41.0  12.5 23741   0.0 111.4   1.7 23741   0.0  16.7   4.8
04275    32     53.1288   9.3398 19460101 20151231    23758  23758 -25.1  21.0  3.97     0 -99.0 -99.0 -99.0 23757   0.0  74.7   2.1  7994   0.0  15.7   4.2
04278   340     49.2511  11.0934 19510101 20081231    21064  17560 -34.9  20.1  3.10     0 -99.0 -99.0 -99.0 21063   0.0  79.3   2.0     0 -99.0 -99.0 -99.0
04280   385     49.2164  11.1036 20000701 20151231     5634   2648 -27.0  19.0  2.78  5540   1.6  32.9   8.2  5112   0.0  88.8   1.9     0 -99.0 -99.0 -99.0
04287   415     49.3848  10.1732 19470601 20151231    25051  24116 -29.9  20.2  3.00     0 -99.0 -99.0 -99.0 25051   0.0  78.3   1.9     0 -99.0 -99.0 -99.0
04288    95     52.1039   8.1809 19510101 19750831     9009   8441 -22.7  18.8  3.53     0 -99.0 -99.0 -99.0  9009   0.0  49.1   2.3  7093   0.0  15.2   4.0
04294   360     48.4704   8.9687 19790701 20021031     8250   8202 -31.8  17.9  2.58     0 -99.0 -99.0 -99.0  8233   0.0  82.0   2.0  5479   0.0  14.7   4.4
04300   588     48.1814   8.6356 19570201 20151231    18929  14638 -30.6  17.6  1.71     0 -99.0 -99.0 -99.0 18929   0.0  67.8   2.3 10955   0.0  14.7   4.7
04301   102     49.8502   7.8710 19470101 20151231    24957  24942 -22.7  24.3  4.22     0 -99.0 -99.0 -99.0 24956   0.0  68.6   1.4 24165   0.0  15.4   4.2
04320    36     54.0934  10.2223 19880601 19920930     1583   1583 -14.3  17.8  4.27     0 -99.0 -99.0 -99.0  1583   0.0 102.2   2.2  1553   0.0  14.9   4.5
04323   461     49.6467   7.8835 19690101 20151231    17166  17162 -23.2  23.0  4.65     0 -99.0 -99.0 -99.0 17163   0.0  77.7   1.8     0 -99.0 -99.0 -99.0
04327   797     48.8765  13.0490 19530301 19710716     6712   6654 -28.0  16.8  1.49     0 -99.0 -99.0 -99.0  6712   0.0 104.9   4.0     0 -99.0 -99.0 -99.0
04330   449     48.8026   8.9557 19520101 19800331    10105  10077 -28.7  18.4  3.00     0 -99.0 -99.0 -99.0 10105   0.0  62.0   2.0     0 -99.0 -99.0 -99.0
04332   235     50.6563  11.3894 19470501 19591231     4628   4555 -28.3  18.2  2.24     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0     0 -99.0 -99.0 -99.0
04336   320     49.2128   7.1077 19510101 20151231    23741  23406 -25.7  20.0  3.69 21911   0.1  46.3   9.9 23741   0.0  73.1   2.3 22037   0.0  15.8   4.6
04339   193     49.2231   7.0168 19480101 20010331    19449  18856 -25.9  23.0  4.32     0 -99.0 -99.0 -99.0 19419   0.0  74.4   2.2 14427   0.0  14.8   4.0
04349   248     48.9569   9.0710 19871101 20151231    10288  10258 -23.1  20.0  3.93     0 -99.0 -99.0 -99.0 10288   0.0  71.5   2.0     0 -99.0 -99.0 -99.0
04354   456     48.7832  13.3145 19850901 20151231    11049  10991 -28.7  18.6  2.13     0 -99.0 -99.0 -99.0 11049   0.0  77.4   3.0 11048   0.0  14.8   4.8
04364   138     52.0355  10.3054 19650101 19991231    12753  12753 -26.5  19.6  3.91     0 -99.0 -99.0 -99.0 12753   0.0  99.1   1.9  1732   0.0  15.2   4.2
04367   175     52.0780   9.5520 19920401 20061231     5388   5388 -24.9  19.5  4.56     0 -99.0 -99.0 -99.0  5388   0.0 100.1   2.4  1035   0.0  14.5   4.1
04371   135     52.1042   8.7521 19350101 20151231    27759  27300 -28.5  21.9  4.43 17127   0.9  34.5   9.6 27758   0.0  95.0   2.2 27357   0.0  15.9   4.1
04373    23     52.8568  11.1430 19470101 19661231     7305   7274 -29.8  18.2  2.26     0 -99.0 -99.0 -99.0  5844   0.0  63.4   1.5  4658   0.0  15.5   4.3
04377   510     50.3519  10.0032 19650101 20151231    18627  18627 -22.5  22.0  3.38     0 -99.0 -99.0 -99.0 18627   0.0 112.7   2.6     0 -99.0 -99.0 -99.0
04393     5     54.3279   8.6030 19510101 20151231    23741  23650 -22.3  20.0  4.50 15258   2.5  47.7  13.5 23739   0.0  62.5   2.2 22677   0.0  16.6   4.5
04396   400     49.4672   7.2036 19510101 19601231     3653   3653 -23.4  20.1  3.38     0 -99.0 -99.0 -99.0  3652   0.0  66.4   2.1     0 -99.0 -99.0 -99.0
04397   400     49.5025   7.2020 19780201 20051231    10196  10157 -26.0  20.5  3.23     0 -99.0 -99.0 -99.0 10196   0.0 115.4   2.8     0 -99.0 -99.0 -99.0
04401    81     51.6334   8.1872 19500101 19800630    11139  11139 -29.7  18.8  3.38     0 -99.0 -99.0 -99.0 11139   0.0  69.5   2.1 10774   0.0  15.7   4.2
04411   155     49.9195   8.9671 19791201 20151231    13119  13119 -26.6  19.8  4.04     0 -99.0 -99.0 -99.0 13110   0.0  56.6   1.8 12144   0.0  15.5   4.7
04419   212     47.9556   7.7134 19470101 20041231    21185  21143 -27.2  22.4  4.82     0 -99.0 -99.0 -99.0 21185   0.0  78.0   2.1     0 -99.0 -99.0 -99.0
04425   569     49.4864   7.0290 19510101 19651231     5479   5479 -24.6  19.9  3.40     0 -99.0 -99.0 -99.0  5478   0.0  69.2   2.5  4384   0.0  16.1   5.2
04433   519     48.1994   9.7700 19870101 20041231     6575   6575 -29.5  17.2  2.87     0 -99.0 -99.0 -99.0  6575   0.0  68.7   2.1     0 -99.0 -99.0 -99.0
04436   314     50.8166   9.8460 19470101 19511231     1826   1703 -21.9  17.5  3.06     0 -99.0 -99.0 -99.0  1726   0.0  36.4   1.9     0 -99.0 -99.0 -99.0
